disease,auc_clinic4,auc_clinic4_aec_combined,auc_diff,z,p_value
당뇨병_여부,0.6432235409640097,0.6471878844802894,0.0039643435162797225,1.310392600884272,0.19006305540591262
고혈압_여부,0.6576119738114714,0.6567550950119916,-0.000856878799479821,-0.9011393016895121,0.3675142588116249
이상지질혈증_여부,0.55345296028722,0.5568247631158192,0.0033718028285991686,0.93893500262547,0.34776411661662177
골다공증_여부,0.7779229736958174,0.7746533284534993,-0.0032696452423180977,-2.9412651808855554,0.003268745699592744
심근경색_여부,0.7195316491112803,0.7448388277725424,0.025307178661262086,1.7697589710172044,0.07676730143526928
뇌졸중_여부,0.6811392566903971,0.6784506622971509,-0.002688594393246202,-0.7783562347885394,0.43635903199681736
