cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8992248062015504,0.5712799167533819,0.6100917431192661,0.2196969696969697,0.9768683274021353,-0.007751937984496027,0.03537981269510926,1.0,1.5185595523520037e-08,PASS,0.007751937984496027,0.0367718209497858,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9290780141843972,0.513375796178344,0.5766738660907127,0.2553606237816764,0.9757869249394673,0.0,0.02292993630573248,1.0,7.62939453125e-06,PASS,0.0,0.022759858065156013,0.05,NON-INFERIOR
