combo_index,branch_indices,branches,pattern_mask,patterns,formal_NI_5pp_both_pass,internal_sens_loss,internal_upper95,internal_spec_gain,internal_acc_gain,internal_tp_lost,internal_fp_removed,internal_deesc_n,internal_event_rate,external_sens_loss,external_upper95,external_spec_gain,external_acc_gain,external_tp_lost,external_fp_removed,external_deesc_n,external_event_rate
2401,24|25|26|27,R1_045_056__endpoint_delta__sign-1__w0.50__lam0.25 | R2_057_080__level_mean__sign-1__w0.70__lam0.25 | R3_097_128__linear_slope__sign+1__w0.35__lam0.25 | R4_117_128__endpoint_delta__sign-1__w0.50__lam0.25,33560,"++--,--+-,---+,+--+,++++",True,0.015503875968992248,0.047998304847133924,0.053069719042663895,0.044954128440366975,2,51,53,0.03773584905660377,0.014184397163120567,0.0439756763419416,0.06878980891719745,0.056155507559395246,2,54,56,0.03571428571428571
