region_key,region,feature,descriptor,sign,width,lambda,internal_score,internal_mean_specificity_gain,internal_min_specificity_gain,internal_mean_accuracy_gain,internal_min_accuracy_gain,internal_max_sensitivity_loss,internal_min_deesc_n,external_mean_specificity_gain,external_min_specificity_gain,external_mean_accuracy_gain,external_min_accuracy_gain,external_max_sensitivity_loss,external_min_deesc_n
R1_045_056,R1,R1_045_056__slope_mean,slope_mean,1,0.7,0.55,0.07989779332965824,0.08324661810613944,0.07284079084287201,0.06544342507645258,0.05504587155963303,0.07751937984496124,80,0.0683651804670913,0.06496815286624204,0.05291576673866094,0.049676025917926525,0.03546099290780142,56
R1_045_056,R1,R1_045_056__level_sd,level_sd,-1,0.7,0.55,0.07968967678439287,0.08255289628858827,0.07180020811654526,0.06544342507645258,0.05504587155963303,0.07751937984496124,78,0.07898089171974522,0.0751592356687898,0.06083513318934486,0.057235421166306644,0.0425531914893617,65
R1_045_056,R1,R1_045_056__linear_slope,linear_slope,1,0.7,0.55,0.07883935840426512,0.08289975719736385,0.07075962539021852,0.06544342507645258,0.053211009174311874,0.07751937984496124,78,0.07133757961783439,0.06624203821656051,0.054715622750180014,0.050755939524838034,0.0425531914893617,57
R1_045_056,R1,R1_045_056__level_mean,level_mean,-1,0.7,0.7,0.07867455173944418,0.08220603537981269,0.07284079084287201,0.06422018348623852,0.05504587155963303,0.07751937984496124,80,0.06369426751592357,0.05859872611464968,0.04859611231101516,0.043196544276457916,0.0425531914893617,52
R1_045_056,R1,R1_045_056__slope_sd,slope_sd,-1,0.7,0.7,0.07839133244394257,0.08428720083246617,0.07492195629552549,0.06513761467889907,0.05596330275229355,0.08527131782945736,83,0.16093418259023354,0.14777070063694267,0.11987041036717068,0.10799136069114479,0.11347517730496454,132
R1_045_056,R1,R1_045_056__abs_slope_mean,abs_slope_mean,-1,0.5,0.7,0.07839133244394257,0.0839403399236906,0.07492195629552549,0.06513761467889907,0.05596330275229355,0.08527131782945736,83,0.0781316348195329,0.0751592356687898,0.06011519078473726,0.057235421166306755,0.0425531914893617,65
R1_045_056,R1,R1_045_056__slope_mean,slope_mean,1,0.5,0.55,0.07564025069599747,0.07908428720083246,0.06867845993756504,0.063302752293578,0.05137614678899083,0.07751937984496124,76,0.06114649681528663,0.05605095541401274,0.04787616990640753,0.04211663066954641,0.03546099290780142,49
R1_045_056,R1,R1_045_056__abs_slope_mean,abs_slope_mean,-1,0.7,0.55,0.0754980351332284,0.08185917447103712,0.07284079084287201,0.06330275229357796,0.05412844036697251,0.08527131782945736,81,0.07643312101910828,0.07388535031847134,0.05831533477321819,0.05507559395248385,0.04964539007092199,65
R1_045_056,R1,R1_045_056__abs_slope_max,abs_slope_max,-1,0.7,0.7,0.07463495905050543,0.0912244190079778,0.08012486992715921,0.07003058103975535,0.05596330275229355,0.12403100775193798,93,0.13205944798301486,0.12993630573248408,0.1000719942404608,0.09827213822894176,0.0851063829787234,113
R1_045_056,R1,R1_045_056__slope_mean,slope_mean,1,0.35,0.7,0.07433460577337289,0.07700312174817898,0.06971904266389178,0.06146788990825688,0.05229357798165135,0.07751937984496124,77,0.05817409766454353,0.0535031847133758,0.04535637149028079,0.0399568034557235,0.03546099290780142,47
R1_045_056,R1,R1_045_056__endpoint_delta,endpoint_delta,1,0.35,0.7,0.07349957791312281,0.07630939993062781,0.06867845993756504,0.06116207951070333,0.05137614678899083,0.07751937984496124,76,0.05987261146496816,0.05859872611464968,0.04643628509719222,0.04427645788336931,0.03546099290780142,51
