feature,cohort,predictor_group,predictor,n_seg,segment,r,p_value,n
vat,internal,aec_segment,seg2_2,2.0,2.0,0.605690815787161,4.129959819865228e-110,1090
total_fat,internal,aec_segment,seg2_1,2.0,1.0,0.4075061327259209,7.385735314707903e-45,1090
total_fat,internal,aec_segment,seg2_2,2.0,2.0,0.5195198492782469,2.2210957071339762e-76,1090
imata,external,aec_segment,seg2_1,2.0,1.0,0.3464141589159374,1.6841476999317163e-27,926
imata,external,aec_segment,seg2_2,2.0,2.0,0.453515669358504,3.625893038150098e-48,926
nama,external,aec_segment,seg2_1,2.0,1.0,0.1506666619928416,4.125805652855392e-06,926
nama,external,aec_segment,seg2_2,2.0,2.0,0.2042618223278522,3.5279204257472205e-10,926
lama,external,aec_segment,seg2_1,2.0,1.0,0.2622025035141143,5.044343144379492e-16,926
lama,external,aec_segment,seg2_2,2.0,2.0,0.415851613204696,5.031982464697026e-40,926
tama,external,aec_segment,seg2_1,2.0,1.0,0.2942480824358339,5.954046063101337e-20,926
tama,external,aec_segment,seg2_2,2.0,2.0,0.4225748011321508,2.1022367470385722e-41,926
sat,external,aec_segment,seg2_1,2.0,1.0,0.4322362932199174,1.929616739099986e-43,926
sat,external,aec_segment,seg2_2,2.0,2.0,0.379017948877526,5.264983270978752e-33,926
vat,external,aec_segment,seg2_1,2.0,1.0,0.2839906770878381,1.2260387795969844e-18,926
vat,external,aec_segment,seg2_2,2.0,2.0,0.5228613671049183,4.1903447266708225e-66,926
total_fat,external,aec_segment,seg2_1,2.0,1.0,0.4364260557586111,2.4060033291616775e-44,926
total_fat,external,aec_segment,seg2_2,2.0,2.0,0.5017617913092856,3.3319547534129365e-60,926
imata,internal,aec_segment,seg4_1,4.0,1.0,0.2409420943802679,7.340866707069616e-16,1090
imata,internal,aec_segment,seg4_2,4.0,2.0,0.3874228219297678,2.345313703920481e-40,1090
imata,internal,aec_segment,seg4_3,4.0,3.0,0.5106178090320026,2.009137055427304e-73,1090
imata,internal,aec_segment,seg4_4,4.0,4.0,0.4402834740990958,6.737742676599876e-53,1090
nama,internal,aec_segment,seg4_1,4.0,1.0,0.0462124758254397,0.1273150322928431,1090
nama,internal,aec_segment,seg4_2,4.0,2.0,0.0314555427505554,0.2994681614210961,1090
nama,internal,aec_segment,seg4_3,4.0,3.0,0.1357348243851382,6.892204003938606e-06,1090
nama,internal,aec_segment,seg4_4,4.0,4.0,0.2138852854850567,9.60242705236676e-13,1090
lama,internal,aec_segment,seg4_1,4.0,1.0,0.1818692883053156,1.4660112606528023e-09,1090
lama,internal,aec_segment,seg4_2,4.0,2.0,0.3293524732270471,5.44257158186531e-29,1090
lama,internal,aec_segment,seg4_3,4.0,3.0,0.5217978113239279,3.765624804234928e-77,1090
lama,internal,aec_segment,seg4_4,4.0,4.0,0.5138597974824515,1.7236572900447297e-74,1090
tama,internal,aec_segment,seg4_1,4.0,1.0,0.1331454086278844,1.031694382985112e-05,1090
tama,internal,aec_segment,seg4_2,4.0,2.0,0.1937180508531022,1.1223508495968343e-10,1090
tama,internal,aec_segment,seg4_3,4.0,3.0,0.3652192931288215,9.904638942714184e-36,1090
tama,internal,aec_segment,seg4_4,4.0,4.0,0.4177284367520448,2.85563210815945e-47,1090
sat,internal,aec_segment,seg4_1,4.0,1.0,0.3351458462909391,5.0812442700014045e-30,1090
sat,internal,aec_segment,seg4_2,4.0,2.0,0.4348454802817282,1.6766837558382397e-51,1090
sat,internal,aec_segment,seg4_3,4.0,3.0,0.3917370963544638,2.686351589088193e-41,1090
sat,internal,aec_segment,seg4_4,4.0,4.0,0.2717039373073426,6.700252808211988e-20,1090
vat,internal,aec_segment,seg4_1,4.0,1.0,0.1895474777365126,2.826156200630311e-10,1090
vat,internal,aec_segment,seg4_2,4.0,2.0,0.3655541860858733,8.486293612936342e-36,1090
vat,internal,aec_segment,seg4_3,4.0,3.0,0.6169891296571628,2.4894502980821536e-115,1090
vat,internal,aec_segment,seg4_4,4.0,4.0,0.5738910364703464,1.7272270341920174e-96,1090
total_fat,internal,aec_segment,seg4_1,4.0,1.0,0.3263356128450628,1.8338307115543367e-28,1090
total_fat,internal,aec_segment,seg4_2,4.0,2.0,0.4781475730163848,2.3717177031932376e-63,1090
total_fat,internal,aec_segment,seg4_3,4.0,3.0,0.5623744676708035,6.480345904775089e-92,1090
total_fat,internal,aec_segment,seg4_4,4.0,4.0,0.4568390240368357,2.625992875199559e-57,1090
imata,external,aec_segment,seg4_1,4.0,1.0,0.2866833629958971,5.608690318874776e-19,926
imata,external,aec_segment,seg4_2,4.0,2.0,0.3999490837369605,6.939235664339017e-37,926
imata,external,aec_segment,seg4_3,4.0,3.0,0.4752947435560649,2.308639061860454e-53,926
imata,external,aec_segment,seg4_4,4.0,4.0,0.4176458162600244,2.171544438287273e-40,926
nama,external,aec_segment,seg4_1,4.0,1.0,0.1756899682767131,7.408330349934383e-08,926
nama,external,aec_segment,seg4_2,4.0,2.0,0.1182143713813159,0.0003120550226365,926
nama,external,aec_segment,seg4_3,4.0,3.0,0.167774003277835,2.8222234976751735e-07,926
nama,external,aec_segment,seg4_4,4.0,4.0,0.2349281312228498,4.459158602394684e-13,926
lama,external,aec_segment,seg4_1,4.0,1.0,0.2112799885522678,8.355113616363836e-11,926
lama,external,aec_segment,seg4_2,4.0,2.0,0.3089655422008023,6.229289701565846e-22,926
lama,external,aec_segment,seg4_3,4.0,3.0,0.4224769332390357,2.2028315932249529e-41,926
lama,external,aec_segment,seg4_4,4.0,4.0,0.3964570491662257,3.2228054119645794e-36,926
tama,external,aec_segment,seg4_1,4.0,1.0,0.2879713139786574,3.846781961998706e-19,926
tama,external,aec_segment,seg4_2,4.0,2.0,0.2911351437328565,1.5107949594573496e-19,926
tama,external,aec_segment,seg4_3,4.0,3.0,0.3946203162343251,7.175130908615979e-36,926
tama,external,aec_segment,seg4_4,4.0,4.0,0.4379468859534796,1.1218752255306234e-44,926
sat,external,aec_segment,seg4_1,4.0,1.0,0.4018477431546206,2.9877245528153218e-37,926
sat,external,aec_segment,seg4_2,4.0,2.0,0.4507967294500222,1.5209655455739634e-47,926
sat,external,aec_segment,seg4_3,4.0,3.0,0.4154948081700785,5.943683267869929e-40,926
sat,external,aec_segment,seg4_4,4.0,4.0,0.3305577524550198,4.7757275079545035e-25,926
vat,external,aec_segment,seg4_1,4.0,1.0,0.2179566695895606,2.024043628090589e-11,926
vat,external,aec_segment,seg4_2,4.0,2.0,0.346529489367838,1.6144168165701752e-27,926
vat,external,aec_segment,seg4_3,4.0,3.0,0.541224018732114,1.3739804812198438e-71,926
vat,external,aec_segment,seg4_4,4.0,4.0,0.4883298529072496,1.172821584678093e-56,926
total_fat,external,aec_segment,seg4_1,4.0,1.0,0.3857116317150766,3.242961966320238e-34,926
total_fat,external,aec_segment,seg4_2,4.0,2.0,0.4770570908073498,8.438391212761667e-54,926
total_fat,external,aec_segment,seg4_3,4.0,3.0,0.5361556606101252,4.848412785149735e-70,926
total_fat,external,aec_segment,seg4_4,4.0,4.0,0.451661371453931,9.653954371173495e-48,926
imata,internal,aec_segment,seg8_1,8.0,1.0,0.2185040320612211,3.0093507244595643e-13,1090
imata,internal,aec_segment,seg8_2,8.0,2.0,0.2618273810622789,1.521045476563385e-18,1090
imata,internal,aec_segment,seg8_3,8.0,3.0,0.3294963942999577,5.13438122337418e-29,1090
imata,internal,aec_segment,seg8_4,8.0,4.0,0.4360452200340872,8.291971470920156e-52,1090
imata,internal,aec_segment,seg8_5,8.0,5.0,0.5134750142899018,2.310152617174914e-74,1090
imata,internal,aec_segment,seg8_6,8.0,6.0,0.4997224834613928,6.372573367762577e-70,1090
imata,internal,aec_segment,seg8_7,8.0,7.0,0.4500743054431064,1.779792626679079e-55,1090
imata,internal,aec_segment,seg8_8,8.0,8.0,0.417422663321718,3.381355903571777e-47,1090
nama,internal,aec_segment,seg8_1,8.0,1.0,0.0412844986260832,0.1731882228917227,1090
nama,internal,aec_segment,seg8_2,8.0,2.0,0.0508523381017756,0.0933359989189342,1090
nama,internal,aec_segment,seg8_3,8.0,3.0,0.0425222928106508,0.1606456066510145,1090
nama,internal,aec_segment,seg8_4,8.0,4.0,0.0192210470522708,0.5261355423999002,1090
nama,internal,aec_segment,seg8_5,8.0,5.0,0.0953834667426705,0.0016178101041609,1090
nama,internal,aec_segment,seg8_6,8.0,6.0,0.1714991177339023,1.2133721105386989e-08,1090
nama,internal,aec_segment,seg8_7,8.0,7.0,0.231810154452596,9.169669862754402e-15,1090
nama,internal,aec_segment,seg8_8,8.0,8.0,0.1877344357216766,4.1951424369613756e-10,1090
lama,internal,aec_segment,seg8_1,8.0,1.0,0.1626702867843799,6.648137807670736e-08,1090
lama,internal,aec_segment,seg8_2,8.0,2.0,0.1999313807134167,2.728076031022283e-11,1090
lama,internal,aec_segment,seg8_3,8.0,3.0,0.2723129428194491,5.503179642273996e-20,1090
lama,internal,aec_segment,seg8_4,8.0,4.0,0.3786863760986036,1.710953033360804e-38,1090
lama,internal,aec_segment,seg8_5,8.0,5.0,0.499285152409284,8.75442399105827e-70,1090
lama,internal,aec_segment,seg8_6,8.0,6.0,0.5345805049402809,1.381507064005937e-81,1090
lama,internal,aec_segment,seg8_7,8.0,7.0,0.517706534987815,9.034736017889499e-76,1090
lama,internal,aec_segment,seg8_8,8.0,8.0,0.4958392370723773,1.0517865805012734e-68,1090
tama,internal,aec_segment,seg8_1,8.0,1.0,0.1193705218703908,7.794018902094366e-05,1090
tama,internal,aec_segment,seg8_2,8.0,2.0,0.1460836093239952,1.276082713660377e-06,1090
tama,internal,aec_segment,seg8_3,8.0,3.0,0.1744817831356453,6.6924246401766315e-09,1090
tama,internal,aec_segment,seg8_4,8.0,4.0,0.2080477882339961,4.008332967108563e-12,1090
tama,internal,aec_segment,seg8_5,8.0,5.0,0.3242763789058515,4.169178400535458e-28,1090
tama,internal,aec_segment,seg8_6,8.0,6.0,0.3978508150537724,1.178778495282162e-42,1090
tama,internal,aec_segment,seg8_7,8.0,7.0,0.4347285530899487,1.7955117418938685e-51,1090
tama,internal,aec_segment,seg8_8,8.0,8.0,0.3872289857949643,2.583165517234117e-40,1090
sat,internal,aec_segment,seg8_1,8.0,1.0,0.3188907853823142,3.4669976122565105e-27,1090
sat,internal,aec_segment,seg8_2,8.0,2.0,0.3490085348825286,1.4152032148167836e-32,1090
sat,internal,aec_segment,seg8_3,8.0,3.0,0.3951159217900527,4.811998001559928e-42,1090
sat,internal,aec_segment,seg8_4,8.0,4.0,0.4634709571801487,3.8347225149857013e-59,1090
sat,internal,aec_segment,seg8_5,8.0,5.0,0.4289505506060745,5.119507306831375e-50,1090
sat,internal,aec_segment,seg8_6,8.0,6.0,0.3504443216554076,7.563700867136962e-33,1090
sat,internal,aec_segment,seg8_7,8.0,7.0,0.2774350465810971,1.0305349003043557e-20,1090
sat,internal,aec_segment,seg8_8,8.0,8.0,0.2579515063793986,4.999114986476358e-18,1090
vat,internal,aec_segment,seg8_1,8.0,1.0,0.1631107382992401,6.12027963598348e-08,1090
vat,internal,aec_segment,seg8_2,8.0,2.0,0.2148992215220329,7.459999187168665e-13,1090
vat,internal,aec_segment,seg8_3,8.0,3.0,0.2997523729019627,4.569712218401727e-24,1090
vat,internal,aec_segment,seg8_4,8.0,4.0,0.4228685602665146,1.6240772719003382e-48,1090
vat,internal,aec_segment,seg8_5,8.0,5.0,0.5955606067599895,1.3212742275477044e-105,1090
vat,internal,aec_segment,seg8_6,8.0,6.0,0.627222060410438,3.0302257046697627e-120,1090
vat,internal,aec_segment,seg8_7,8.0,7.0,0.5971067463801031,2.778310471368089e-106,1090
vat,internal,aec_segment,seg8_8,8.0,8.0,0.5321493407439122,9.968478807160548e-81,1090
total_fat,internal,aec_segment,seg8_1,8.0,1.0,0.3026179748414629,1.6118945956573019e-24,1090
total_fat,internal,aec_segment,seg8_2,8.0,2.0,0.3478464181528146,2.3442810246088696e-32,1090
total_fat,internal,aec_segment,seg8_3,8.0,3.0,0.4196354114282752,9.915028171247897e-48,1090
total_fat,internal,aec_segment,seg8_4,8.0,4.0,0.5248375672309487,3.45294122645524e-78,1090
total_fat,internal,aec_segment,seg8_5,8.0,5.0,0.5791747195328557,1.1949255310404206e-98,1090
total_fat,internal,aec_segment,seg8_6,8.0,6.0,0.5375351312569628,1.2240758140618976e-82,1090
total_fat,internal,aec_segment,seg8_7,8.0,7.0,0.4715589435067273,1.9488582286038106e-61,1090
total_fat,internal,aec_segment,seg8_8,8.0,8.0,0.4279076675347291,9.30802420996421e-50,1090
imata,external,aec_segment,seg8_1,8.0,1.0,0.2620795029654856,5.210700238478952e-16,926
imata,external,aec_segment,seg8_2,8.0,2.0,0.3080200984929996,8.4157252569491915e-22,926
imata,external,aec_segment,seg8_3,8.0,3.0,0.3662092891858936,9.125019921039177e-31,926
imata,external,aec_segment,seg8_4,8.0,4.0,0.4286482143077701,1.121435669561497e-42,926
imata,external,aec_segment,seg8_5,8.0,5.0,0.4847541411264125,9.706325396849722e-56,926
imata,external,aec_segment,seg8_6,8.0,6.0,0.4589978138708511,1.9347625738804354e-49,926
imata,external,aec_segment,seg8_7,8.0,7.0,0.412986012487091,1.905793893782112e-39,926
imata,external,aec_segment,seg8_8,8.0,8.0,0.4137434819625729,1.3419862962342612e-39,926
nama,external,aec_segment,seg8_1,8.0,1.0,0.1840519524368113,1.686310987254566e-08,926
nama,external,aec_segment,seg8_2,8.0,2.0,0.1653355975302134,4.208751571926997e-07,926
nama,external,aec_segment,seg8_3,8.0,3.0,0.1479821413918826,6.126693716370934e-06,926
nama,external,aec_segment,seg8_4,8.0,4.0,0.0846605313503237,0.0099549683659082,926
nama,external,aec_segment,seg8_5,8.0,5.0,0.1348296923596365,3.8522366348879606e-05,926
nama,external,aec_segment,seg8_6,8.0,6.0,0.1963935291118979,1.6700976448447827e-09,926
nama,external,aec_segment,seg8_7,8.0,7.0,0.2362404160034216,3.277710685580401e-13,926
nama,external,aec_segment,seg8_8,8.0,8.0,0.2285906959030836,1.921098308312442e-12,926
lama,external,aec_segment,seg8_1,8.0,1.0,0.189718159531739,5.945186546938678e-09,926
lama,external,aec_segment,seg8_2,8.0,2.0,0.2304325736617776,1.2621900432148888e-12,926
lama,external,aec_segment,seg8_3,8.0,3.0,0.2811101592649657,2.8038923475763375e-18,926
lama,external,aec_segment,seg8_4,8.0,4.0,0.3330304329419387,2.0226045894047579e-25,926
lama,external,aec_segment,seg8_5,8.0,5.0,0.4139181585108564,1.2375563576081451e-39,926
lama,external,aec_segment,seg8_6,8.0,6.0,0.4240642790737223,1.0301690634038603e-41,926
lama,external,aec_segment,seg8_7,8.0,7.0,0.3945212973592834,7.490428053382004e-36,926
lama,external,aec_segment,seg8_8,8.0,8.0,0.3901329380158707,4.964530831805233e-35,926
tama,external,aec_segment,seg8_1,8.0,1.0,0.2833476050979919,1.4759534002249596e-18,926
tama,external,aec_segment,seg8_2,8.0,2.0,0.2893216423076288,2.585178778750625e-19,926
tama,external,aec_segment,seg8_3,8.0,3.0,0.3023496102179039,4.997594213917508e-21,926
tama,external,aec_segment,seg8_4,8.0,4.0,0.2741843758625061,1.969798029480332e-17,926
tama,external,aec_segment,seg8_5,8.0,5.0,0.3618907751743757,4.9270146705874115e-30,926
tama,external,aec_segment,seg8_6,8.0,6.0,0.4195351903930675,8.913348840997895e-41,926
tama,external,aec_segment,seg8_7,8.0,7.0,0.4377362098312265,1.247229293144922e-44,926
tama,external,aec_segment,seg8_8,8.0,8.0,0.4289309170345085,9.769865760549178e-43,926
sat,external,aec_segment,seg8_1,8.0,1.0,0.3900451442237654,5.154473370710813e-35,926
sat,external,aec_segment,seg8_2,8.0,2.0,0.4090802810911175,1.1464220582956741e-38,926
sat,external,aec_segment,seg8_3,8.0,3.0,0.4321373944957799,2.0261010574271405e-43,926
sat,external,aec_segment,seg8_4,8.0,4.0,0.4626553640646508,2.657537758170854e-50,926
sat,external,aec_segment,seg8_5,8.0,5.0,0.4459475174222449,1.9002930933888883e-46,926
sat,external,aec_segment,seg8_6,8.0,6.0,0.3802333440324318,3.1893186639811886e-33,926
sat,external,aec_segment,seg8_7,8.0,7.0,0.3198566876005289,1.7979586708665006e-23,926
sat,external,aec_segment,seg8_8,8.0,8.0,0.3348545135866161,1.06773118019107e-25,926
vat,external,aec_segment,seg8_1,8.0,1.0,0.1934638802173171,2.931955002284978e-09,926
vat,external,aec_segment,seg8_2,8.0,2.0,0.2399631372769192,1.355012648567219e-13,926
vat,external,aec_segment,seg8_3,8.0,3.0,0.3087095677081936,6.758638597182369e-22,926
vat,external,aec_segment,seg8_4,8.0,4.0,0.3804781397482965,2.8822989957144214e-33,926
vat,external,aec_segment,seg8_5,8.0,5.0,0.529137449246132,6.1039685595969535e-68,926
vat,external,aec_segment,seg8_6,8.0,6.0,0.5443205664819792,1.5114188614550472e-72,926
vat,external,aec_segment,seg8_7,8.0,7.0,0.4959884493726895,1.1653124112626338e-58,926
vat,external,aec_segment,seg8_8,8.0,8.0,0.4699639332331196,4.6781482396763736e-52,926
total_fat,external,aec_segment,seg8_1,8.0,1.0,0.3665165165359816,8.085470067605809e-31,926
total_fat,external,aec_segment,seg8_2,8.0,2.0,0.4005168981921951,5.396508223481692e-37,926
total_fat,external,aec_segment,seg8_3,8.0,3.0,0.4471027503438141,1.045097468986736e-46,926
total_fat,external,aec_segment,seg8_4,8.0,4.0,0.5004043848848018,7.732503906929734e-60,926
total_fat,external,aec_segment,seg8_5,8.0,5.0,0.5529480531640097,2.851913699250304e-75,926
total_fat,external,aec_segment,seg8_6,8.0,6.0,0.5119726573170196,5.235136585018379e-63,926
total_fat,external,aec_segment,seg8_7,8.0,7.0,0.4472438757290728,9.713309916379691e-47,926
total_fat,external,aec_segment,seg8_8,8.0,8.0,0.4467863533038694,1.2313267657565695e-46,926
imata,internal,aec_segment,seg16_1,16.0,1.0,0.2103948970502121,2.267886545584059e-12,1090
imata,internal,aec_segment,seg16_2,16.0,2.0,0.2260921872886501,4.223345263288573e-14,1090
imata,internal,aec_segment,seg16_3,16.0,3.0,0.2465819962120507,1.4633122581201102e-16,1090
imata,internal,aec_segment,seg16_4,16.0,4.0,0.2763295136492562,1.4838969578536484e-20,1090
imata,internal,aec_segment,seg16_5,16.0,5.0,0.3086095057476406,1.7563893615577185e-25,1090
imata,internal,aec_segment,seg16_6,16.0,6.0,0.3489103242761892,1.476992686083021e-32,1090
imata,internal,aec_segment,seg16_7,16.0,7.0,0.3997761979146692,4.34418082104258e-43,1090
imata,internal,aec_segment,seg16_8,16.0,8.0,0.4653724931333061,1.121846996955815e-59,1090
imata,internal,aec_segment,seg16_9,16.0,9.0,0.5089217868001352,7.184652382392948e-73,1090
imata,internal,aec_segment,seg16_10,16.0,10.0,0.5127870001844858,3.896345595875838e-74,1090
imata,internal,aec_segment,seg16_11,16.0,11.0,0.5066449982666652,3.9301700967527924e-72,1090
imata,internal,aec_segment,seg16_12,16.0,12.0,0.4906112879643727,4.3311717475758174e-67,1090
imata,internal,aec_segment,seg16_13,16.0,13.0,0.4638044925078943,3.092767108515075e-59,1090
imata,internal,aec_segment,seg16_14,16.0,14.0,0.4340178345052427,2.7207510937033384e-51,1090
imata,internal,aec_segment,seg16_15,16.0,15.0,0.4037160491385079,5.518804328681905e-44,1090
imata,internal,aec_segment,seg16_16,16.0,16.0,0.4200715709268632,7.776827263283856e-48,1090
nama,internal,aec_segment,seg16_1,16.0,1.0,0.039528909201367,0.1922114000545141,1090
nama,internal,aec_segment,seg16_2,16.0,2.0,0.0429444536126706,0.1565284414403283,1090
nama,internal,aec_segment,seg16_3,16.0,3.0,0.0491746865531113,0.1046688532619844,1090
nama,internal,aec_segment,seg16_4,16.0,4.0,0.0523774190626473,0.0839074685299672,1090
nama,internal,aec_segment,seg16_5,16.0,5.0,0.0492119240242,0.1044059725585638,1090
nama,internal,aec_segment,seg16_6,16.0,6.0,0.0353967958930769,0.2429457588701873,1090
nama,internal,aec_segment,seg16_7,16.0,7.0,0.0148266033723635,0.6248645441466494,1090
nama,internal,aec_segment,seg16_8,16.0,8.0,0.0232492009127506,0.4432011853754947,1090
nama,internal,aec_segment,seg16_9,16.0,9.0,0.0691910904150393,0.0223438504536071,1090
nama,internal,aec_segment,seg16_10,16.0,10.0,0.1188958107693714,8.32578323645065e-05,1090
nama,internal,aec_segment,seg16_11,16.0,11.0,0.1546998930022648,2.859081085949615e-07,1090
nama,internal,aec_segment,seg16_12,16.0,12.0,0.1875913158617627,4.327296266357018e-10,1090
nama,internal,aec_segment,seg16_13,16.0,13.0,0.2231991611719888,9.004761363737496e-14,1090
nama,internal,aec_segment,seg16_14,16.0,14.0,0.239605973412541,1.069246972563388e-15,1090
nama,internal,aec_segment,seg16_15,16.0,15.0,0.2168889534013424,4.528760433272984e-13,1090
nama,internal,aec_segment,seg16_16,16.0,16.0,0.1498506213551416,6.703921482392838e-07,1090
lama,internal,aec_segment,seg16_1,16.0,1.0,0.1581529548359481,1.533286392933006e-07,1090
lama,internal,aec_segment,seg16_2,16.0,2.0,0.1667807172825469,3.0453555908942363e-08,1090
lama,internal,aec_segment,seg16_3,16.0,3.0,0.185417166613644,6.911052228452604e-10,1090
lama,internal,aec_segment,seg16_4,16.0,4.0,0.2138964386059102,9.575863778940554e-13,1090
lama,internal,aec_segment,seg16_5,16.0,5.0,0.2486642742655347,7.984266711713225e-17,1090
lama,internal,aec_segment,seg16_6,16.0,6.0,0.2949115350032227,2.587529375140665e-23,1090
lama,internal,aec_segment,seg16_7,16.0,7.0,0.3416865269088627,3.2849028154437137e-31,1090
lama,internal,aec_segment,seg16_8,16.0,8.0,0.4095389601343266,2.4845500052945344e-45,1090
lama,internal,aec_segment,seg16_9,16.0,9.0,0.4786135899835997,1.7299914277342998e-63,1090
lama,internal,aec_segment,seg16_10,16.0,10.0,0.5137667032643665,1.850282647298825e-74,1090
lama,internal,aec_segment,seg16_11,16.0,11.0,0.5322325117947707,9.319280640692204e-81,1090
lama,internal,aec_segment,seg16_12,16.0,12.0,0.534609580061303,1.349106652599897e-81,1090
lama,internal,aec_segment,seg16_13,16.0,13.0,0.5258281283340327,1.5767745007564466e-78,1090
lama,internal,aec_segment,seg16_14,16.0,14.0,0.5070964366923201,2.8088218394141584e-72,1090
lama,internal,aec_segment,seg16_15,16.0,15.0,0.4880674256450446,2.583597027577392e-66,1090
lama,internal,aec_segment,seg16_16,16.0,16.0,0.4895710565305443,9.006600181806349e-67,1090
tama,internal,aec_segment,seg16_1,16.0,1.0,0.1153454997210808,0.0001353448021848,1090
tama,internal,aec_segment,seg16_2,16.0,2.0,0.1231058519182998,4.597393156833885e-05,1090
tama,internal,aec_segment,seg16_3,16.0,3.0,0.1375069237149024,5.207203669365585e-06,1090
tama,internal,aec_segment,seg16_4,16.0,4.0,0.1542460583679343,3.099946526074135e-07,1090
tama,internal,aec_segment,seg16_5,16.0,5.0,0.1685376007692483,2.168392493404113e-08,1090
tama,internal,aec_segment,seg16_6,16.0,6.0,0.1795119893132295,2.396497474364234e-09,1090
tama,internal,aec_segment,seg16_7,16.0,7.0,0.1863664881907827,5.637180402775062e-10,1090
tama,internal,aec_segment,seg16_8,16.0,8.0,0.2263226234442265,3.9743872837441345e-14,1090
tama,internal,aec_segment,seg16_9,16.0,9.0,0.2946805997096888,2.8083314067869494e-23,1090
tama,internal,aec_segment,seg16_10,16.0,10.0,0.3487632436321172,1.5745659621882804e-32,1090
tama,internal,aec_segment,seg16_11,16.0,11.0,0.3841247284672506,1.2027361164613211e-39,1090
tama,internal,aec_segment,seg16_12,16.0,12.0,0.4098786452482591,2.069501029572805e-45,1090
tama,internal,aec_segment,seg16_13,16.0,13.0,0.4323743996890644,7.08642730124383e-51,1090
tama,internal,aec_segment,seg16_14,16.0,14.0,0.4352170904571797,1.3485446863010253e-51,1090
tama,internal,aec_segment,seg16_15,16.0,15.0,0.4063052901566586,1.40074345351406e-44,1090
tama,internal,aec_segment,seg16_16,16.0,16.0,0.3545138383089189,1.2584954470835705e-33,1090
sat,internal,aec_segment,seg16_1,16.0,1.0,0.3089535665621111,1.5440291346010712e-25,1090
sat,internal,aec_segment,seg16_2,16.0,2.0,0.3280438911212247,9.233461343750748e-29,1090
sat,internal,aec_segment,seg16_3,16.0,3.0,0.3406948391777706,4.996959608537148e-31,1090
sat,internal,aec_segment,seg16_4,16.0,4.0,0.3562546241601934,5.796676407927298e-34,1090
sat,internal,aec_segment,seg16_5,16.0,5.0,0.3765629765867791,4.759356533698153e-38,1090
sat,internal,aec_segment,seg16_6,16.0,6.0,0.4117325138956372,7.603454973474356e-46,1090
sat,internal,aec_segment,seg16_7,16.0,7.0,0.4530268219395941,2.8592245782555267e-56,1090
sat,internal,aec_segment,seg16_8,16.0,8.0,0.4671428962233132,3.5473778979998385e-60,1090
sat,internal,aec_segment,seg16_9,16.0,9.0,0.4468841311387187,1.2579951778128668e-54,1090
sat,internal,aec_segment,seg16_10,16.0,10.0,0.4081019300859232,5.371049866502656e-45,1090
sat,internal,aec_segment,seg16_11,16.0,11.0,0.3681935576098193,2.494196470253921e-36,1090
sat,internal,aec_segment,seg16_12,16.0,12.0,0.3311305536847093,2.6429119168070164e-29,1090
