threshold_probability,NB_clinical,NB_aec_gate,NB_all,NB_none,delta_NB,net_interventions_avoided_per_100_vs_clinical
0.05,0.11543708082300783,0.11754007047857223,0.10765033534159374,0,0.002102989655564408,3.995680345572375
0.1,0.09371250299976,0.1017518598512119,0.05807535397168227,0,0.008039356851451906,7.235421166306716
0.15,0.0694320924914242,0.08410621267945623,0.002668021852369473,0,0.014674120188032033,8.31533477321815
0.2,0.04211663066954642,0.0642548596112311,-0.05966522678185743,0,0.022138228941684684,8.855291576673874
0.25,0.011159107271418278,0.041756659467242635,-0.13030957523398123,0,0.030597552195824357,9.179265658747306
0.3,-0.024220919469299634,0.01604443073125579,-0.21104597346497994,0,0.040265350200555425,9.395248380129598
0.35,-0.06504402724705102,-0.013623525502575173,-0.3042033560392091,0,0.05142050174447585,9.549521752545516
0.4,-0.11267098632109437,-0.0482361411087113,-0.4128869690424766,0,0.06443484521238307,9.66522678185746
