stage,feature,window_start,window_end,window_len,descriptor,sign,width,lambda,internal_pass,external_pass,internal_mean_accuracy,internal_mean_accuracy_gain,internal_min_accuracy_gain,internal_mean_specificity_gain,internal_min_specificity_gain,internal_max_sensitivity_loss,internal_min_sensitivity_loss_p,external_mean_accuracy,external_mean_accuracy_gain,external_min_accuracy_gain,external_mean_specificity_gain,external_min_specificity_gain,external_max_sensitivity_loss,external_min_sensitivity_loss_p,internal_selection_score
coarse8,win_097_128__abs_slope_mean,97,128,32,abs_slope_mean,1,0.35,0.7,True,False,0.7018348623853211,0.052905198776758366,0.04587155963302747,0.06347554630593129,0.05306971904266389,0.03875968992248058,0.0625,0.6861051115910727,0.07415406767458606,0.06371490280777548,0.10063694267515921,0.09299363057324839,0.099290780141844,0.0001220703125,0.72533907004422
fine4,win_093_124__abs_slope_mean,93,124,32,abs_slope_mean,1,0.5,0.55,True,False,0.7021406727828746,0.05321100917431191,0.04220183486238527,0.06451612903225805,0.0520291363163371,0.03100775193798444,0.125,0.6709863210943124,0.059035277177825786,0.05183585313174954,0.08407643312101909,0.08152866242038215,0.11347517730496459,3.0517578125e-05,0.7253357753466186
fine4,win_105_124__abs_curv_mean,105,124,20,abs_curv_mean,1,0.5,0.4,True,False,0.6987767584097858,0.049847094801223214,0.047706422018348627,0.060006937218175516,0.05619146722164414,0.03100775193798444,0.125,0.6497480201583873,0.03779697624190067,0.03131749460043198,0.05095541401273884,0.04713375796178343,0.05673758865248235,0.0078125,0.7252813913747747
coarse8,win_105_128__curv_sd,105,128,24,curv_sd,1,0.35,0.55,True,False,0.7009174311926606,0.05198776758409788,0.046788990825688104,0.06278182448838014,0.055150884495317354,0.03875968992248058,0.0625,0.6547876169906408,0.042836573074154116,0.0388768898488121,0.057749469214437354,0.053503184713375784,0.06382978723404253,0.00390625,0.7252507159787875
fine4,win_069_100__abs_curv_mean,69,100,32,abs_curv_mean,1,0.5,0.7,True,False,0.7027522935779816,0.053822629969418966,0.0431192660550459,0.06625043357613598,0.054110301768990676,0.03875968992248058,0.0625,0.6303095752339812,0.018358531317494615,0.015118790496760237,0.02845010615711252,0.02547770700636942,0.05673758865248235,0.0078125,0.7252260856720544
fine4,win_109_124__curv_sd,109,124,16,curv_sd,1,0.7,0.4,True,False,0.7000000000000001,0.05107033639143732,0.047706422018348627,0.06208810267082898,0.05723204994797082,0.03875968992248058,0.0625,0.6501079913606912,0.0381569474442045,0.03131749460043198,0.05265392781316347,0.04968152866242037,0.07092198581560283,0.001953125,0.7251623619133549
fine4,win_101_124__abs_curv_max,101,124,24,abs_curv_max,1,0.7,0.4,True,False,0.7003058103975536,0.051376146788990794,0.04495412844036695,0.062088102670829017,0.054110301768990676,0.03100775193798444,0.125,0.6501079913606911,0.0381569474442045,0.03347732181425489,0.05265392781316347,0.04713375796178343,0.06382978723404253,0.00390625,0.7251556781619201
fine4,win_105_124__abs_curv_max,105,124,20,abs_curv_max,1,0.35,0.55,True,False,0.7006116207951071,0.051681957186544336,0.046788990825688104,0.06278182448838017,0.05619146722164414,0.03875968992248058,0.0625,0.6526277897768179,0.04067674586033121,0.0356371490280778,0.056050955414012726,0.05095541401273884,0.07092198581560283,0.001953125,0.7251530221264993
coarse8,win_097_120__curv_sd,97,120,24,curv_sd,1,0.7,0.4,True,False,0.7009174311926606,0.051987767584097844,0.04587155963302747,0.06312868539715573,0.05619146722164414,0.03875968992248058,0.0625,0.6432685385169186,0.03131749460043198,0.02699784017278617,0.04288747346072186,0.03694267515923566,0.042553191489361764,0.03125,0.7250459884873556
fine4,win_061_092__curv_sd,61,92,32,curv_sd,1,0.5,0.7,True,False,0.6999999999999998,0.051070336391437286,0.046788990825688104,0.06312868539715573,0.05827263267429761,0.03875968992248058,0.0625,0.628869690424766,0.016918646508279383,0.012958963282937441,0.025902335456475578,0.02420382165605095,0.04964539007092206,0.015625,0.7249576344219228
coarse8,win_097_128__curv_sd,97,128,32,curv_sd,1,0.7,0.4,True,False,0.7006116207951071,0.051681957186544336,0.046788990825688104,0.062434963579604576,0.055150884495317354,0.03875968992248058,0.0625,0.6519078473722102,0.039956803455723576,0.0356371490280778,0.053503184713375784,0.04968152866242037,0.05673758865248235,0.0078125,0.724944905581234
fine4,win_029_056__curv_mean,29,56,28,curv_mean,1,0.5,0.55,True,False,0.7018348623853211,0.052905198776758366,0.044036697247706424,0.06416926812348245,0.055150884495317354,0.03875968992248058,0.0625,0.6648668106551475,0.05291576673866094,0.050755939524838034,0.06963906581740975,0.0662420382165605,0.042553191489361764,0.03125,0.7249296150613563
fine4,win_101_124__abs_curv_max,101,124,24,abs_curv_max,1,0.35,0.55,True,False,0.7003058103975536,0.05137614678899083,0.046788990825688104,0.062434963579604576,0.05619146722164414,0.03875968992248058,0.0625,0.6522678185745141,0.04031677465802741,0.0356371490280778,0.05562632696390657,0.04968152866242037,0.07092198581560283,0.001953125,0.7248472117289458
fine4,win_101_128__curv_mean,101,128,28,curv_mean,-1,0.7,0.55,True,False,0.7000000000000001,0.05107033639143732,0.046788990825688104,0.06278182448838014,0.05723204994797082,0.03875968992248058,0.0625,0.6871850251979842,0.07523398128149754,0.05939524838012966,0.09936305732484074,0.08535031847133756,0.08510638297872342,0.00048828125,0.7247495178766576
fine4,win_097_124__curv_sd,97,124,28,curv_sd,1,0.7,0.4,True,False,0.6996941896024463,0.05076452599388378,0.047706422018348627,0.06139438085327783,0.05619146722164414,0.03875968992248058,0.0625,0.646508279337653,0.03455723542116632,0.029157667386609076,0.047558386411889586,0.040764331210191074,0.05673758865248235,0.0078125,0.7246484349705359
fine4,win_097_124__abs_curv_max,97,124,28,abs_curv_max,1,0.7,0.4,True,False,0.6996941896024466,0.05076452599388378,0.04495412844036695,0.06139438085327783,0.054110301768990676,0.03100775193798444,0.125,0.6486681065514759,0.03671706263498923,0.03239740820734349,0.05095541401273884,0.04585987261146496,0.06382978723404253,0.00390625,0.724544057366813
fine4,win_105_124__abs_curv_max,105,124,20,abs_curv_max,1,0.7,0.4,True,False,0.6996941896024466,0.05076452599388378,0.04495412844036695,0.06139438085327783,0.054110301768990676,0.03100775193798444,0.125,0.6522678185745141,0.040316774658027375,0.036717062634989195,0.05520169851380041,0.05095541401273884,0.06382978723404253,0.00390625,0.724544057366813
fine4,win_097_124__abs_curv_max,97,124,28,abs_curv_max,1,0.35,0.55,True,False,0.7000000000000001,0.05107033639143732,0.046788990825688104,0.062088102670829017,0.05619146722164414,0.03875968992248058,0.0625,0.6511879049676026,0.039236861051115936,0.0345572354211664,0.0543524416135881,0.0484076433121019,0.07092198581560283,0.001953125,0.7245414013313923
fine4,win_109_120__abs_curv_max,109,120,12,abs_curv_max,1,0.7,0.4,True,False,0.6996941896024466,0.05076452599388378,0.046788990825688104,0.06174124176205339,0.05723204994797082,0.03875968992248058,0.0625,0.6508279337652988,0.038876889848812136,0.0345572354211664,0.05392781316348194,0.04968152866242037,0.06382978723404253,0.00390625,0.7244437074791041
fine4,win_097_124__curv_sd,97,124,28,curv_sd,1,0.5,0.4,True,False,0.6984709480122323,0.04954128440366975,0.046788990825688104,0.05966007630939992,0.055150884495317354,0.03100775193798444,0.125,0.6457883369330454,0.03383729301655869,0.029157667386609076,0.0454352441613588,0.040764331210191074,0.04964539007092206,0.015625,0.7243546203952586
fine4,win_073_100__abs_curv_mean,73,100,28,abs_curv_mean,1,0.7,0.55,True,False,0.699388379204893,0.05045871559633027,0.046788990825688104,0.06243496357960454,0.05827263267429761,0.03875968992248058,0.0625,0.6285097192224622,0.016558675305975584,0.01403887688984884,0.02547770700636942,0.02292993630573248,0.05673758865248235,0.0078125,0.724346013626816
fine4,win_093_124__curv_sd,93,124,32,curv_sd,1,0.7,0.4,True,False,0.6993883792048928,0.05045871559633027,0.047706422018348627,0.06104751994450227,0.05619146722164414,0.03875968992248058,0.0625,0.6443484521238301,0.03239740820734346,0.029157667386609076,0.04458598726114649,0.0394904458598726,0.05673758865248235,0.0078125,0.7243426245729824
fine4,win_109_128__abs_curv_mean,109,128,20,abs_curv_mean,1,0.7,0.4,True,False,0.7000000000000001,0.05107033639143732,0.046788990825688104,0.06174124176205339,0.055150884495317354,0.03875968992248058,0.0625,0.6580273578113751,0.046076313894888456,0.04211663066954652,0.06157112526539277,0.0573248407643312,0.07092198581560283,0.001953125,0.724333284786127
fine4,win_069_084__curv_sd,69,84,16,curv_sd,1,0.5,0.55,True,False,0.6996941896024466,0.05076452599388378,0.046788990825688104,0.06208810267082898,0.05619146722164414,0.03875968992248058,0.0625,0.6285097192224622,0.016558675305975545,0.01295896328293733,0.024628450106157107,0.020382165605095537,0.04964539007092206,0.015625,0.7242355909338388
fine4,win_069_100__curv_sd,69,100,32,curv_sd,1,0.35,0.7,True,False,0.7015290519877676,0.052599388379204894,0.044036697247706424,0.06382240721470689,0.05306971904266389,0.03875968992248058,0.0625,0.6274298056155507,0.015478761699064111,0.01403887688984884,0.022505307855626322,0.019108280254777066,0.042553191489361764,0.03125,0.7242075715732721
fine4,win_069_080__curv_sd,69,80,12,curv_sd,1,0.7,0.55,True,False,0.7000000000000001,0.051070336391437286,0.04587155963302747,0.06278182448838014,0.05619146722164414,0.03875968992248058,0.0625,0.6274298056155507,0.015478761699064073,0.010799136069114423,0.026751592356687892,0.02292993630573248,0.05673758865248235,0.0078125,0.724128557294695
coarse8,win_073_096__curv_sd,73,96,24,curv_sd,1,0.5,0.55,True,False,0.7006116207951071,0.051681957186544336,0.04495412844036695,0.06312868539715573,0.055150884495317354,0.03875968992248058,0.0625,0.6259899208063354,0.014038876889848803,0.010799136069114423,0.020806794055201694,0.016560509554140124,0.042553191489361764,0.03125,0.7241192175078396
coarse8,win_081_096__level_sd,81,96,16,level_sd,-1,0.7,0.55,True,False,0.7006116207951071,0.051681957186544336,0.04495412844036695,0.06347554630593129,0.055150884495317354,0.03875968992248058,0.0625,0.6555075593952484,0.043556515478761715,0.03995680345572361,0.0632696390658174,0.05987261146496814,0.07092198581560294,0.001953125,0.7241192175078396
fine4,win_093_120__curv_sd,93,120,28,curv_sd,1,0.7,0.4,True,False,0.7006116207951071,0.051681957186544336,0.04495412844036695,0.06278182448838017,0.055150884495317354,0.03875968992248058,0.0625,0.6414686825053996,0.029517638588912914,0.02699784017278617,0.040764331210191074,0.03566878980891719,0.04964539007092206,0.015625,0.7241192175078396
fine4,win_101_124__curv_sd,101,124,24,curv_sd,1,0.5,0.4,True,False,0.6987767584097858,0.049847094801223214,0.04587155963302747,0.06000693721817555,0.054110301768990676,0.03100775193798444,0.125,0.6454283657307416,0.03347732181425489,0.02807775377969768,0.0454352441613588,0.042038216560509545,0.05673758865248235,0.0078125,0.7240394702108495
fine4,win_093_124__abs_curv_mean,93,124,32,abs_curv_mean,1,0.7,0.4,True,False,0.6990825688073393,0.050152905198776764,0.047706422018348627,0.06070065903572667,0.05619146722164414,0.03875968992248058,0.0625,0.6447084233261339,0.03275737940964726,0.02699784017278617,0.045010615711252644,0.03821656050955413,0.05673758865248235,0.0078125,0.7240368141754289
fine4,win_097_124__abs_curv_mean,97,124,28,abs_curv_mean,1,0.7,0.4,True,False,0.6996941896024463,0.05076452599388378,0.046788990825688104,0.06139438085327783,0.055150884495317354,0.03875968992248058,0.0625,0.6483081353491721,0.03635709143268543,0.030237580993520585,0.04968152866242037,0.043312101910828016,0.05673758865248235,0.0078125,0.7240274743885733
fine4,win_069_096__curv_sd,69,96,28,curv_sd,1,0.35,0.7,True,False,0.7000000000000001,0.051070336391437286,0.04587155963302747,0.06243496357960454,0.055150884495317354,0.03875968992248058,0.0625,0.6252699784017278,0.013318934485241204,0.01295896328293733,0.01995753715498938,0.017834394904458595,0.042553191489361764,0.03125,0.7239204407494297
fine4,win_101_120__curv_sd,101,120,20,curv_sd,1,0.5,0.4,True,False,0.6990825688073395,0.050152905198776764,0.046788990825688104,0.060700659035726634,0.05723204994797082,0.03875968992248058,0.0625,0.6421886249100072,0.030237580993520547,0.024838012958963374,0.04161358811040339,0.03821656050955413,0.04964539007092206,0.015625,0.7238320866839971
coarse8,win_073_096__abs_curv_mean,73,96,24,abs_curv_mean,1,0.35,0.7,True,False,0.6996941896024466,0.05076452599388378,0.04587155963302747,0.062434963579604576,0.05619146722164414,0.03875968992248058,0.0625,0.6299496040316774,0.017998560115190815,0.016198704103671746,0.026326963906581735,0.02547770700636942,0.04964539007092206,0.015625,0.7238227468971415
fine4,win_109_120__curv_sd,109,120,12,curv_sd,1,0.7,0.4,True,False,0.7003058103975536,0.051376146788990794,0.04495412844036695,0.06208810267082898,0.055150884495317354,0.03875968992248058,0.0625,0.6483081353491721,0.036357091432685396,0.03347732181425489,0.049256900212314214,0.04713375796178343,0.04964539007092206,0.015625,0.7238134071102861
fine4,win_069_080__abs_curv_mean,69,80,12,abs_curv_mean,1,0.35,0.7,True,False,0.699388379204893,0.05045871559633027,0.04587155963302747,0.06208810267082898,0.05723204994797082,0.03875968992248058,0.0625,0.6339092872570194,0.021958243340532757,0.01943844492440605,0.03312101910828025,0.030573248407643305,0.05673758865248235,0.0078125,0.7237250530448534
coarse8,win_097_128__abs_curv_max,97,128,32,abs_curv_max,1,0.7,0.4,True,False,0.6996941896024466,0.05076452599388378,0.044036697247706424,0.06070065903572667,0.0520291363163371,0.03100775193798444,0.125,0.6555075593952484,0.043556515478761715,0.04103671706263501,0.057749469214437354,0.05222929936305731,0.05673758865248235,0.0078125,0.723714980239585
coarse8,win_105_128__abs_curv_max,105,128,24,abs_curv_max,1,0.7,0.4,True,False,0.6996941896024466,0.05076452599388378,0.044036697247706424,0.06070065903572667,0.0520291363163371,0.03100775193798444,0.125,0.6565874730021598,0.04463642908567315,0.04103671706263501,0.05987261146496814,0.0573248407643312,0.06382978723404253,0.00390625,0.723714980239585
fine4,win_101_128__curv_sd,101,128,28,curv_sd,1,0.7,0.4,True,False,0.6999999999999998,0.051070336391437245,0.04587155963302747,0.06174124176205342,0.054110301768990676,0.03875968992248058,0.0625,0.6529877609791218,0.04103671706263504,0.037796976241900704,0.05520169851380041,0.05095541401273884,0.05673758865248235,0.0078125,0.7237123242041642
fine4,win_077_100__curv_sd,77,100,24,curv_sd,1,0.35,0.7,True,False,0.7006116207951071,0.051681957186544336,0.044036697247706424,0.06278182448838014,0.055150884495317354,0.03875968992248058,0.0625,0.6285097192224622,0.016558675305975545,0.012958963282937441,0.023779193205944793,0.02292993630573248,0.042553191489361764,0.03125,0.7237063734711423
fine4,win_101_128__abs_slope_mean,101,128,28,abs_slope_mean,1,0.5,0.55,True,False,0.7006116207951071,0.0516819571865443,0.04495412844036695,0.06278182448838017,0.05306971904266389,0.03875968992248058,0.0625,0.6904247660187185,0.07847372210223184,0.06695464362850978,0.10658174097664541,0.09808917197452227,0.1063829787234043,6.103515625e-05,0.7237029844173088
fine4,win_105_124__curv_sd,105,124,20,curv_sd,1,0.5,0.4,True,False,0.6981651376146788,0.049235474006116164,0.04587155963302747,0.05966007630939992,0.055150884495317354,0.03100775193798444,0.125,0.6472282217422606,0.03527717782577392,0.029157667386609076,0.04798301486199574,0.04458598726114649,0.06382978723404253,0.00390625,0.7236359659610078
fine4,win_093_124__abs_curv_max,93,124,32,abs_curv_max,1,0.7,0.4,True,False,0.699388379204893,0.05045871559633027,0.044036697247706424,0.06104751994450223,0.05306971904266389,0.03100775193798444,0.125,0.648308135349172,0.036357091432685396,0.03131749460043198,0.05010615711252653,0.04585987261146496,0.06382978723404253,0.00390625,0.7236172863872968
fine4,win_093_124__abs_curv_max,93,124,32,abs_curv_max,1,0.35,0.55,True,False,0.6996941896024466,0.05076452599388378,0.04587155963302747,0.06174124176205342,0.055150884495317354,0.03875968992248058,0.0625,0.6497480201583873,0.03779697624190067,0.03131749460043198,0.05222929936305731,0.04713375796178343,0.07092198581560283,0.001953125,0.7236146303518762
fine4,win_069_092__curv_sd,69,92,24,curv_sd,1,0.35,0.7,True,False,0.6987767584097858,0.049847094801223214,0.046788990825688104,0.06139438085327783,0.05723204994797082,0.03875968992248058,0.0625,0.6241900647948163,0.012239020878329768,0.008639308855291628,0.018259023354564752,0.01273885350318471,0.042553191489361764,0.03125,0.7235262762864434
coarse8,win_097_120__curv_sd,97,120,24,curv_sd,1,0.5,0.4,True,False,0.699388379204893,0.05045871559633023,0.04587155963302747,0.06104751994450223,0.05619146722164414,0.03875968992248058,0.0625,0.6411087113030957,0.029157667386609076,0.02591792656587477,0.03991507430997876,0.03439490445859872,0.042553191489361764,0.03125,0.723516936499588
coarse8,win_113_128__abs_curv_mean,113,128,16,abs_curv_mean,1,0.35,0.55,True,False,0.7000000000000001,0.051070336391437286,0.04587155963302747,0.06139438085327783,0.05306971904266389,0.03875968992248058,0.0625,0.6580273578113751,0.046076313894888456,0.04211663066954652,0.06369426751592355,0.06114649681528661,0.07801418439716312,0.0009765625,0.723504207658899
fine4,win_101_124__abs_curv_mean,101,124,24,abs_curv_mean,1,0.5,0.4,True,False,0.6975535168195718,0.048623853211009184,0.046788990825688104,0.05861949358307317,0.055150884495317354,0.03100775193798444,0.125,0.646508279337653,0.03455723542116632,0.02807775377969768,0.04713375796178343,0.042038216560509545,0.05673758865248235,0.0078125,0.723437189202598
fine4,win_065_092__curv_sd,65,92,28,curv_sd,1,0.7,0.55,True,False,0.6990825688073395,0.05015290519877672,0.04587155963302747,0.06208810267082898,0.05723204994797082,0.03875968992248058,0.0625,0.6252699784017278,0.013318934485241166,0.010799136069114423,0.021656050955414008,0.017834394904458595,0.042553191489361764,0.03125,0.7234192426472998
fine4,win_101_128__abs_curv_max,101,128,28,abs_curv_max,1,0.7,0.4,True,False,0.699388379204893,0.05045871559633027,0.044036697247706424,0.060353798126951075,0.0520291363163371,0.03100775193798444,0.125,0.656227501799856,0.04427645788336939,0.04211663066954652,0.05859872611464967,0.053503184713375784,0.05673758865248235,0.0078125,0.7234091698420315
fine4,win_109_128__curv_sd,109,128,20,curv_sd,1,0.7,0.4,True,False,0.6993883792048928,0.05045871559633023,0.044036697247706424,0.06070065903572667,0.0520291363163371,0.03100775193798444,0.125,0.6565874730021598,0.04463642908567319,0.037796976241900704,0.05987261146496814,0.056050955414012726,0.06382978723404253,0.00390625,0.7234091698420313
fine4,win_109_128__abs_curv_mean,109,128,20,abs_curv_mean,1,0.35,0.55,True,False,0.6996941896024463,0.05076452599388378,0.04587155963302747,0.06139438085327786,0.054110301768990676,0.03875968992248058,0.0625,0.6573074154067674,0.04535637149028082,0.03995680345572361,0.06157112526539277,0.0573248407643312,0.07801418439716312,0.0009765625,0.7234065138066107
fine4,win_113_124__abs_curv_mean,113,124,12,abs_curv_mean,1,0.35,0.55,True,False,0.6999999999999998,0.051070336391437286,0.04495412844036695,0.062434963579604576,0.054110301768990676,0.03875968992248058,0.0625,0.654427645788337,0.04247660187185032,0.0345572354211664,0.05859872611464967,0.054777070063694255,0.07801418439716312,0.0009765625,0.723299480167467
fine4,win_069_092__abs_curv_max,69,92,24,abs_curv_max,1,0.35,0.7,True,False,0.6990825688073393,0.05015290519877672,0.04587155963302747,0.06070065903572671,0.05619146722164414,0.03875968992248058,0.0625,0.6245500359971202,0.012598992080633567,0.00755939524838023,0.019532908704883223,0.016560509554140124,0.042553191489361764,0.03125,0.7232111261020343
coarse8,win_113_128__abs_curv_mean,113,128,16,abs_curv_mean,1,0.7,0.4,True,False,0.6990825688073393,0.050152905198776764,0.046788990825688104,0.06035379812695111,0.054110301768990676,0.03875968992248058,0.0625,0.6591072714182865,0.047156227501799895,0.04103671706263501,0.06411889596602971,0.06242038216560508,0.07801418439716312,0.0009765625,0.723207737048201
fine4,win_069_080__curv_sd,69,80,12,curv_sd,1,0.35,0.7,True,False,0.6996941896024463,0.05076452599388374,0.04495412844036695,0.06208810267082898,0.055150884495317354,0.03875968992248058,0.0625,0.6285097192224621,0.016558675305975545,0.01403887688984884,0.026326963906581735,0.02547770700636942,0.05673758865248235,0.0078125,0.7232017863151788
coarse8,win_057_072__abs_curv_mean,57,72,16,abs_curv_mean,1,0.7,0.55,True,False,0.699388379204893,0.05045871559633023,0.04495412844036695,0.062434963579604576,0.05619146722164414,0.03875968992248058,0.0625,0.6306695464362851,0.018718502519798452,0.012958963282937441,0.029299363057324834,0.026751592356687892,0.06382978723404253,0.00390625,0.7231040924628909
fine4,win_109_128__abs_curv_max,109,128,20,abs_curv_max,1,0.7,0.4,True,False,0.6990825688073393,0.05015290519877672,0.044036697247706424,0.06000693721817548,0.0520291363163371,0.03100775193798444,0.125,0.6580273578113751,0.04607631389488842,0.04103671706263501,0.06157112526539277,0.05987261146496814,0.06382978723404253,0.00390625,0.7231033594444778
coarse8,win_073_104__curv_sd,73,104,32,curv_sd,1,0.5,0.55,True,False,0.7006116207951071,0.051681957186544336,0.0431192660550459,0.06347554630593133,0.054110301768990676,0.03875968992248058,0.0625,0.628869690424766,0.016918646508279345,0.01403887688984884,0.02420382165605095,0.02292993630573248,0.042553191489361764,0.03125,0.7230854128891798
fine4,win_065_092__abs_curv_mean,65,92,28,abs_curv_mean,1,0.5,0.7,True,False,0.7006116207951071,0.051681957186544336,0.0431192660550459,0.06382240721470693,0.054110301768990676,0.03875968992248058,0.0625,0.6285097192224622,0.016558675305975545,0.01403887688984884,0.02717622080679405,0.026751592356687892,0.05673758865248235,0.0078125,0.7230854128891798
fine4,win_109_128__abs_curv_max,109,128,20,abs_curv_max,1,0.35,0.55,True,False,0.7003058103975536,0.051376146788990794,0.04220183486238527,0.06139438085327783,0.04994797086368363,0.03100775193798444,0.125,0.6598272138228941,0.047876169906407494,0.043196544276457916,0.06369426751592355,0.06242038216560508,0.06382978723404253,0.00390625,0.7230846798707669
coarse8,win_113_128__slope_sd,113,128,16,slope_sd,1,0.7,0.4,True,False,0.6984709480122323,0.04954128440366971,0.046788990825688104,0.06070065903572667,0.05619146722164414,0.03875968992248058,0.0625,0.6666666666666666,0.05471562275017997,0.04859611231101513,0.07176220806794054,0.06751592356687897,0.05673758865248235,0.0078125,0.7230123493436246
fine4,win_093_104__slope_sd,93,104,12,slope_sd,1,0.35,0.55,True,False,0.6990825688073395,0.05015290519877672,0.04587155963302747,0.060700659035726634,0.055150884495317354,0.03875968992248058,0.0625,0.6364290856731462,0.024478041756659463,0.021598272138228958,0.03397027600849256,0.028025477707006363,0.04964539007092206,0.015625,0.7230030095567692
fine4,win_109_120__abs_curv_mean,109,120,12,abs_curv_mean,1,0.5,0.4,True,False,0.6981651376146788,0.0492354740061162,0.046788990825688104,0.05966007630939988,0.05723204994797082,0.03875968992248058,0.0625,0.6479481641468682,0.035997120230381596,0.03455723542116629,0.04883227176220806,0.04458598726114649,0.05673758865248235,0.0078125,0.7229146554913364
fine4,win_069_100__abs_curv_mean,69,100,32,abs_curv_mean,1,0.7,0.55,True,False,0.7000000000000001,0.05107033639143732,0.044036697247706424,0.06243496357960462,0.054110301768990676,0.03875968992248058,0.0625,0.6281497480201583,0.016198704103671708,0.015118790496760237,0.02547770700636942,0.02292993630573248,0.05673758865248235,0.0078125,0.72288663613077
fine4,win_081_100__curv_sd,81,100,20,curv_sd,1,0.5,0.55,True,True,0.6984709480122325,0.04954128440366971,0.04587155963302747,0.06104751994450227,0.05723204994797093,0.03875968992248058,0.0625,0.6303095752339813,0.018358531317494615,0.017278617710583144,0.025053078556263264,0.02292993630573248,0.03546099290780147,0.0625,0.7228076218521929
fine4,win_077_100__abs_curv_mean,77,100,24,abs_curv_mean,1,0.7,0.55,True,False,0.6990825688073395,0.05015290519877672,0.04495412844036695,0.06139438085327783,0.05619146722164414,0.03875968992248058,0.0625,0.630669546436285,0.018718502519798414,0.017278617710583144,0.02717622080679405,0.02292993630573248,0.04964539007092206,0.015625,0.7227982820653374
fine4,win_077_104__curv_sd,77,104,28,curv_sd,1,0.5,0.55,True,False,0.6996941896024466,0.05076452599388378,0.044036697247706424,0.06174124176205342,0.055150884495317354,0.03875968992248058,0.0625,0.628869690424766,0.016918646508279383,0.015118790496760348,0.02420382165605095,0.02292993630573248,0.042553191489361764,0.03125,0.7227889422784818
fine4,win_109_124__curv_sd,109,124,16,curv_sd,1,0.5,0.4,True,False,0.6984709480122323,0.04954128440366971,0.044036697247706424,0.05966007630939992,0.05306971904266389,0.03100775193798444,0.125,0.6479481641468682,0.03599712023038156,0.03131749460043198,0.04883227176220806,0.04458598726114649,0.06382978723404253,0.00390625,0.7226998551946361
fine4,win_061_080__abs_curv_mean,61,80,20,abs_curv_mean,1,0.35,0.7,True,False,0.6990825688073395,0.05015290519877672,0.04495412844036695,0.06139438085327783,0.055150884495317354,0.03875968992248058,0.0625,0.6303095752339812,0.018358531317494615,0.01403887688984884,0.02845010615711252,0.026751592356687892,0.06382978723404253,0.00390625,0.722590165520072
fine4,win_093_120__curv_sd,93,120,28,curv_sd,1,0.5,0.4,True,False,0.6990825688073395,0.05015290519877672,0.04495412844036695,0.06104751994450223,0.055150884495317354,0.03875968992248058,0.0625,0.6389488840892729,0.02699784017278617,0.024838012958963263,0.03736730360934182,0.03312101910828025,0.042553191489361764,0.03125,0.722590165520072
coarse8,win_113_128__curv_mean,113,128,16,curv_mean,-1,0.35,0.7,True,False,0.698165137614679,0.0492354740061162,0.04587155963302747,0.06070065903572667,0.05723204994797082,0.03875968992248058,0.0625,0.6789056875449964,0.06695464362850974,0.06047516198704106,0.08407643312101909,0.08025477707006368,0.04964539007092206,0.015625,0.7225018114546393
fine4,win_101_128__abs_curv_mean,101,128,28,abs_curv_mean,1,0.7,0.4,True,False,0.6987767584097858,0.049847094801223214,0.04587155963302747,0.06035379812695111,0.054110301768990676,0.03875968992248058,0.0625,0.6501079913606912,0.0381569474442045,0.030237580993520585,0.05222929936305731,0.0484076433121019,0.07092198581560283,0.001953125,0.7224890826139502
fine4,win_093_108__level_sd,93,108,16,level_sd,1,0.7,0.4,True,False,0.6972477064220183,0.048318042813455676,0.046788990825688104,0.05931321540062432,0.05827263267429761,0.03875968992248058,0.0625,0.6389488840892729,0.026997840172786208,0.023758099352051865,0.03864118895966029,0.03312101910828025,0.04964539007092206,0.015625,0.7222053408439413
coarse8,win_073_104__curv_mean,73,104,32,curv_mean,-1,0.7,0.4,True,True,0.6978593272171253,0.04892966360856266,0.04587155963302747,0.06070065903572671,0.05723204994797093,0.03875968992248058,0.0625,0.6439884809215263,0.03203743700503966,0.024838012958963374,0.0424628450106157,0.03566878980891719,0.03546099290780147,0.0625,0.7221960010570857
fine4,win_109_124__abs_curv_mean,109,124,16,abs_curv_mean,1,0.5,0.4,True,False,0.6981651376146788,0.0492354740061162,0.044036697247706424,0.05931321540062432,0.0520291363163371,0.03100775193798444,0.125,0.6497480201583873,0.03779697624190067,0.029157667386609076,0.05222929936305731,0.0484076433121019,0.07801418439716312,0.0009765625,0.7221859282518173
coarse8,win_105_128__abs_curv_max,105,128,24,abs_curv_max,1,0.35,0.55,True,False,0.7000000000000001,0.051070336391437286,0.041284403669724745,0.06104751994450223,0.048907388137356955,0.03100775193798444,0.125,0.6594672426205904,0.047516198704103695,0.043196544276457916,0.0632696390658174,0.06114649681528661,0.06382978723404253,0.00390625,0.7221579088912508
fine4,win_101_128__abs_curv_max,101,128,28,abs_curv_max,1,0.35,0.55,True,False,0.7000000000000001,0.051070336391437286,0.041284403669724745,0.06104751994450227,0.048907388137356955,0.03100775193798444,0.125,0.6587473002159828,0.046796256299496096,0.04211663066954652,0.061995753715498925,0.0573248407643312,0.06382978723404253,0.00390625,0.7221579088912508
fine4,win_113_124__abs_curv_max,113,124,12,abs_curv_max,1,0.35,0.55,True,False,0.6993883792048928,0.05045871559633027,0.044036697247706424,0.06139438085327783,0.05306971904266389,0.03875968992248058,0.0625,0.6526277897768179,0.04067674586033121,0.0356371490280778,0.05647558386411888,0.05222929936305731,0.07092198581560283,0.001953125,0.7220668987903973
