feature,cohort,baseline_model,extended_model,auc_baseline,auc_extended,auc_diff,z,p_value
HTN,internal,clinic4,clinic4_vatsat_aec_tcn,0.7945436714315433,0.8078367856399893,0.013293114208446033,1.9816015857768228,0.047523849562333936
HTN,external,clinic4,clinic4_vatsat_aec_tcn,0.7176925638464099,0.7373748046824969,0.01968224083608705,2.4516563642959737,0.014220038889571632
HTN,internal,clinic4_vatsat_aec_fpca,clinic4_vatsat_aec_tcn,0.8103153139766412,0.8078367856399893,-0.002478528336651964,-0.6872463650136044,0.49192749130681324
HTN,external,clinic4_vatsat_aec_fpca,clinic4_vatsat_aec_tcn,0.7334268295806757,0.7373748046824969,0.003947975101821211,1.0313980514994483,0.3023541942264998
HTN,internal,clinic4_vatsat_aec_cnn,clinic4_vatsat_aec_tcn,0.8013521947160391,0.8078367856399893,0.006484590923950151,1.435624916928209,0.15110910063910615
HTN,external,clinic4_vatsat_aec_cnn,clinic4_vatsat_aec_tcn,0.73299777145931,0.7373748046824969,0.0043770332231869435,1.1535366489663568,0.24869018390747344
DM,internal,clinic4,clinic4_vatsat_aec_tcn,0.7216574891716752,0.7278732834167143,0.006215794245039152,0.6545847740033203,0.5127351298301023
DM,external,clinic4,clinic4_vatsat_aec_tcn,0.665451928176377,0.6753541934995075,0.009902265323130544,0.9639231124003439,0.3350844753408212
DM,internal,clinic4_vatsat_aec_fpca,clinic4_vatsat_aec_tcn,0.7347731927609711,0.7278732834167143,-0.006899909344256772,-1.0521851869219643,0.29271459435582736
DM,external,clinic4_vatsat_aec_fpca,clinic4_vatsat_aec_tcn,0.6856049700734904,0.6753541934995075,-0.010250776573982878,-1.6382205380594428,0.10137569677656232
DM,internal,clinic4_vatsat_aec_cnn,clinic4_vatsat_aec_tcn,0.7291953463385152,0.7278732834167143,-0.001322062921800926,-0.19654545117660238,0.8441832614504774
DM,external,clinic4_vatsat_aec_cnn,clinic4_vatsat_aec_tcn,0.6541745586786878,0.6753541934995075,0.021179634820819748,2.753862546674586,0.005889649797243295
CKD,internal,clinic4,clinic4_vatsat_aec_tcn,0.7681604357514236,0.7659734257654536,-0.00218700998596999,-0.19839388976583883,0.8427368976947708
CKD,external,clinic4,clinic4_vatsat_aec_tcn,0.6156217999772443,0.6322220958015702,0.016600295824325872,1.8454525506038575,0.06497173476819282
CKD,internal,clinic4_vatsat_aec_fpca,clinic4_vatsat_aec_tcn,0.7727985474952546,0.7659734257654536,-0.006825121729800987,-0.6259413737602468,0.531353395660102
CKD,external,clinic4_vatsat_aec_fpca,clinic4_vatsat_aec_tcn,0.6265274775287291,0.6322220958015702,0.005694618272841123,0.6252526440032447,0.5318052553882343
CKD,internal,clinic4_vatsat_aec_cnn,clinic4_vatsat_aec_tcn,0.7498225633407609,0.7659734257654536,0.016150862424692658,1.2033802769483604,0.22882919663600365
CKD,external,clinic4_vatsat_aec_cnn,clinic4_vatsat_aec_tcn,0.6204005006257822,0.6322220958015702,0.011821595175787958,1.0974986528192265,0.2724234693360442
