feature,model,cohort,n,r2,r2_ci_lower,r2_ci_upper,rmse,mae,pearson_r,p_value
IMATA_SUM,clinic4,internal,1090,0.332895350338987,0.2843608056260343,0.38184974748844625,463.40757887733514,321.2612426883754,0.5770696754300255,8.762410432224918e-98
IMATA_SUM,clinic4,external,926,0.28248345778930717,0.21176353027190092,0.3435790669915483,528.0178796638821,370.2393972993276,0.5660639648480081,1.438137684403751e-79
IMATA_SUM,clinic4_aec_front50,internal,1090,0.34189461655749365,0.2954419454617889,0.38863114634787027,460.2712731157699,321.59294562218645,0.5848520994542699,5.15156532082023e-101
IMATA_SUM,clinic4_aec_front50,external,926,0.22412049468370054,0.15358634017226117,0.2868038010871027,549.0726479385402,380.4238589969964,0.5898358500807127,7.220936686355332e-88
IMATA_SUM,clinic4_aec_back50,internal,1090,0.36766432584533704,0.32415390426412727,0.41265532779410596,451.1697676169103,318.76570575136304,0.6064342545166198,1.9007054032554423e-110
IMATA_SUM,clinic4_aec_back50,external,926,0.1890185504235795,0.1234302086425899,0.2485273596606601,561.3556910167935,389.0184441983488,0.6234464165341025,7.546829458842946e-101
NAMA_SUM,clinic4,internal,1090,0.5912066896128529,0.5352134845357643,0.6361422180541509,2737.60661765164,2045.9160017814163,0.7689158279293534,1.3837577083589094e-213
NAMA_SUM,clinic4,external,926,0.5678002838802443,0.5114966653328655,0.6142064596812615,2960.875154681854,2319.180539456677,0.7900820091555905,1.3654272435746346e-198
NAMA_SUM,clinic4_aec_front50,internal,1090,0.6047263908769375,0.5492237372685564,0.6495599832601158,2691.956647140767,1990.000068531504,0.777653116493171,1.5636780112646554e-221
NAMA_SUM,clinic4_aec_front50,external,926,0.4077270999722229,0.33139723794435116,0.47301669937851903,3466.081640189419,2773.745362664414,0.7662957464147226,1.003551277793453e-179
NAMA_SUM,clinic4_aec_back50,internal,1090,0.6125509278760561,0.5586200554996936,0.6570189827123184,2665.1795022626447,1974.3910231697878,0.7826678386875877,2.9340379882720223e-226
NAMA_SUM,clinic4_aec_back50,external,926,0.38688142134610104,0.3087877420029108,0.455773992201948,3526.550402063975,2813.459710349334,0.7617771930616788,2.150187952755598e-176
LAMA_SUM,clinic4,internal,1090,0.41934567876225337,0.37309500757790837,0.46820373465700815,1556.9323547156062,995.9726430740855,0.6476010904842606,1.3365746844563731e-130
LAMA_SUM,clinic4,external,926,-0.0354460947935169,-0.12993404599117722,0.0446110132419405,2122.4387323430624,1738.9623509125506,0.5584336022193399,4.798907639008775e-77
LAMA_SUM,clinic4_aec_front50,internal,1090,0.418886657192893,0.373511445762938,0.46824326987745435,1557.5476298649764,998.9895621963313,0.6472572501023913,2.0291728588553644e-130
LAMA_SUM,clinic4_aec_front50,external,926,-0.07323602903330229,-0.16898497427785925,0.009101584125263934,2160.822219902698,1776.670121113687,0.5611210476697526,6.307990581364759e-78
LAMA_SUM,clinic4_aec_back50,internal,1090,0.4371850562398508,0.39245995069936856,0.4848320675793301,1532.8290508215807,989.4348511105717,0.6612399191252969,5.485679740596597e-138
LAMA_SUM,clinic4_aec_back50,external,926,-0.2538470578430023,-0.363231278361996,-0.15625802204673378,2335.57435423749,1938.6917635260777,0.5869408142358722,8.058181777490332e-87
TAMA_SUM,clinic4,internal,1090,0.6459881914335608,0.604854566551099,0.6833405901041706,3155.6632076900287,2258.371412515652,0.8037422741636253,1.364170894521773e-247
TAMA_SUM,clinic4,external,926,0.7110267056575033,0.6732866093947888,0.7427860823451867,2633.3120289323315,1980.5591813666247,0.8478748666950204,7.413830413511747e-257
TAMA_SUM,clinic4_aec_front50,internal,1090,0.651454175470104,0.609874427324613,0.6896076997240228,3131.206531081907,2209.9848059762558,0.8071340152074122,2.872044267182617e-251
TAMA_SUM,clinic4_aec_front50,external,926,0.6716159675074946,0.6276043831765875,0.7085304526034623,2807.1426606562973,2157.8496657152746,0.8301769078161448,1.0712714657623092e-236
TAMA_SUM,clinic4_aec_back50,internal,1090,0.6471162756690634,0.6046846143322139,0.6855374412298265,3150.6313213356557,2239.96483808797,0.8044455081796371,2.3905889919360324e-248
TAMA_SUM,clinic4_aec_back50,external,926,0.6896835174688498,0.6487748238696073,0.7244644778092068,2728.826289540143,2063.198673806443,0.8367412270650081,6.84407505970161e-244
SAT(피하지방)_SUM,clinic4,internal,1090,0.5276249675951172,0.47755745230987917,0.57314577604254,5578.840711620315,4087.827152932292,0.726385902205064,2.1297936362601517e-179
SAT(피하지방)_SUM,clinic4,external,926,0.5645541761064046,0.5106773620739308,0.6132171385935262,5893.738038542955,4387.530113798807,0.7588702961794219,2.7310264893270645e-174
SAT(피하지방)_SUM,clinic4_aec_front50,internal,1090,0.536788040649987,0.4883277735286555,0.5798963775653275,5524.466901602436,4095.733549616845,0.7326692115701765,4.94581186615869e-184
SAT(피하지방)_SUM,clinic4_aec_front50,external,926,0.5405261087573807,0.48520900270612644,0.5906927247192808,6054.164023390156,4503.902215141167,0.7809893325475722,4.23180094168253e-191
SAT(피하지방)_SUM,clinic4_aec_back50,internal,1090,0.5433209357820069,0.4970449230931128,0.5854633037295908,5485.371495320676,4085.9680666434256,0.7371181760266745,2.1506664669960509e-187
SAT(피하지방)_SUM,clinic4_aec_back50,external,926,0.5437889068580388,0.49012884694052705,0.5913543273497684,6032.62992913116,4496.958260686397,0.7897029833395133,2.8506393045649817e-198
VAT(내장지방)_SUM,clinic4,internal,1090,0.522974451085152,0.48271688918496347,0.5616788755884927,3588.0158911530134,2609.7003007165035,0.7231827411396161,4.377671125448218e-177
VAT(내장지방)_SUM,clinic4,external,926,0.41833658179756594,0.35894626456676115,0.47085670782181094,4090.9980050328213,3127.254599878973,0.6644398969859359,5.341917441965264e-119
VAT(내장지방)_SUM,clinic4_aec_front50,internal,1090,0.5215837228967127,0.4814738766069225,0.5603599658218118,3593.2423650750648,2613.2269972480294,0.7222246791022859,2.1217513454955344e-176
VAT(내장지방)_SUM,clinic4_aec_front50,external,926,0.4102140604102332,0.35132422777641015,0.4623039473980598,4119.4629342718035,3149.010373374683,0.6677829906924363,1.3156468675202353e-120
VAT(내장지방)_SUM,clinic4_aec_back50,internal,1090,0.5494479158390824,0.5101471162614369,0.5881117124653605,3487.0328551852836,2555.067778929303,0.7412749112041074,1.3465520723785924e-190
VAT(내장지방)_SUM,clinic4_aec_back50,external,926,0.3555977878449451,0.3003660797463426,0.4048710568764541,4305.978960293466,3331.442902564239,0.7067830715122775,4.7528631192344256e-141
Total Fat_SUM,clinic4,internal,1090,0.5020347694149179,0.45175229005033746,0.5484934466931847,8011.899450054568,5835.201462407836,0.708558070366581,6.304392566763572e-167
Total Fat_SUM,clinic4,external,926,0.49226934795779465,0.42805345267657113,0.5502537860767173,8790.21248904625,6666.631873664684,0.7144617449779691,1.7721858412808588e-145
Total Fat_SUM,clinic4_aec_front50,internal,1090,0.5076764540002485,0.45840623233283195,0.5516802766062311,7966.384861847597,5824.404600401036,0.7125309900136829,1.2681471168583269e-169
Total Fat_SUM,clinic4_aec_front50,external,926,0.4669374085682304,0.40095230160575307,0.5254413885039587,9006.826257828594,6878.947462179366,0.732857310876939,1.0408313061590585e-156
Total Fat_SUM,clinic4_aec_back50,internal,1090,0.5295920059630852,0.4821389361800715,0.5704823586937481,7787.056520215166,5748.354918730329,0.7277568007743729,2.1298863584206107e-180
Total Fat_SUM,clinic4_aec_back50,external,926,0.4463705456161746,0.38313279600572314,0.5029334818881399,9178.934608358526,7110.902356604165,0.7641499094505857,3.9149227192125477e-178
