cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict
internal,0.9069767441860465,0.5359001040582726,0.8604651162790697,0.6222684703433923,0.6504587155963303,0.23417721518987342,0.9707792207792207,-0.046511627906976716,0.08636836628511968,0.03125,2.24345727806778e-19,PASS
external,0.9290780141843972,0.49044585987261147,0.8936170212765957,0.5439490445859873,0.5971922246220303,0.2603305785123967,0.9660633484162896,-0.03546099290780147,0.053503184713375784,0.0625,2.508860953006117e-10,PASS
