use_clinical,use_stage1_score,sens_delta,spec_delta,ppv,ni_ci_upper,pass
False,False,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
True,False,-0.007751937984496027,0.031217481789802326,0.21804511278195488,0.0367718209497858,True
True,True,-0.015503875968992165,0.02289281997918835,0.21335807050092764,0.04891473947306046,True
False,True,-0.007751937984496027,0.03537981269510926,0.2196969696969697,0.0367718209497858,True
