cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8992248062015504,0.5712799167533819,0.6100917431192661,0.2196969696969697,0.9768683274021353,-0.007751937984496027,0.03537981269510926,1.0,1.5185595523520037e-08,PASS,0.007751937984496027,0.0367718209497858,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9078014184397163,0.5643312101910828,0.6166306695464363,0.2723404255319149,0.9714912280701754,-0.021276595744680882,0.07388535031847132,0.25,7.183826028768955e-14,FAIL,0.021276595744680882,0.056536541421354364,0.05,NOT NON-INFERIOR
