use_clinical,use_stage1_score,sens_delta,spec_delta,ppv,ni_ci_upper,pass
False,False,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
True,False,-0.007751937984496027,0.014568158168574485,0.2116788321167883,0.0367718209497858,True
True,True,-0.015503875968992165,0.009365244536940764,0.20833333333333334,0.04891473947306046,True
False,True,-0.015503875968992165,0.018730489073881418,0.21178637200736647,0.04891473947306046,True
