cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8992248062015504,0.5504682622268471,0.591743119266055,0.2116788321167883,0.9760147601476015,-0.007751937984496027,0.014568158168574485,1.0,0.0001220703125,PASS,0.007751937984496027,0.0367718209497858,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9148936170212766,0.5222929936305732,0.58207343412527,0.25595238095238093,0.9715639810426541,-0.014184397163120588,0.031847133757961776,0.5,1.5866563039511885e-06,PASS,0.014184397163120588,0.0460238633118956,0.05,NON-INFERIOR
