feature,cohort,baseline_model,extended_model,auc_baseline,auc_extended,auc_diff,z,p_value
HTN,internal,clinic4,clinic4_meanmAs,0.8082823744248352,0.8129597815074227,0.004677407082587459,1.6245099913617267,0.10426700974937773
HTN,external,clinic4,clinic4_meanmAs,0.7143929411764707,0.7184752941176471,0.004082352941176426,1.258323537650666,0.20827477207864586
HTN,internal,clinic4_meanmAs,clinic4_meanmAs_aec,0.8129597815074227,0.8180256376371086,0.005065856129685908,1.1622065470122873,0.2451515759165842
HTN,external,clinic4_meanmAs,clinic4_meanmAs_aec,0.7184752941176471,0.7308094117647059,0.012334117647058829,2.544122273525348,0.010955272783554786
HTN,internal,clinic4,clinic4_vatsatratio,0.8082823744248352,0.8119946658337037,0.003712291408868529,1.2469380209208938,0.2124202242534372
HTN,external,clinic4,clinic4_vatsatratio,0.7143929411764707,0.7276235294117648,0.013230588235294105,3.3363869047615524,0.0008487495361050935
HTN,internal,clinic4_vatsatratio,clinic4_vatsatratio_aec,0.8119946658337037,0.8167801979087826,0.004785532075078924,1.12783926024583,0.2593878094921468
HTN,external,clinic4_vatsatratio,clinic4_vatsatratio_aec,0.7276235294117648,0.736249411764706,0.008625882352941261,1.7164358966075173,0.08608229122725798
DM,internal,clinic4,clinic4_meanmAs,0.7269430396593026,0.7264495164581669,-0.0004935232011357149,-0.18577433825219253,0.8526217293085852
DM,external,clinic4,clinic4_meanmAs,0.6618722587719299,0.6628015350877192,0.000929276315789318,0.3723475882172546,0.7096340713705016
DM,internal,clinic4_meanmAs,clinic4_meanmAs_aec,0.7264495164581669,0.7482421701712358,0.021792653713068932,2.4982871520964927,0.012479505994726825
DM,external,clinic4_meanmAs,clinic4_meanmAs_aec,0.6628015350877192,0.698580043859649,0.035778508771929785,3.7743213322212306,0.00016044384757352696
DM,internal,clinic4,clinic4_vatsatratio,0.7269430396593026,0.7286897790790524,0.0017467394197497876,0.38416695704880566,0.7008547071786844
DM,external,clinic4,clinic4_vatsatratio,0.6618722587719299,0.6752467105263158,0.013374451754385897,2.6422223080051346,0.008236397492528405
DM,internal,clinic4_vatsatratio,clinic4_vatsatratio_aec,0.7286897790790524,0.7462070801171147,0.01751730103806226,2.142018575821365,0.0321919872689267
DM,external,clinic4_vatsatratio,clinic4_vatsatratio_aec,0.6752467105263158,0.7003563596491229,0.02510964912280711,2.9320175558519592,0.0033676770910396484
CKD,internal,clinic4,clinic4_meanmAs,0.7917281064556735,0.7981178445123779,0.006389738056704397,0.9523734422667396,0.34090762333428537
CKD,external,clinic4,clinic4_meanmAs,0.6210251934327232,0.6125133673020067,-0.008511826130716549,-1.5301466644810577,0.12598042979034296
CKD,internal,clinic4_meanmAs,clinic4_meanmAs_aec,0.7981178445123779,0.808583588083678,0.010465743571300146,1.0044476344483533,0.3151628997197362
CKD,external,clinic4_meanmAs,clinic4_meanmAs_aec,0.6125133673020067,0.6430379945901743,0.030524627288167627,3.881891939400223,0.00010364693553144272
CKD,internal,clinic4,clinic4_vatsatratio,0.7917281064556735,0.7910567643709165,-0.0006713420847569429,-0.29411225399752206,0.7686721274543897
CKD,external,clinic4,clinic4_vatsatratio,0.6210251934327232,0.6163348430521483,-0.00469035038057497,-2.4725325051644322,0.013415951256228834
CKD,internal,clinic4_vatsatratio,clinic4_vatsatratio_aec,0.7910567643709165,0.8158964215069232,0.024839657136006665,1.7475470889324636,0.08054248422781204
CKD,external,clinic4_vatsatratio,clinic4_vatsatratio_aec,0.6163348430521483,0.6322262062024282,0.015891363150279947,1.46973534657275,0.14163344563532365
