mean_pred,obs_rate,n,events
0.006445367624315992,0.0,93,0
0.018989047010814213,0.021505376344086023,93,2
0.03429092077215055,0.043478260869565216,92,4
0.05048083217743261,0.03225806451612903,93,3
0.06975909524217093,0.07608695652173914,92,7
0.10094266005804914,0.07526881720430108,93,7
0.14400958631976585,0.20652173913043478,92,19
0.20348456263645717,0.1935483870967742,93,18
0.3172732436420446,0.29347826086956524,92,27
0.5422606145778366,0.5806451612903226,93,54
