num_heads,head_hidden,feature,internal_oof_auc,delta_vs_clinic4
1,16,HTN,0.7902909447531873,-0.005013521947160426
2,16,HTN,0.7902909447531873,-0.005013521947160426
4,16,HTN,0.7902909447531873,-0.005013521947160426
1,32,DM,0.7131165429943256,-0.0054456401302755975
2,32,DM,0.7131165429943256,-0.0054456401302755975
4,32,DM,0.7131165429943256,-0.0054456401302755975
1,16,CKD,0.7515061483865643,-0.014574564661219758
2,16,CKD,0.7515061483865643,-0.014574564661219758
4,16,CKD,0.7515061483865643,-0.014574564661219758
