head_hidden,feature,internal_oof_auc,delta_vs_clinic4
64,HTN,0.7943623881838985,-0.0009420785164492296
16,HTN,0.7921988766382358,-0.0031055900621118626
32,HTN,0.7931587862937977,-0.0021456804065500545
32,DM,0.7253886445287582,0.0068264614041569915
64,DM,0.720415169727697,0.001852986603095852
16,DM,0.7153409663230702,-0.0032212168015309794
32,CKD,0.7493356441363374,-0.01674506891144667
64,CKD,0.7602871998019312,-0.005793513245852866
16,CKD,0.7499876206981926,-0.016093092349591442
