cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8992248062015504,0.5879292403746098,0.6247706422018349,0.2265625,0.9775086505190311,-0.007751937984496027,0.05202913631633721,1.0,4.218936524005768e-12,PASS,0.007751937984496027,0.0367718209497858,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9219858156028369,0.5286624203821656,0.5885529157667386,0.26,0.9741784037558685,-0.007092198581560294,0.03821656050955413,1.0,1.1924366854416797e-07,PASS,0.007092198581560294,0.03488804340282557,0.05,NON-INFERIOR
