cohort,sens_before,sens_after,sens_floor,spec_before,spec_after,pass
internal,0.9069767441860465,0.8682170542635659,0.8616279069767441,0.5348595213319459,0.6201873048907388,True
external,0.9290780141843972,0.8794326241134752,0.8826241134751772,0.4929936305732484,0.5681528662420382,False
