cohort,n,event,auc,sens_clin,sens_aec,sens_p,spec_clin,spec_aec,spec_p,acc_clin,acc_aec,acc_p,net_nri,n_deesc
internal,1090,129,0.5240061951471346,0.9069767441860465,0.8682170542635659,0.0625,0.5348595213319459,0.5567117585848075,9.5367431640625e-07,0.5788990825688073,0.5935779816513761,0.002493917942047119,16,26
external,926,141,0.5234569795542598,0.9290780141843972,0.8226950354609929,6.103515625e-05,0.4929936305732484,0.5464968152866242,4.547473508864641e-13,0.5593952483801296,0.5885529157667386,0.00046000500864878935,27,57
