cohort,n,event,auc,sens_clin,sens_aec,sens_p,spec_clin,spec_aec,spec_p,acc_clin,acc_aec,acc_p,net_nri,n_deesc
gangnam (5-fold OOF),1090,129,0.7332644983651695,0.9069767441860465,0.8682170542635659,0.0625,0.5348595213319459,0.6129032258064516,5.293955920339377e-23,0.5788990825688073,0.6431192660550459,4.252865905071769e-17,70,80
