cohort,n,event,auc,sens_clin,sens_aec,sens_p,spec_clin,spec_aec,spec_p,acc_clin,acc_aec,acc_p,net_nri,n_deesc
"sinchon (external, frozen gangnam model)",926,141,0.7373316966511949,0.9290780141843972,0.8936170212765957,0.0625,0.4929936305732484,0.5770700636942675,2.710505431213761e-20,0.5593952483801296,0.6252699784017278,1.1901876782304671e-14,61,71
