feature,model,cohort,variable,vif,is_added
DM,clinic4_lama,internal,LAMA,1.5785604650936984,True
DM,clinic4_lama,external,sex_M,2.4341367120137605,False
DM,clinic4_lama,external,age,1.2712088415712552,False
DM,clinic4_lama,external,height,2.976416481933239,False
DM,clinic4_lama,external,weight,2.0715464883169674,False
DM,clinic4_lama,external,LAMA,1.3167505115623002,True
DM,clinic4_tama,internal,sex_M,2.5592609977414558,False
DM,clinic4_tama,internal,age,1.278870273141712,False
DM,clinic4_tama,internal,height,2.8064641786826767,False
DM,clinic4_tama,internal,weight,2.330039961060927,False
DM,clinic4_tama,internal,TAMA,2.331809071218395,True
DM,clinic4_tama,external,sex_M,2.6032127971902157,False
DM,clinic4_tama,external,age,1.1880457488782437,False
DM,clinic4_tama,external,height,3.0040629583541514,False
DM,clinic4_tama,external,weight,1.9384981712333031,False
DM,clinic4_tama,external,TAMA,1.8208390797397376,True
DM,clinic4_vat_sat_ratio,internal,sex_M,3.257438642765362,False
DM,clinic4_vat_sat_ratio,internal,age,1.4253589530875908,False
DM,clinic4_vat_sat_ratio,internal,height,2.784378224898662,False
DM,clinic4_vat_sat_ratio,internal,weight,1.8726117626710999,False
DM,clinic4_vat_sat_ratio,internal,VAT_SAT_ratio,2.4603680467846374,True
DM,clinic4_vat_sat_ratio,external,sex_M,3.148796444161641,False
DM,clinic4_vat_sat_ratio,external,age,1.2821084789209138,False
DM,clinic4_vat_sat_ratio,external,height,2.9872838677677116,False
DM,clinic4_vat_sat_ratio,external,weight,1.762687753958634,False
DM,clinic4_vat_sat_ratio,external,VAT_SAT_ratio,1.8616592277703112,True
DM,clinic4_lama_tama_ratio,internal,sex_M,2.444509490043708,False
DM,clinic4_lama_tama_ratio,internal,age,1.6395520048844405,False
DM,clinic4_lama_tama_ratio,internal,height,2.824321405422002,False
DM,clinic4_lama_tama_ratio,internal,weight,1.984423347942029,False
DM,clinic4_lama_tama_ratio,internal,LAMA_TAMA_ratio,1.5424642633133294,True
DM,clinic4_lama_tama_ratio,external,sex_M,2.6565789654684413,False
DM,clinic4_lama_tama_ratio,external,age,1.396128872772924,False
DM,clinic4_lama_tama_ratio,external,height,3.0016700367909106,False
DM,clinic4_lama_tama_ratio,external,weight,1.8948977873589998,False
DM,clinic4_lama_tama_ratio,external,LAMA_TAMA_ratio,1.443959838695347,True
DM,clinic4_imata_tama_ratio,internal,sex_M,2.401119490994272,False
DM,clinic4_imata_tama_ratio,internal,age,1.3180470067818688,False
DM,clinic4_imata_tama_ratio,internal,height,2.836429196900389,False
DM,clinic4_imata_tama_ratio,internal,weight,1.8577698172227959,False
DM,clinic4_imata_tama_ratio,internal,IMATA_TAMA_ratio,1.1799790614922008,True
DM,clinic4_imata_tama_ratio,external,sex_M,2.724643479887593,False
DM,clinic4_imata_tama_ratio,external,age,1.4167151795042303,False
DM,clinic4_imata_tama_ratio,external,height,2.9838683929333,False
DM,clinic4_imata_tama_ratio,external,weight,1.8586276595553537,False
DM,clinic4_imata_tama_ratio,external,IMATA_TAMA_ratio,1.4637065509048373,True
DM,clinic4_aec_fpca_elbow,internal,sex_M,3.016306712957113,False
DM,clinic4_aec_fpca_elbow,internal,age,1.4213402412653127,False
DM,clinic4_aec_fpca_elbow,internal,height,3.0231168387793024,False
DM,clinic4_aec_fpca_elbow,internal,weight,2.72082594898799,False
DM,clinic4_aec_fpca_elbow,internal,aec_fpca_pc1,1.5148837622700178,True
DM,clinic4_aec_fpca_elbow,internal,aec_fpca_pc2,1.7196044118332643,True
DM,clinic4_aec_fpca_elbow,internal,aec_fpca_pc3,1.2458188461048916,True
DM,clinic4_aec_fpca_elbow,external,sex_M,2.7293297674227697,False
DM,clinic4_aec_fpca_elbow,external,age,1.248384769215754,False
DM,clinic4_aec_fpca_elbow,external,height,3.1260130518449585,False
DM,clinic4_aec_fpca_elbow,external,weight,1.9703370233985287,False
DM,clinic4_aec_fpca_elbow,external,aec_fpca_pc1,1.2922870001931042,True
DM,clinic4_aec_fpca_elbow,external,aec_fpca_pc2,1.3609388581199715,True
DM,clinic4_aec_fpca_elbow,external,aec_fpca_pc3,1.167868051868875,True
