feature,cohort,baseline_model,extended_model,auc_baseline,auc_extended,auc_diff,z,p_value,q_value_bh
DM,internal,clinic4,clinic4_nama_fpca_elbow,0.7144186766391419,0.7242133708137773,0.00979469417463541,1.6045565785455,0.10859142372230356,0.2743362283510827
DM,external,clinic4,clinic4_nama_fpca_elbow,0.665959542389575,0.6749564360936435,0.008996893704068532,1.3664651933571423,0.1717929985104314,0.24615116204479723
DM,internal,clinic4,clinic4_nama_uplow_ratio,0.7144186766391419,0.7153159484309247,0.0008972717917827833,0.29200035779792577,0.7702863504037538,0.9155253356591743
DM,external,clinic4,clinic4_nama_uplow_ratio,0.665959542389575,0.6590461398590802,-0.006913402530494772,-1.9148000265232714,0.0555180111064385,0.11650094892734644
DM,internal,clinic4,clinic4_lama_fpca_elbow,0.7144186766391419,0.7187126136753423,0.0042939370362004015,0.793837783250631,0.42728987358999215,0.6814093410516474
DM,external,clinic4,clinic4_lama_fpca_elbow,0.665959542389575,0.6688044548829457,0.0028449124933707104,0.4730873349106736,0.6361508721792756,0.7101219038280285
DM,internal,clinic4,clinic4_lama_uplow_ratio,0.7144186766391419,0.711818889139874,-0.002599787499267925,-1.1890990684022333,0.23440068493866206,0.4412248187080698
DM,external,clinic4,clinic4_lama_uplow_ratio,0.665959542389575,0.6686453519206,0.0026858095310250407,1.521831645393703,0.1280512700192204,0.20488203203075264
DM,internal,clinic4,clinic4_tama_fpca_elbow,0.7144186766391419,0.7160689037806724,0.0016502271415305136,0.5973848554529028,0.5502504625831479,0.7655658609852493
DM,external,clinic4,clinic4_tama_fpca_elbow,0.665959542389575,0.6686188347602091,0.0026592923706341143,0.7871319491592287,0.43120462836442097,0.5495841083737902
DM,internal,clinic4,clinic4_tama_uplow_ratio,0.7144186766391419,0.7156338629119293,0.001215186272787383,0.3803190247562462,0.70370861495777,0.888895092578236
DM,external,clinic4,clinic4_tama_uplow_ratio,0.665959542389575,0.6585801954693538,-0.007379346920221241,-1.9099858104112564,0.05613504032946499,0.11650094892734644
DM,internal,clinic4,clinic4_aec_slope,0.7144186766391419,0.7288189477030679,0.01440027106392594,2.076032992902602,0.03789089965982409,0.16983548506430624
DM,external,clinic4,clinic4_aec_slope,0.665959542389575,0.683559360557618,0.017599818168043013,2.3090112340095965,0.020942957862691063,0.0670174651606114
DM,internal,clinic4,clinic4_vat_slope,0.7144186766391419,0.715508370353638,0.001089693714496076,0.304680552817213,0.7606094624277078,0.9155253356591743
DM,external,clinic4,clinic4_vat_slope,0.665959542389575,0.678104401848625,0.012144859459049973,3.0590254992142243,0.0022205824836197315,0.01937962894795402
DM,internal,clinic4,clinic4_sat_slope,0.7144186766391419,0.7288063984472387,0.014387721808096776,2.0698054313809413,0.03847056855558897,0.16983548506430624
DM,external,clinic4,clinic4_sat_slope,0.665959542389575,0.6749488597621032,0.008989317372528172,1.4013483474566748,0.16110993014997388,0.23602108383572878
DM,internal,clinic4,clinic4_imata_slope,0.7144186766391419,0.7144291343523329,1.0457713190969997e-05,0.0041091899019865385,0.9967213500467093,0.9967213500467093
DM,external,clinic4,clinic4_imata_slope,0.665959542389575,0.6729335555723919,0.006974013182816874,3.619685406746056,0.0002949614030001087,0.004719382448001739
DM,internal,clinic4,clinic4_nama_slope,0.7144186766391419,0.7224522919124229,0.008033615273280947,1.460631488076747,0.14411660011245225,0.33293794443221986
DM,external,clinic4,clinic4_nama_slope,0.665959542389575,0.6682816880066672,0.0023221456170922083,0.3389324926481984,0.7346605860608388,0.7924428793465228
DM,internal,clinic4,clinic4_lama_slope,0.7144186766391419,0.7186665997373022,0.0042479230981602445,1.0294878140901098,0.30325050316347646,0.5198580054231025
DM,external,clinic4,clinic4_lama_slope,0.665959542389575,0.673274490491704,0.00731494810212896,1.4644691422017415,0.14306580838187977,0.2215212516880719
DM,internal,clinic4,clinic4_tama_slope,0.7144186766391419,0.7183361360004685,0.003917459361326592,1.124223391590479,0.26091826841274435,0.47260667486082
DM,external,clinic4,clinic4_tama_slope,0.665959542389575,0.6626865671641792,-0.0032729752253958244,-0.6485792154492424,0.5166103934859463,0.6048121679835469
CKD,internal,clinic4,clinic4_bmi,0.7686721135594619,0.7685400676735166,-0.00013204588594528666,-0.13755257436943777,0.8905940392913335,0.9653291774224262
CKD,external,clinic4,clinic4_bmi,0.6155762885424964,0.6138639208101035,-0.0017123677323928055,-1.8121603663239443,0.06996142108276884,0.13706727395807775
CKD,internal,clinic4,clinic4_smi,0.7686721135594619,0.7669059998349426,-0.0017661137245192915,-0.2630576413652449,0.7925061516870532,0.9278120800238672
CKD,external,clinic4,clinic4_smi,0.6155762885424964,0.6145522812606667,-0.0010240072818296087,-0.17120277103111167,0.8640643286970984,0.8919373715582951
CKD,internal,clinic4,clinic4_vat,0.7686721135594619,0.768094412808451,-0.0005777007510108234,-0.11935248471557604,0.9049961038335246,0.9653291774224262
CKD,external,clinic4,clinic4_vat,0.6155762885424964,0.6202525884628513,0.004676299920354898,1.13063080533396,0.25821051606907397,0.3541172791804443
CKD,internal,clinic4,clinic4_sat,0.7686721135594619,0.7651976561855245,-0.0034744573739373674,-0.715274671249607,0.4744393363734868,0.7116590045602302
CKD,external,clinic4,clinic4_sat,0.6155762885424964,0.6125213334850381,-0.0030549550574582307,-0.6910882047723763,0.48951011227901475,0.5983839690940345
CKD,internal,clinic4,clinic4_imata,0.7686721135594619,0.7877362383428241,0.01906412478336228,2.0312775028204926,0.04222685219906482,0.16983548506430624
CKD,external,clinic4,clinic4_imata,0.6155762885424964,0.6295881215155308,0.014011832973034433,1.6164135249001839,0.10600493611849261,0.18172274763170163
CKD,internal,clinic4,clinic4_nama,0.7686721135594619,0.768573079145003,-9.903441445890948e-05,-0.07970491228119582,0.9364719524509733,0.9771881242966678
CKD,external,clinic4,clinic4_nama,0.6155762885424964,0.617356923427011,0.0017806348845146314,1.629556547168406,0.10319525446423312,0.1801226259739342
CKD,internal,clinic4,clinic4_lama,0.7686721135594619,0.7922092927292235,0.023537179169761613,2.0620590545882034,0.0392021139714615,0.16983548506430624
CKD,external,clinic4,clinic4_lama,0.6155762885424964,0.6589486858573217,0.04337239731482534,3.8063770713044067,0.00014101733361912487,0.004719382448001739
CKD,internal,clinic4,clinic4_tama,0.7686721135594619,0.7683585045803416,-0.0003136089791202501,-0.04588921820390017,0.9633985477522167,0.9883825712110031
CKD,external,clinic4,clinic4_tama,0.6155762885424964,0.6143986801683923,-0.0011776083741040777,-0.18719297088134587,0.8515093358530332,0.8885314808901216
CKD,internal,clinic4,clinic4_vat_sat_ratio,0.7686721135594619,0.7639679788726583,-0.004704134686803529,-2.6867890118485023,0.007214250657574114,0.1394832169199507
CKD,external,clinic4,clinic4_vat_sat_ratio,0.6155762885424964,0.6149903288201161,-0.0005859597223802915,-2.201073421852292,0.027730826489634337,0.08067149524257262
CKD,internal,clinic4,clinic4_lama_tama_ratio,0.7686721135594619,0.7924898902368573,0.023817776677395486,2.2386666768554586,0.025177612283908312,0.16983548506430624
CKD,external,clinic4,clinic4_lama_tama_ratio,0.6155762885424964,0.6612071908066902,0.04563090226419386,4.3259329738858,1.5188760599175372e-05,0.0014581210175208356
CKD,internal,clinic4,clinic4_imata_tama_ratio,0.7686721135594619,0.7771478088635801,0.008475695304118291,2.0287107940601,0.04248775582813939,0.16983548506430624
CKD,external,clinic4,clinic4_imata_tama_ratio,0.6155762885424964,0.6215553532825122,0.00597906474001586,2.065962490909182,0.03883202144932344,0.09648156126921915
CKD,internal,clinic4,clinic4_aec_fpca_elbow,0.7686721135594619,0.7701823883799621,0.001510274820500257,0.20318406694889485,0.8389911658245004,0.958305072109275
CKD,external,clinic4,clinic4_aec_fpca_elbow,0.6155762885424964,0.6294458982819433,0.013869609739446953,2.357345692165264,0.018406103250334926,0.06540868589384827
CKD,internal,clinic4,clinic4_aec_uplow_ratio,0.7686721135594619,0.7725344557233638,0.0038623421639019107,0.6524835390411338,0.5140892884871884,0.7366055476831356
CKD,external,clinic4,clinic4_aec_uplow_ratio,0.6155762885424964,0.6340823756968939,0.0185060871543975,2.8052894644457256,0.005027141091011323,0.03016284654606794
CKD,internal,clinic4,clinic4_vat_fpca_elbow,0.7686721135594619,0.7660311958405546,-0.0026409177189072874,-0.512367694736979,0.6083936959674274,0.8226168283503245
CKD,external,clinic4,clinic4_vat_fpca_elbow,0.6155762885424964,0.6252872909318467,0.009711002389350298,1.9030277611385495,0.057036922912346695,0.11650094892734644
CKD,internal,clinic4,clinic4_vat_uplow_ratio,0.7686721135594619,0.7632664851035735,-0.005405628455888323,-1.476935528445131,0.1396929201477735,0.33293794443221986
CKD,external,clinic4,clinic4_vat_uplow_ratio,0.6155762885424964,0.6232620320855615,0.007685743543065171,2.220089712350324,0.026412678409634426,0.07923803522890327
CKD,internal,clinic4,clinic4_sat_fpca_elbow,0.7686721135594619,0.7617314516794587,-0.006940661880003196,-1.0737005206655688,0.2829569279443782,0.49388845604836923
CKD,external,clinic4,clinic4_sat_fpca_elbow,0.6155762885424964,0.617413812720446,0.0018375241779496898,0.4788208861626558,0.6320660567949379,0.7101219038280285
CKD,internal,clinic4,clinic4_sat_uplow_ratio,0.7686721135594619,0.7691920442353717,0.0005199306759098299,0.18437728526153926,0.8537174880655873,0.958305072109275
CKD,external,clinic4,clinic4_sat_uplow_ratio,0.6155762885424964,0.6145352144726363,-0.0010410740698600929,-0.40260231776576594,0.6872408043162017,0.74971724107222
CKD,internal,clinic4,clinic4_imata_fpca_elbow,0.7686721135594619,0.7841544936865561,0.015482380127094242,1.8394886400998323,0.06584334724576929,0.21535684200536226
CKD,external,clinic4,clinic4_imata_fpca_elbow,0.6155762885424964,0.6381442712481511,0.022567982705654743,2.5238217668415857,0.011608676870619207,0.054936875680194674
CKD,internal,clinic4,clinic4_imata_uplow_ratio,0.7686721135594619,0.7674754477180821,-0.0011966658413797848,-0.7441925871539947,0.45675997201466745,0.6960151954509218
CKD,external,clinic4,clinic4_imata_uplow_ratio,0.6155762885424964,0.6127204460120605,-0.0028558425304358037,-2.4220522127908195,0.015433132931506138,0.057815323654232656
CKD,internal,clinic4,clinic4_nama_fpca_elbow,0.7686721135594619,0.7838986547825368,0.015226541223074985,2.0627151490018094,0.03913969975179713,0.16983548506430624
CKD,external,clinic4,clinic4_nama_fpca_elbow,0.6155762885424964,0.6381272044601206,0.02255091591762426,3.5348410227606,0.0004080205594161824,0.004896246712994189
CKD,internal,clinic4,clinic4_nama_uplow_ratio,0.7686721135594619,0.7692580671783444,0.0005859536188825842,0.24865283284270615,0.8036293369511665,0.929498992136289
CKD,external,clinic4,clinic4_nama_uplow_ratio,0.6155762885424964,0.6203606781203778,0.004784389577881409,2.5449599635435467,0.010929026820709585,0.054936875680194674
CKD,internal,clinic4,clinic4_lama_fpca_elbow,0.7686721135594619,0.790963109680614,0.02229099612115215,1.9508674893042943,0.05107281091888592,0.18857653262357876
CKD,external,clinic4,clinic4_lama_fpca_elbow,0.6155762885424964,0.6581806803959495,0.042604391853453105,3.7895826140311555,0.00015090062067010842,0.004719382448001739
CKD,internal,clinic4,clinic4_lama_uplow_ratio,0.7686721135594619,0.7700008252867871,0.0013287117273252935,0.5412627671939632,0.5883264797887537,0.8068477437102909
CKD,external,clinic4,clinic4_lama_uplow_ratio,0.6155762885424964,0.6215382864944817,0.005961997951985376,2.0599687311633,0.03940153018923323,0.09648156126921915
CKD,internal,clinic4,clinic4_tama_fpca_elbow,0.7686721135594619,0.7667657010811257,-0.001906412478336117,-0.9627634797305691,0.3356662318902389,0.5653326010782972
CKD,external,clinic4,clinic4_tama_fpca_elbow,0.6155762885424964,0.6183012856980317,0.0027249971555353136,2.031437012119929,0.04221068305528338,0.09648156126921915
CKD,internal,clinic4,clinic4_tama_uplow_ratio,0.7686721135594619,0.7674919534538251,-0.0011801601056367073,-1.3178345408092134,0.1875590424090966,0.3914275667668103
