feature,model,cohort,n,n_pos,prevalence,auc,auc_std,auc_ci_lower,auc_ci_upper,threshold,sensitivity,specificity,accuracy,sensitivity_std,specificity_std,accuracy_std
DM,clinic4_vat_slope,internal,1259,233,0.18506751389992057,0.7183492648403755,0.04392767077775914,,,0.13911514474784284,0.8196114708603146,0.5204262372720815,0.5758806045658635,0.050803072036062845,0.035222924391326224,0.024848383817835027
DM,clinic4_vat_slope,external,1123,335,0.2983081032947462,0.6781044018486249,,0.6447636845526312,0.7116681457747454,0.13911514474784284,0.7940298507462686,0.43274111675126903,0.5405164737310775,,,
DM,clinic4_sat_slope,internal,1259,233,0.18506751389992057,0.7306138885706506,0.0387453984987424,,,0.13911514474784284,0.8064754856614245,0.5116552214065829,0.5663599569974072,0.05610955689227201,0.03964649470558245,0.027117434220725083
DM,clinic4_sat_slope,external,1123,335,0.2983081032947462,0.6749488597621033,,0.6417882507661643,0.7094432236970813,0.13911514474784284,0.8059701492537313,0.42385786802030456,0.5378450578806767,,,
DM,clinic4_imata_slope,internal,1259,233,0.18506751389992057,0.7180049760539997,0.04475874051315433,,,0.13911514474784284,0.8494912118408882,0.5067771726260952,0.5703218870549548,0.04432385734114913,0.04017670892274176,0.02815319355618424
DM,clinic4_imata_slope,external,1123,335,0.2983081032947462,0.6729335555723919,,0.6393132652510477,0.7069170922846809,0.13911514474784284,0.7940298507462686,0.4251269035532995,0.5351736420302761,,,
DM,clinic4_nama_slope,internal,1259,233,0.18506751389992057,0.7245509974342085,0.0433326907103295,,,0.13911514474784284,0.8149861239592969,0.5272649775041439,0.5806646430152406,0.06192577774014267,0.04547982442532459,0.03256477447691154
DM,clinic4_nama_slope,external,1123,335,0.2983081032947462,0.6682816880066671,,0.6357886893411068,0.7015981733627058,0.13911514474784284,0.835820895522388,0.3680203045685279,0.5075690115761353,,,
DM,clinic4_lama_slope,internal,1259,233,0.18506751389992057,0.7204897194189872,0.04529398108133243,,,0.13911514474784284,0.82368177613321,0.5116694293156524,0.5695377221273635,0.04540799897988894,0.0377704803427912,0.026550659881706587
DM,clinic4_lama_slope,external,1123,335,0.2983081032947462,0.6732744904917041,,0.6398492044553579,0.7066597009570683,0.13911514474784284,0.8149253731343283,0.3895939086294416,0.5164737310774711,,,
DM,clinic4_tama_slope,internal,1259,233,0.18506751389992057,0.7216450222045128,0.04483879589013775,,,0.13911514474784284,0.8193339500462535,0.5155387165522141,0.5719123505976096,0.06292212851507857,0.04433852763790964,0.0273360204131022
DM,clinic4_tama_slope,external,1123,335,0.2983081032947462,0.6626865671641791,,0.6295771409915198,0.6965738261626628,0.13911514474784284,0.8029850746268656,0.41243654822335024,0.5289403383793411,,,
CKD,clinic4,internal,1259,105,0.08339952343129468,0.770381364667079,0.02776609905834656,,,0.09747843241054878,0.7142857142857142,0.718377564464521,0.7180263074685385,0.0903507902905251,0.04333177082047852,0.040259282355476704
CKD,clinic4,external,1123,188,0.1674087266251113,0.6155762885424964,,0.5715016922577694,0.6610590328533366,0.09747843241054878,0.5159574468085106,0.6299465240641712,0.6108637577916296,,,
CKD,clinic4_bmi,internal,1259,105,0.08339952343129468,0.7703399567995841,0.028310054912526084,,,0.09747843241054878,0.7142857142857142,0.7166421983813288,0.7164358439258838,0.0903507902905251,0.04090773093112419,0.03831773426647179
CKD,clinic4_bmi,external,1123,188,0.1674087266251113,0.6138639208101035,,0.5692046475095005,0.6592729311220172,0.09747843241054878,0.5159574468085106,0.627807486631016,0.6090828138913624,,,
CKD,clinic4_smi,internal,1259,105,0.08339952343129468,0.7701845428553502,0.03551226016917514,,,0.09747843241054878,0.6761904761904762,0.7261810653115001,0.7220008853474988,0.1256276757930754,0.038777097156785754,0.036631185215163974
CKD,clinic4_smi,external,1123,188,0.1674087266251113,0.6145522812606667,,0.5704163260177076,0.6580470638267222,0.09747843241054878,0.5,0.6556149732620321,0.6295636687444346,,,
CKD,clinic4_vat,internal,1259,105,0.08339952343129468,0.7707518844164806,0.023157516906117014,,,0.09747843241054878,0.6571428571428573,0.7253190287972896,0.7196199329665465,0.09233675918888247,0.04461165516636297,0.04112181786944599
CKD,clinic4_vat,external,1123,188,0.1674087266251113,0.6202525884628514,,0.5757685448929738,0.6646543409579317,0.09747843241054878,0.526595744680851,0.6438502673796791,0.6242208370436332,,,
CKD,clinic4_sat,internal,1259,105,0.08339952343129468,0.7668747815331666,0.02880208881328466,,,0.09747843241054878,0.7142857142857142,0.7131827592697159,0.7132644027066337,0.09523809523809523,0.04444801813209817,0.04313370080818869
CKD,clinic4_sat,external,1123,188,0.1674087266251113,0.6125213334850381,,0.5679041793141307,0.6567438783765934,0.09747843241054878,0.4787234042553192,0.6395721925133689,0.6126447016918967,,,
CKD,clinic4_imata,internal,1259,105,0.08339952343129468,0.7888394145537002,0.027397074187550413,,,0.09747843241054878,0.6571428571428573,0.7521701486918878,0.7442420793018403,0.09233675918888248,0.03182704929912872,0.029000744326350865
CKD,clinic4_imata,external,1123,188,0.1674087266251113,0.6295881215155309,,0.5862837186839192,0.6742969525117486,0.09747843241054878,0.4946808510638298,0.6598930481283423,0.6322350845948352,,,
CKD,clinic4_nama,internal,1259,105,0.08339952343129468,0.7705905550626048,0.02564130027577879,,,0.09747843241054878,0.7047619047619047,0.7209712027103331,0.7196104471004869,0.09233675918888246,0.03963057865987573,0.03784073738170961
CKD,clinic4_nama,external,1123,188,0.1674087266251113,0.617356923427011,,0.5731554414575603,0.6629402381499094,0.09747843241054878,0.5159574468085106,0.6374331550802139,0.6170970614425646,,,
CKD,clinic4_lama,internal,1259,105,0.08339952343129468,0.7942520143762379,0.03239904096119565,,,0.09747843241054878,0.638095238095238,0.766892527762093,0.756143679251249,0.1227057021592869,0.040211750932829325,0.03615766194467167
CKD,clinic4_lama,external,1123,188,0.1674087266251113,0.6589486858573217,,0.6162580729301427,0.7021605544361537,0.09747843241054878,0.6276595744680851,0.627807486631016,0.6277827248441674,,,
CKD,clinic4_tama,internal,1259,105,0.08339952343129468,0.7711749258333109,0.035438668662259434,,,0.09747843241054878,0.6857142857142857,0.7261810653115001,0.7227945361411496,0.1150766283199483,0.037097565556773966,0.034088838732246954
CKD,clinic4_tama,external,1123,188,0.1674087266251113,0.6143986801683925,,0.5702209329803378,0.6573318299442761,0.09747843241054878,0.5053191489361702,0.6545454545454545,0.6295636687444346,,,
CKD,clinic4_vat_sat_ratio,internal,1259,105,0.08339952343129468,0.7662183503177291,0.029169080177550953,,,0.09747843241054878,0.6666666666666666,0.7175117635987202,0.7132612407512806,0.0903507902905251,0.044047690536462215,0.04136637852196503
CKD,clinic4_vat_sat_ratio,external,1123,188,0.1674087266251113,0.6149903288201161,,0.5708003973278443,0.6605863332986366,0.09747843241054878,0.5159574468085106,0.6299465240641712,0.6108637577916296,,,
CKD,clinic4_lama_tama_ratio,internal,1259,105,0.08339952343129468,0.7930081650578545,0.022089235073163148,,,0.09747843241054878,0.6761904761904762,0.7417730095990965,0.7362992474546258,0.07619047619047617,0.03736228772349963,0.03390686462597404
CKD,clinic4_lama_tama_ratio,external,1123,188,0.1674087266251113,0.6612071908066903,,0.6185353413891839,0.7056116083582076,0.09747843241054878,0.648936170212766,0.5657754010695187,0.5796972395369546,,,
CKD,clinic4_imata_tama_ratio,internal,1259,105,0.08339952343129468,0.778473107292983,0.024609932541863413,,,0.09747843241054878,0.6952380952380952,0.718377564464521,0.7164390058812369,0.07737179432986631,0.04192498753921137,0.03950795128063671
CKD,clinic4_imata_tama_ratio,external,1123,188,0.1674087266251113,0.6215553532825123,,0.5771391190234262,0.6659933308954564,0.09747843241054878,0.526595744680851,0.6427807486631016,0.6233303650934996,,,
CKD,clinic4_aec_fpca_elbow,internal,1259,105,0.08339952343129468,0.7697778136287452,0.023996769502859942,,,0.09747843241054878,0.6857142857142856,0.7235874270656879,0.7204167457155505,0.09805362039035237,0.05049890833085171,0.04540108257413088
CKD,clinic4_aec_fpca_elbow,external,1123,188,0.1674087266251113,0.6294458982819434,,0.5840798999949003,0.6734380801808336,0.09747843241054878,0.5,0.6459893048128342,0.6215494211932324,,,
CKD,clinic4_aec_uplow_ratio,internal,1259,105,0.08339952343129468,0.7742267394441308,0.025442804494899933,,,0.09747843241054878,0.6857142857142857,0.7244494635798983,0.7212103965092013,0.06459361888690732,0.046438582820539344,0.04094040888845893
CKD,clinic4_aec_uplow_ratio,external,1123,188,0.1674087266251113,0.634082375696894,,0.5881811353258978,0.6778220091632471,0.09747843241054878,0.5372340425531915,0.6320855614973262,0.616206589492431,,,
CKD,clinic4_vat_fpca_elbow,internal,1259,105,0.08339952343129468,0.767329551056259,0.02955194762735092,,,0.09747843241054878,0.6571428571428571,0.7296555618294749,0.7235976728008602,0.08192690730516786,0.049531551648501,0.04694861895798141
CKD,clinic4_vat_fpca_elbow,external,1123,188,0.1674087266251113,0.6252872909318467,,0.5817797654123412,0.6698929953829479,0.09747843241054878,0.5159574468085106,0.6331550802139038,0.6135351736420303,,,
CKD,clinic4_vat_uplow_ratio,internal,1259,105,0.08339952343129468,0.7645618563630985,0.028717268104762817,,,0.09747843241054878,0.6571428571428571,0.727054394880482,0.7212135584645545,0.08192690730516786,0.04429691133222171,0.04235696829880811
CKD,clinic4_vat_uplow_ratio,external,1123,188,0.1674087266251113,0.6232620320855615,,0.5791196027290788,0.6686084261983098,0.09747843241054878,0.5372340425531915,0.6352941176470588,0.6188780053428317,,,
CKD,clinic4_sat_fpca_elbow,internal,1259,105,0.08339952343129468,0.7646971937655167,0.032074961924231545,,,0.09747843241054878,0.6857142857142857,0.7157876905702993,0.7132675646619869,0.1110657503780057,0.04745411311337828,0.04621559915225487
CKD,clinic4_sat_fpca_elbow,external,1123,188,0.1674087266251113,0.617413812720446,,0.5723931297355457,0.6610749690674381,0.09747843241054878,0.5053191489361702,0.6352941176470588,0.6135351736420303,,,
CKD,clinic4_sat_uplow_ratio,internal,1259,105,0.08339952343129468,0.7704715298504118,0.02383495948346914,,,0.09747843241054878,0.7142857142857142,0.7201204592508941,0.7196230949218997,0.0903507902905251,0.045848813368667196,0.042753430319333326
CKD,clinic4_sat_uplow_ratio,external,1123,188,0.1674087266251113,0.6145352144726363,,0.5694142649432328,0.6593787772292232,0.09747843241054878,0.4946808510638298,0.6545454545454545,0.6277827248441674,,,
CKD,clinic4_imata_fpca_elbow,internal,1259,105,0.08339952343129468,0.7846690507560072,0.024499412245071732,,,0.09747843241054878,0.6761904761904762,0.7478411443628834,0.7418611269208879,0.055532875189002844,0.039759783610231955,0.035913994176109285
CKD,clinic4_imata_fpca_elbow,external,1123,188,0.1674087266251113,0.6381442712481511,,0.5934262884216781,0.6828239130891038,0.09747843241054878,0.5531914893617021,0.6502673796791444,0.6340160284951024,,,
CKD,clinic4_imata_uplow_ratio,internal,1259,105,0.08339952343129468,0.7707147786650892,0.0275798700643203,,,0.09747843241054878,0.7047619047619047,0.7201129305477132,0.7188231202175425,0.09233675918888246,0.04013883036439538,0.03851362344540122
CKD,clinic4_imata_uplow_ratio,external,1123,188,0.1674087266251113,0.6127204460120605,,0.5680782521479781,0.657407380920035,0.09747843241054878,0.5212765957446809,0.6331550802139038,0.6144256455921638,,,
CKD,clinic4_nama_fpca_elbow,internal,1259,105,0.08339952343129468,0.7848631837451713,0.024521608220415596,,,0.09747843241054878,0.6857142857142856,0.7391793713532844,0.7347119458673242,0.07126966450997983,0.03638749203371072,0.031668287556293244
CKD,clinic4_nama_fpca_elbow,external,1123,188,0.1674087266251113,0.6381272044601205,,0.5944060633074676,0.6821270409613106,0.09747843241054878,0.6117021276595744,0.5893048128342246,0.5930543187889582,,,
CKD,clinic4_nama_uplow_ratio,internal,1259,105,0.08339952343129468,0.7720340942701192,0.02651592190784279,,,0.09747843241054878,0.6952380952380952,0.7131827592697159,0.7116771011193321,0.09805362039035237,0.04402437687134537,0.04232925940615815
CKD,clinic4_nama_uplow_ratio,external,1123,188,0.1674087266251113,0.6203606781203778,,0.5765893669546133,0.6651450050612754,0.09747843241054878,0.5159574468085106,0.6374331550802139,0.6170970614425646,,,
CKD,clinic4_lama_fpca_elbow,internal,1259,105,0.08339952343129468,0.7909040717736369,0.022941929058480946,,,0.09747843241054878,0.6666666666666666,0.7512930547713157,0.7442325934357807,0.0903507902905251,0.03764359947289801,0.03434981928120702
CKD,clinic4_lama_fpca_elbow,external,1123,188,0.1674087266251113,0.6581806803959496,,0.6161793653159815,0.7010443128791017,0.09747843241054878,0.6063829787234043,0.613903743315508,0.6126447016918967,,,
CKD,clinic4_lama_uplow_ratio,internal,1259,105,0.08339952343129468,0.7722404165882427,0.02472921332646794,,,0.09747843241054878,0.6952380952380952,0.7149181253529081,0.7132644027066337,0.10690449676496973,0.037078594883141844,0.033519467390804025
CKD,clinic4_lama_uplow_ratio,external,1123,188,0.1674087266251113,0.6215382864944817,,0.5764257154308932,0.6677550563827339,0.09747843241054878,0.5212765957446809,0.6502673796791444,0.628673196794301,,,
CKD,clinic4_tama_fpca_elbow,internal,1259,105,0.08339952343129468,0.7687745243024746,0.029471768782250787,,,0.09747843241054878,0.6952380952380952,0.7123094297007342,0.710877126414975,0.07737179432986631,0.04566935799743526,0.04301767059462735
CKD,clinic4_tama_fpca_elbow,external,1123,188,0.1674087266251113,0.6183012856980317,,0.5740579353301694,0.6633764640332355,0.09747843241054878,0.5212765957446809,0.6299465240641712,0.6117542297417632,,,
CKD,clinic4_tama_uplow_ratio,internal,1259,105,0.08339952343129468,0.7700119204467031,0.02706080515766856,,,0.09747843241054878,0.7047619047619047,0.715776397515528,0.714845380383229,0.10605265453009564,0.040441868380149175,0.03806905294511213
CKD,clinic4_tama_uplow_ratio,external,1123,188,0.1674087266251113,0.6141938787120264,,0.570126374978991,0.6598261105898341,0.09747843241054878,0.5159574468085106,0.6299465240641712,0.6108637577916296,,,
CKD,clinic4_aec_slope,internal,1259,105,0.08339952343129468,0.7759219524436916,0.02675127869762081,,,0.09747843241054878,0.6666666666666666,0.7261773009599096,0.7212040725984948,0.07968190728895956,0.03860779331887522,0.03492589252104912
CKD,clinic4_aec_slope,external,1123,188,0.1674087266251113,0.631101376720901,,0.5854660265697098,0.6761334982436101,0.09747843241054878,0.5851063829787234,0.6064171122994653,0.6028495102404274,,,
CKD,clinic4_vat_slope,internal,1259,105,0.08339952343129468,0.7648976006739983,0.026406934826664057,,,0.09747843241054878,0.6666666666666667,0.7305175983436853,0.7251786504774552,0.09988655696858587,0.044008437958607954,0.04096155059239501
CKD,clinic4_vat_slope,external,1123,188,0.1674087266251113,0.6240983046990557,,0.5797941319064841,0.6699570084044195,0.09747843241054878,0.526595744680851,0.6417112299465241,0.622439893143366,,,
CKD,clinic4_sat_slope,internal,1259,105,0.08339952343129468,0.7689102202145681,0.03193245373022727,,,0.09747843241054878,0.7047619047619047,0.7114624505928854,0.7108960981470942,0.08192690730516786,0.04439334160668466,0.0408656149762656
CKD,clinic4_sat_slope,external,1123,188,0.1674087266251113,0.6173683012856981,,0.571891526355976,0.6610926370060731,0.09747843241054878,0.5372340425531915,0.6160427807486631,0.6028495102404274,,,
CKD,clinic4_imata_slope,internal,1259,105,0.08339952343129468,0.7666347593055667,0.03391202801584506,,,0.09747843241054878,0.6761904761904761,0.7192471296819123,0.7156485170429393,0.08192690730516788,0.042474948366789764,0.04104504441446472
CKD,clinic4_imata_slope,external,1123,188,0.1674087266251113,0.6234497667538971,,0.5785280740525881,0.6677426645647121,0.09747843241054878,0.5106382978723404,0.6502673796791444,0.6268922528940338,,,
CKD,clinic4_nama_slope,internal,1259,105,0.08339952343129468,0.7839952318213188,0.024991543605555236,,,0.09747843241054878,0.6857142857142857,0.7322416713721062,0.7283500916967052,0.0883201761475781,0.030111659914012847,0.0272717312939572
CKD,clinic4_nama_slope,external,1123,188,0.1674087266251113,0.6257424052793266,,0.5817477973137204,0.6699100262302204,0.09747843241054878,0.5425531914893617,0.6128342245989304,0.6010685663401603,,,
CKD,clinic4_lama_slope,internal,1259,105,0.08339952343129468,0.7879730759233865,0.02196339976315754,,,0.09747843241054878,0.6952380952380952,0.7443741765480896,0.7402706633782332,0.06459361888690732,0.027314461976952174,0.02307371485410273
CKD,clinic4_lama_slope,external,1123,188,0.1674087266251113,0.6493628399135284,,0.6063511471617649,0.6926045553752682,0.09747843241054878,0.6276595744680851,0.6149732620320856,0.6170970614425646,,,
CKD,clinic4_tama_slope,internal,1259,105,0.08339952343129468,0.7719912523639232,0.02720614646735757,,,0.09747843241054878,0.7142857142857143,0.7175117635987202,0.7172358186302409,0.07968190728895956,0.037622749024238934,0.0353486960262803
CKD,clinic4_tama_slope,external,1123,188,0.1674087266251113,0.6142905905108659,,0.5699609028320957,0.6594363493345832,0.09747843241054878,0.5053191489361702,0.6363636363636364,0.6144256455921638,,,
