feature,cohort,baseline_model,extended_model,auc_baseline,auc_extended,auc_diff,z,p_value
HTN,internal,clinic8,clinic8_fpca3,0.8109596281386662,0.817515711430971,0.006556083292304837,1.4324688760302144,0.15200967926631598
HTN,external,clinic8,clinic8_fpca3,0.7365323817572854,0.7453908035183273,0.008858421761041901,1.2919462352424467,0.1963757644663603
HTN,internal,clinic8,clinic8_uplow_ratio,0.8109596281386662,0.814413246835993,0.0034536186973268546,1.139304220918531,0.2545762884999183
HTN,external,clinic8,clinic8_uplow_ratio,0.7365323817572854,0.7373110151187906,0.0007786333615051877,0.1492101192537078,0.8813878353707884
HTN,internal,clinic8,clinic8_fpca3_total,0.8109596281386662,0.8175012308494309,0.00654160271076476,1.6232381420350064,0.10453850714546434
HTN,external,clinic8,clinic8_fpca3_total,0.7365323817572854,0.7458133784079882,0.00928099665070281,1.4063997777155197,0.15960544625788853
HTN,internal,clinic8,clinic8_uplow_ratio_total,0.8109596281386662,0.8140801934605695,0.0031205653219033014,1.1476159505636172,0.2511271421139559
HTN,external,clinic8,clinic8_uplow_ratio_total,0.7365323817572854,0.7404294612952703,0.0038970795379849044,0.8796070195090124,0.3790722348762976
HTN,internal,clinic8_fpca3,clinic8_fpca3_total,0.817515711430971,0.8175012308494309,-1.4480581540077253e-05,-0.007706324187404231,0.9938513037696024
HTN,external,clinic8_fpca3,clinic8_fpca3_total,0.7453908035183273,0.7458133784079882,0.0004225748896609094,0.21896689019942112,0.8266758396823127
HTN,internal,clinic8_uplow_ratio,clinic8_uplow_ratio_total,0.814413246835993,0.8140801934605695,-0.0003330533754235532,-0.35532927996931496,0.7223429225569526
HTN,external,clinic8_uplow_ratio,clinic8_uplow_ratio_total,0.7373110151187906,0.7404294612952703,0.0031184461764797167,2.149995408466287,0.0315555779746723
DM,internal,clinic8,clinic8_fpca3,0.7279590472718435,0.7422023737189614,0.014243326447117899,1.8184587771538807,0.06899404179294406
DM,external,clinic8,clinic8_fpca3,0.6854285714285715,0.7019183673469387,0.01648979591836719,1.7527991219656625,0.07963649393281684
DM,internal,clinic8,clinic8_uplow_ratio,0.7279590472718435,0.7407947502734232,0.012835703001579768,1.981085345426194,0.04758170342190736
DM,external,clinic8,clinic8_uplow_ratio,0.6854285714285715,0.6946757369614514,0.009247165532879853,0.981239051942474,0.32647487043998524
DM,internal,clinic8,clinic8_fpca3_total,0.7279590472718435,0.742334021954875,0.014374974683031505,1.8616364493371353,0.06265435192655469
DM,external,clinic8,clinic8_fpca3_total,0.6854285714285715,0.701374149659864,0.0159455782312925,1.7879765814043769,0.07377978617988776
DM,internal,clinic8,clinic8_uplow_ratio_total,0.7279590472718435,0.7410783003200064,0.013119253048162971,1.9115357504891373,0.05593576706273573
DM,external,clinic8,clinic8_uplow_ratio_total,0.6854285714285715,0.693532879818594,0.008104308390022519,0.8622634942686699,0.3885425365440055
DM,internal,clinic8_fpca3,clinic8_fpca3_total,0.7422023737189614,0.742334021954875,0.0001316482359136062,0.05030354138011207,0.9598805017313758
DM,external,clinic8_fpca3,clinic8_fpca3_total,0.7019183673469387,0.701374149659864,-0.0005442176870746884,-0.3152267819762436,0.7525894723019582
DM,internal,clinic8_uplow_ratio,clinic8_uplow_ratio_total,0.7407947502734232,0.7410783003200064,0.00028355004658320304,0.11786543512012455,0.9061742810748488
DM,external,clinic8_uplow_ratio,clinic8_uplow_ratio_total,0.6946757369614514,0.693532879818594,-0.0011428571428573342,-0.6041381605291378,0.5457517904840734
CKD,internal,clinic8,clinic8_fpca3,0.7877746241984652,0.7912540733732787,0.003479449174813465,0.441702046551864,0.6587048285451136
CKD,external,clinic8,clinic8_fpca3,0.6286272553421468,0.6382652919819295,0.009638036639782688,1.0441571097393376,0.29641270694798116
CKD,internal,clinic8,clinic8_uplow_ratio,0.7877746241984652,0.7926311363397456,0.004856512141280356,0.6741323688545892,0.5002271622084774
CKD,external,clinic8,clinic8_uplow_ratio,0.6286272553421468,0.6497602616335467,0.021133006291399914,2.1584168785256677,0.030895434607457244
CKD,internal,clinic8,clinic8_fpca3_total,0.7877746241984652,0.7886996741301378,0.000925049931672528,0.11715672253366027,0.9067358610894173
CKD,external,clinic8,clinic8_fpca3_total,0.6286272553421468,0.6419791580055986,0.013351902663451765,1.7428568176445711,0.0813586286255128
CKD,internal,clinic8,clinic8_uplow_ratio_total,0.7877746241984652,0.7890570797855566,0.0012824555870913912,0.19658972153068682,0.8441486146811398
CKD,external,clinic8,clinic8_uplow_ratio_total,0.6286272553421468,0.6492128821263269,0.020585626784180078,2.520260295383306,0.01172680797580759
CKD,internal,clinic8_fpca3,clinic8_fpca3_total,0.7912540733732787,0.7886996741301378,-0.002554399243140937,-0.6525828154782927,0.5140252671048331
CKD,external,clinic8_fpca3,clinic8_fpca3_total,0.6382652919819295,0.6419791580055986,0.003713866023669077,1.0750884805063734,0.28233511637992026
CKD,internal,clinic8_uplow_ratio,clinic8_uplow_ratio_total,0.7926311363397456,0.7890570797855566,-0.0035740565541889646,-1.421167591125426,0.15526804399089852
CKD,external,clinic8_uplow_ratio,clinic8_uplow_ratio_total,0.6497602616335467,0.6492128821263269,-0.0005473795072198362,-0.19073094618312428,0.8487363921948958
