figure,comparison,group_col,groups,test,curve_rmsd,peak_slice,peak_deviation,direction,n_perm,p_value,significant_p<0.05
01_aec_curve_by_sex.png,성별에 따른 AEC 곡선 비교,PatientSex,Male (n=390); Female (n=700),whole-curve RMSD permutation,0.47365409231033484,112,0.8382312837300119,Male > Female,2000,0.0004997501249375312,True
02_aec_curve_by_age.png,나이(median 분할)에 따른 AEC 곡선 비교,AgeGroup2,Age ≤ median (n=549); Age > median (n=541),whole-curve RMSD permutation,0.34868716841726677,88,-0.5141941443749185,Age ≤ median < Age > median,2000,0.0004997501249375312,True
03_aec_curve_by_tama.png,TAMA(성별 median 분할)에 따른 AEC 곡선 비교,TAMAGroup2,TAMA ≤ 성별 median (n=547); TAMA > 성별 median (n=543),whole-curve RMSD permutation,0.5244548021282857,95,-0.5612483448622441,TAMA ≤ 성별 median < TAMA > 성별 median,2000,0.0004997501249375312,True
05_aec_curve_by_height.png,신장(median 분할)에 따른 AEC 곡선 비교,HeightGroup2,Height ≤ median (n=574); Height > median (n=516),whole-curve RMSD permutation,0.34059066741345595,113,-0.5688426320646476,Height ≤ median < Height > median,2000,0.0004997501249375312,True
06_aec_curve_by_weight.png,체중(median 분할)에 따른 AEC 곡선 비교,WeightGroup2,Weight ≤ median (n=545); Weight > median (n=545),whole-curve RMSD permutation,0.8122424214078479,108,-1.0413031623953295,Weight ≤ median < Weight > median,2000,0.0004997501249375312,True
04_aec_curve_by_bmi.png,BMI(성별 median 분할)에 따른 AEC 곡선 비교,BMIGroup2,BMI ≤ 성별 median (n=547); BMI > 성별 median (n=543),whole-curve RMSD permutation,0.7939370209929711,74,-0.9581427843807458,BMI ≤ 성별 median < BMI > 성별 median,2000,0.0004997501249375312,True
07_aec_curve_by_low_smi.png,Low-SMI 임상 cutoff에 따른 AEC 곡선 비교,LowSMI,Low SMI (n=129); Non-low SMI (n=961),whole-curve RMSD permutation,0.30783445951672356,66,-0.3967306930524318,Low SMI < Non-low SMI,2000,0.0009995002498750624,True
08_aec_curve_by_scan_length.png,"스캔 커버리지 길이(z_range, median 분할)에 따른 AEC 곡선 비교",z_rangeGroup2,Scan length ≤ median (n=574); Scan length > median (n=516),whole-curve RMSD permutation,0.46083237571109076,107,-0.6586303572581691,Scan length ≤ median < Scan length > median,2000,0.0004997501249375312,True
09_aec_curve_by_slice_thickness.png,재구성 슬라이스 두께(median 분할)에 따른 AEC 곡선 비교,SliceThicknessGroup2,Slice thickness ≤ median (n=557); Slice thickness > median (n=533),whole-curve RMSD permutation,0.5034672172690504,112,-0.6631485245508549,Slice thickness ≤ median < Slice thickness > median,2000,0.0004997501249375312,True
11_aec_curve_by_vendor.png,스캐너 제조사(Vendor)에 따른 AEC 곡선 비교,Vendor,Siemens (n=568); GE (n=318); Philips (n=202),whole-curve RMSD permutation,0.26511928475684404,120,0.3520974984477191,,2000,0.0004997501249375312,True
12_aec_curve_by_bmi4.png,BMI 4구간(WHO 아시아 기준)에 따른 AEC 곡선 비교,BMIGroup4,Underweight (n=57); Normal (n=429); Overweight (n=280); Obese (n=324),whole-curve RMSD permutation,0.5250470316334559,80,0.6387101656333435,,2000,0.0004997501249375312,True
13_aec_curve_by_sex_x_lowsmi.png,성별 x Low-SMI 조합에 따른 AEC 곡선 비교,SexSMIGroup,M / Low SMI (n=76); M / Non-low SMI (n=314); F / Low SMI (n=53); F / Non-low SMI (n=647),whole-curve RMSD permutation,0.3173188348721765,112,0.49075354173973873,,2000,0.0004997501249375312,True
14_aec_curve_bmi4_x_lowsmi_facet.png,BMI:Underweight 내 Low-SMI vs Non-low SMI,LowSMI,Low SMI (n=29); Non-low SMI (n=28),whole-curve RMSD permutation,0.14755936710558828,1,-0.27691671695636083,Low SMI < Non-low SMI,2000,0.5637181409295352,False
14_aec_curve_bmi4_x_lowsmi_facet.png,BMI:Normal 내 Low-SMI vs Non-low SMI,LowSMI,Low SMI (n=69); Non-low SMI (n=360),whole-curve RMSD permutation,0.15694651265520312,123,0.3449429524340951,Low SMI > Non-low SMI,2000,0.10694652673663169,False
14_aec_curve_bmi4_x_lowsmi_facet.png,BMI:Overweight 내 Low-SMI vs Non-low SMI,LowSMI,Low SMI (n=17); Non-low SMI (n=263),whole-curve RMSD permutation,0.23562783945641916,115,0.38575602554501204,Low SMI > Non-low SMI,2000,0.3193403298350825,False
14_aec_curve_bmi4_x_lowsmi_facet.png,BMI:Obese 내 Low-SMI vs Non-low SMI,LowSMI,Low SMI (n=14); Non-low SMI (n=310),whole-curve RMSD permutation,0.1785495968309914,5,-0.3543514320532696,Low SMI < Non-low SMI,2000,0.5337331334332833,False
15_aec_curve_bmi4_smi_controlled.png,SMI 통제 후 BMI 4구간,BMIGroup4,Underweight (n=28); Normal (n=360); Overweight (n=263); Obese (n=310),whole-curve RMSD permutation,0.529476343979509,87,0.6497613521790868,,2000,0.0004997501249375312,True
