use_clinical,use_stage1_score,sens_delta,spec_delta,ppv,ni_ci_upper,pass
False,False,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
True,False,-0.007751937984496027,0.024973985431841816,0.21561338289962825,0.0367718209497858,True
True,True,-0.007751937984496027,0.020811654526534884,0.2140221402214022,0.0367718209497858,True
