cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8992248062015504,0.5504682622268471,0.591743119266055,0.2116788321167883,0.9760147601476015,-0.007751937984496027,0.014568158168574485,1.0,0.0001220703125,PASS,0.007751937984496027,0.0367718209497858,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9290780141843972,0.5006369426751592,0.5658747300215983,0.25047801147227533,0.9751861042183623,0.0,0.010191082802547768,1.0,0.0078125,PASS,0.0,0.022759858065156013,0.05,NON-INFERIOR
