feature,comparison,cohort,auc_a,auc_b,diff,z,p_value
HTN,inception_minus_clinic4,internal,0.7953044667003477,0.7990935837617759,0.003789117061428149,0.6885832489059557,0.4910855654547186
HTN,inception_minus_clinic4,external,0.7176925638464099,0.7292675273444503,0.011574963498040436,1.6831812024744186,0.0923400185951116
DM,inception_minus_clinic4,internal,0.7185621831246012,0.7246877413289461,0.006125558204344905,1.0557819027007498,0.29106786815510577
DM,inception_minus_clinic4,external,0.665451928176377,0.6688082430487159,0.0033563148723388947,0.5497077887206968,0.582519813805614
CKD,inception_minus_clinic4,internal,0.766080713047784,0.7763307749442931,0.010250061896509122,0.9130460418246746,0.36121832699883194
CKD,inception_minus_clinic4,external,0.6156217999772443,0.6216520650813517,0.006030265104107424,1.1646101559389608,0.2441768309708643
