feature,comparison,cohort,auc_a,auc_b,diff,z,p_value
HTN,unet1d_aeconly_minus_clinic4,internal,0.7953044667003477,0.7307646586822788,-0.06453980801806891,-4.333156509794285,1.4698653704228847e-05
HTN,unet1d_aeconly_minus_clinic4,external,0.7176925638464099,0.6324188631880939,-0.08527370065831597,-4.823152260242758,1.4130701810317195e-06
DM,unet1d_aeconly_minus_clinic4,internal,0.7185621831246012,0.6879553772286204,-0.03060680589598075,-1.7126734725966501,0.08677262804531441
DM,unet1d_aeconly_minus_clinic4,external,0.665451928176377,0.582881278884764,-0.08257064929161295,-4.1315004228871475,3.604030284541915e-05
CKD,unet1d_aeconly_minus_clinic4,internal,0.766080713047784,0.6950812907485351,-0.07099942229924894,-2.584340703354399,0.00975653623865917
CKD,unet1d_aeconly_minus_clinic4,external,0.6156217999772443,0.6004892479235407,-0.015132552053703563,-0.6305356683644957,0.5283441738045885
