feature,model,cohort,n,r2,r2_ci_lower,r2_ci_upper,rmse,mae,pearson_r,p_value
VAT_TotalFat_ratio,clinic4,internal,700,0.3725531529855485,0.31430330570621784,0.42595183957132554,0.05934623190228202,0.04738156747111737,0.6104628196446887,1.048398630728288e-72
VAT_TotalFat_ratio,clinic4,external,498,0.1517985952881491,0.0391141512333706,0.2548710699135954,0.07567838278798579,0.05402088822536803,0.4640770212980168,5.77446968332191e-28
VAT_TotalFat_ratio,clinic4_aec_sd,internal,700,0.4120684158324738,0.35612360364216883,0.4622960600593986,0.0574470953105612,0.04573744723535827,0.6419982563224875,1.3881181469945567e-82
VAT_TotalFat_ratio,clinic4_aec_sd,external,498,0.25671698738712134,0.1566204419088582,0.3435379418726202,0.07084340923401124,0.05113281004935559,0.5123802459054984,1.101688864208894e-34
VAT_TotalFat_ratio,clinic4_aec_skew,internal,700,0.3851208672537775,0.32831882589849254,0.4375883837838294,0.0587488751855181,0.04701916642314976,0.6206755344173289,8.804941890947205e-76
VAT_TotalFat_ratio,clinic4_aec_skew,external,498,0.1723189665923407,0.06876643507618956,0.2651466037467535,0.07475734185678586,0.0537866666133593,0.48977216128709206,2.0916957193298004e-31
VAT_TotalFat_ratio,clinic4_aec_shape_no_fpca,internal,700,0.46304826973785895,0.40737527089094877,0.5123792100190045,0.0548999946036405,0.04430627417635378,0.6805120228884053,2.3991571717782686e-96
VAT_TotalFat_ratio,clinic4_aec_shape_no_fpca,external,498,0.3290222912333908,0.23615965200665973,0.408739741949704,0.06730950477461074,0.048892076289230486,0.5964702534086281,2.617279313382652e-49
VAT_TotalFat_ratio,clinic4_aec_fpca,internal,700,0.4658037345134731,0.40688750082292113,0.5188419288016477,0.05475894880186037,0.04342669452154356,0.6829505993899645,2.735072943830958e-97
VAT_TotalFat_ratio,clinic4_aec_fpca,external,498,0.26591285260180164,0.16690943546386544,0.35179498359987765,0.07040380953103001,0.05108831525369308,0.5687892958404142,5.014797264573391e-44
VAT_TotalFat_ratio,clinic4_aec_shape_all,internal,700,0.473731673003295,0.4139527629576809,0.5283337254397164,0.05435109463785687,0.04311904693898904,0.6891415053593037,1.0016290377158157e-99
VAT_TotalFat_ratio,clinic4_aec_shape_all,external,498,0.31700987701865224,0.21646539409589674,0.4022841018980805,0.06790934798930955,0.04990754290214077,0.5952083817753229,4.675969397549812e-49
VAT_SAT_ratio,clinic4,internal,700,0.35599663217670574,0.3020469085174248,0.4084694453208062,0.10856095041875138,0.08445451677662606,0.5967565802957925,9.467607580505616e-69
VAT_SAT_ratio,clinic4,external,498,0.07615859203636144,-0.027757999402766693,0.21249671353087182,0.17880419581219306,0.10470429996082464,0.3565299722022202,2.2573673812588623e-16
VAT_SAT_ratio,clinic4_aec_sd,internal,700,0.39486388790099447,0.3413864090024419,0.44462879054682425,0.10523400590880733,0.08181734251359896,0.6284669775571634,3.31577159111791e-78
VAT_SAT_ratio,clinic4_aec_sd,external,498,0.15930752497138156,0.046825613794885056,0.298648137019399,0.1705680065087492,0.10125346081376632,0.4051847741270366,4.232939822267599e-21
VAT_SAT_ratio,clinic4_aec_skew,internal,700,0.3704747696743782,0.31519417798214044,0.4218551285365785,0.10733370920338885,0.08361931812128144,0.6087771797083423,3.291985311810594e-72
VAT_SAT_ratio,clinic4_aec_skew,external,498,0.09676981919170291,-0.0039597698191144596,0.22250549123287197,0.17679835265016997,0.10373206721975434,0.38809492905771725,2.387010977649481e-19
VAT_SAT_ratio,clinic4_aec_shape_no_fpca,internal,700,0.4459810033702465,0.3915167896716084,0.4938257746030203,0.10069128789140089,0.07933638202310424,0.6678658362522745,1.339854927110052e-91
VAT_SAT_ratio,clinic4_aec_shape_no_fpca,external,498,0.22243169080834857,0.10396380236569296,0.36435139739888484,0.16403943685743919,0.09584667335843042,0.4977070777593394,1.5762111778527344e-32
VAT_SAT_ratio,clinic4_aec_fpca,internal,700,0.4608919904885985,0.3990895870035659,0.5158555695803176,0.0993270322619402,0.07681631303921677,0.67931323903296,6.923296995369158e-96
VAT_SAT_ratio,clinic4_aec_fpca,external,498,0.17463184622679984,0.06150865912900713,0.313965287628978,0.16900628196426953,0.0983763311412494,0.46947196176073247,1.156140758654612e-28
VAT_SAT_ratio,clinic4_aec_shape_all,internal,700,0.4630872163157389,0.4002378362639752,0.5178777559474073,0.09912459816372861,0.07657986522906558,0.6814511428130023,1.0422106535511713e-96
VAT_SAT_ratio,clinic4_aec_shape_all,external,498,0.2136508213125452,0.08777779006362793,0.3618101956922885,0.16496306320202692,0.0969377208135762,0.49450582105593976,4.5099321963507733e-32
VAT_TAMA_ratio,clinic4,internal,700,0.4499574452771622,0.3953183293604356,0.5005963414751703,0.1549804150206179,0.11903174100096793,0.67090586407178,1.0172151953896864e-92
