cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8992248062015504,0.5775234131113424,0.6155963302752293,0.2222222222222222,0.977112676056338,-0.007751937984496027,0.04162330905306977,1.0,6.984393061522137e-10,PASS,0.007751937984496027,0.0367718209497858,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9148936170212766,0.5184713375796178,0.5788336933045356,0.25443786982248523,0.9713603818615751,-0.014184397163120588,0.028025477707006363,0.5,4.76837158203125e-07,PASS,0.014184397163120588,0.0460238633118956,0.05,NON-INFERIOR
