cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8992248062015504,0.5712799167533819,0.6100917431192661,0.2196969696969697,0.9768683274021353,-0.007751937984496027,0.03537981269510926,1.0,1.5185595523520037e-08,PASS,0.007751937984496027,0.0367718209497858,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9290780141843972,0.49044585987261147,0.5572354211663066,0.24670433145009416,0.9746835443037974,0.0,0.0,1.0,1.0,FAIL,0.0,0.022759858065156013,0.05,NON-INFERIOR
