n_components,feature,r2_internal
1,SAT(피하지방)_SUM,0.5349975889583585
2,SAT(피하지방)_SUM,0.5428638595052827
3,SAT(피하지방)_SUM,0.5781783867012202
4,SAT(피하지방)_SUM,0.5742268285885156
5,SAT(피하지방)_SUM,0.5741411152040128
6,SAT(피하지방)_SUM,0.5753251593721768
7,SAT(피하지방)_SUM,0.5786714245439315
8,SAT(피하지방)_SUM,0.5774295003670262
9,SAT(피하지방)_SUM,0.5768457832509835
10,SAT(피하지방)_SUM,0.5838515420989894
11,SAT(피하지방)_SUM,0.5785222350169681
12,SAT(피하지방)_SUM,0.5800841057136303
13,SAT(피하지방)_SUM,0.5788999446721764
14,SAT(피하지방)_SUM,0.5787691000049505
15,SAT(피하지방)_SUM,0.5776234115706613
16,SAT(피하지방)_SUM,0.5749655070391881
17,SAT(피하지방)_SUM,0.5724489417222556
18,SAT(피하지방)_SUM,0.5709652441503794
19,SAT(피하지방)_SUM,0.570576680855609
20,SAT(피하지방)_SUM,0.569918434326546
1,VAT(내장지방)_SUM,0.5150180117478167
2,VAT(내장지방)_SUM,0.5955867999302604
3,VAT(내장지방)_SUM,0.6174931905605507
4,VAT(내장지방)_SUM,0.6146452331140881
5,VAT(내장지방)_SUM,0.6170568789789376
6,VAT(내장지방)_SUM,0.6262073198813362
7,VAT(내장지방)_SUM,0.6261863400433301
8,VAT(내장지방)_SUM,0.6327951814072881
9,VAT(내장지방)_SUM,0.6319376977536861
10,VAT(내장지방)_SUM,0.6311859413004042
11,VAT(내장지방)_SUM,0.6291516927157421
12,VAT(내장지방)_SUM,0.6287209498601187
13,VAT(내장지방)_SUM,0.6259164377868565
14,VAT(내장지방)_SUM,0.6252246742301082
15,VAT(내장지방)_SUM,0.628113886543449
16,VAT(내장지방)_SUM,0.629034419605947
17,VAT(내장지방)_SUM,0.6300655789988845
18,VAT(내장지방)_SUM,0.630052988746744
19,VAT(내장지방)_SUM,0.630154677068429
20,VAT(내장지방)_SUM,0.6289306965203023
1,Total Fat_SUM,0.5706468855622683
2,Total Fat_SUM,0.5993457767542469
3,Total Fat_SUM,0.6361364246689136
4,Total Fat_SUM,0.6319752583423233
5,Total Fat_SUM,0.6321375068367334
6,Total Fat_SUM,0.6366316085083866
7,Total Fat_SUM,0.639057879203177
8,Total Fat_SUM,0.6413798903474672
9,Total Fat_SUM,0.6407565672432768
10,Total Fat_SUM,0.6449666028120474
11,Total Fat_SUM,0.6405284131656834
12,Total Fat_SUM,0.6429063679131941
13,Total Fat_SUM,0.6408651704336699
14,Total Fat_SUM,0.6406951340647485
15,Total Fat_SUM,0.640417499915091
16,Total Fat_SUM,0.6392914890957209
17,Total Fat_SUM,0.6377874214962356
18,Total Fat_SUM,0.6368011807530518
19,Total Fat_SUM,0.6366331938834078
20,Total Fat_SUM,0.6357533338262427
1,VAT_SAT_ratio,0.3621744600588993
2,VAT_SAT_ratio,0.4472184715115033
3,VAT_SAT_ratio,0.4452217505403444
4,VAT_SAT_ratio,0.4448885878817772
5,VAT_SAT_ratio,0.449557294203086
6,VAT_SAT_ratio,0.4591833958595819
7,VAT_SAT_ratio,0.4578193402892087
8,VAT_SAT_ratio,0.46210228138781306
9,VAT_SAT_ratio,0.4610191113378884
10,VAT_SAT_ratio,0.4608919904885985
11,VAT_SAT_ratio,0.45935037717622096
12,VAT_SAT_ratio,0.4538383707373993
13,VAT_SAT_ratio,0.4505570670531125
14,VAT_SAT_ratio,0.44970658159395893
15,VAT_SAT_ratio,0.4576034959697354
16,VAT_SAT_ratio,0.45649786694484107
17,VAT_SAT_ratio,0.4571474625558076
18,VAT_SAT_ratio,0.4574823781761529
19,VAT_SAT_ratio,0.45845052979451106
20,VAT_SAT_ratio,0.4569655413685405
1,VAT_TotalFat_ratio,0.37886504660511444
2,VAT_TotalFat_ratio,0.4561010220128535
3,VAT_TotalFat_ratio,0.45380886423548805
4,VAT_TotalFat_ratio,0.45249879624424816
5,VAT_TotalFat_ratio,0.45782965997941727
6,VAT_TotalFat_ratio,0.4662819248682786
7,VAT_TotalFat_ratio,0.46484647483133346
8,VAT_TotalFat_ratio,0.46721817487523665
9,VAT_TotalFat_ratio,0.46628921335850926
10,VAT_TotalFat_ratio,0.4658037345134731
11,VAT_TotalFat_ratio,0.4645634529876197
12,VAT_TotalFat_ratio,0.4591117588932758
13,VAT_TotalFat_ratio,0.4561587574408995
14,VAT_TotalFat_ratio,0.45583728321346206
15,VAT_TotalFat_ratio,0.46403047526194563
16,VAT_TotalFat_ratio,0.4634409841135996
17,VAT_TotalFat_ratio,0.46476412956325763
18,VAT_TotalFat_ratio,0.46531095449658744
19,VAT_TotalFat_ratio,0.4672778559757288
20,VAT_TotalFat_ratio,0.46560026696944967
1,VAT_TAMA_ratio,0.4730949833158332
2,VAT_TAMA_ratio,0.5494027909233485
3,VAT_TAMA_ratio,0.565405154706437
4,VAT_TAMA_ratio,0.5651070710453301
5,VAT_TAMA_ratio,0.5636048600447938
6,VAT_TAMA_ratio,0.576431944022181
7,VAT_TAMA_ratio,0.576117795459006
8,VAT_TAMA_ratio,0.5781397944430848
9,VAT_TAMA_ratio,0.5773232299675701
10,VAT_TAMA_ratio,0.5760756468015158
11,VAT_TAMA_ratio,0.5740538042367889
12,VAT_TAMA_ratio,0.5713678152197044
13,VAT_TAMA_ratio,0.5694245887055904
14,VAT_TAMA_ratio,0.5677140413939104
15,VAT_TAMA_ratio,0.5738089067048486
16,VAT_TAMA_ratio,0.5739763232324739
17,VAT_TAMA_ratio,0.5737682093370386
18,VAT_TAMA_ratio,0.5732680759417541
19,VAT_TAMA_ratio,0.5740757544655294
20,VAT_TAMA_ratio,0.5716593683343265
1,SAT_TotalFat_ratio,0.37886504660511444
2,SAT_TotalFat_ratio,0.4561010220128541
3,SAT_TotalFat_ratio,0.45380886423548794
4,SAT_TotalFat_ratio,0.4524987962442487
5,SAT_TotalFat_ratio,0.45782965997941705
6,SAT_TotalFat_ratio,0.46628192486827846
7,SAT_TotalFat_ratio,0.4648464748313321
8,SAT_TotalFat_ratio,0.4672181748752372
9,SAT_TotalFat_ratio,0.46628921335850804
10,SAT_TotalFat_ratio,0.4658037345134729
11,SAT_TotalFat_ratio,0.46456345298762003
12,SAT_TotalFat_ratio,0.4591117588932748
13,SAT_TotalFat_ratio,0.4561587574408985
14,SAT_TotalFat_ratio,0.45583728321346195
15,SAT_TotalFat_ratio,0.4640304752619462
16,SAT_TotalFat_ratio,0.46344098411359935
17,SAT_TotalFat_ratio,0.4647641295632574
18,SAT_TotalFat_ratio,0.46531095449658755
19,SAT_TotalFat_ratio,0.4672778559757288
20,SAT_TotalFat_ratio,0.465600266969449
1,SAT_TAMA_ratio,0.35002695259791305
2,SAT_TAMA_ratio,0.3507844779075219
3,SAT_TAMA_ratio,0.3783144661361221
4,SAT_TAMA_ratio,0.37587164517791094
5,SAT_TAMA_ratio,0.37913231384318213
6,SAT_TAMA_ratio,0.38323864408495256
7,SAT_TAMA_ratio,0.3809125297157192
8,SAT_TAMA_ratio,0.3795023449774445
9,SAT_TAMA_ratio,0.3855450414494608
10,SAT_TAMA_ratio,0.389840075754864
11,SAT_TAMA_ratio,0.38375316854424957
12,SAT_TAMA_ratio,0.3793317125080322
13,SAT_TAMA_ratio,0.3769685323530654
14,SAT_TAMA_ratio,0.3758521228714857
15,SAT_TAMA_ratio,0.37545180134456524
16,SAT_TAMA_ratio,0.37352028099230383
17,SAT_TAMA_ratio,0.3676216248048473
18,SAT_TAMA_ratio,0.36375441454115265
19,SAT_TAMA_ratio,0.3632860278086685
20,SAT_TAMA_ratio,0.36252983177618137
1,TotalFat_TAMA_ratio,0.44253891643446575
2,TotalFat_TAMA_ratio,0.4641806753753078
3,TotalFat_TAMA_ratio,0.4940352134859707
4,TotalFat_TAMA_ratio,0.49217569935850813
5,TotalFat_TAMA_ratio,0.49240156104923183
6,TotalFat_TAMA_ratio,0.5015793889909781
7,TotalFat_TAMA_ratio,0.5003530630030044
8,TotalFat_TAMA_ratio,0.4992581220850204
9,TotalFat_TAMA_ratio,0.5031507417243302
10,TotalFat_TAMA_ratio,0.5045585176773684
11,TotalFat_TAMA_ratio,0.49976004929444184
12,TotalFat_TAMA_ratio,0.49713231195820584
13,TotalFat_TAMA_ratio,0.4948402952194022
14,TotalFat_TAMA_ratio,0.4934354183426446
15,TotalFat_TAMA_ratio,0.4955451827523093
16,TotalFat_TAMA_ratio,0.4945986764205068
17,TotalFat_TAMA_ratio,0.49039569029612873
18,TotalFat_TAMA_ratio,0.4874924739678185
19,TotalFat_TAMA_ratio,0.487498516707881
20,TotalFat_TAMA_ratio,0.48583904330845085
