feature,cohort,predictor_group,predictor,n_seg,segment,r,p_value,n
sat,internal,clinic4,sex_M,,,0.3424586263293203,2.367128252673556e-31,1090
sat,internal,clinic4,age,,,0.0698790035310321,0.02104147909831278,1090
sat,internal,clinic4,height,,,0.16865783593532094,2.1182972129795573e-08,1090
sat,internal,clinic4,weight,,,0.3277868683065178,1.0240512151415257e-28,1090
vat,internal,clinic4,sex_M,,,0.41224429822757647,5.760773393323539e-46,1090
vat,internal,clinic4,age,,,0.3573734269409907,3.5130795246196258e-34,1090
vat,internal,clinic4,height,,,0.2629987318111298,1.057478506448138e-18,1090
vat,internal,clinic4,weight,,,0.6222619705132342,7.699950499333976e-118,1090
total_fat,internal,clinic4,sex_M,,,0.05620821859713168,0.06358764769180662,1090
total_fat,internal,clinic4,age,,,0.11356088919237678,0.00017190243455544364,1090
total_fat,internal,clinic4,height,,,0.00024125928266663724,0.9936520401088125,1090
total_fat,internal,clinic4,weight,,,0.5190670649585926,3.155489316317123e-76,1090
vat_sat,internal,clinic4,sex_M,,,0.7069356153382771,7.722672813804322e-166,1090
vat_sat,internal,clinic4,age,,,0.40311005680361744,7.593742666779117e-44,1090
vat_sat,internal,clinic4,height,,,0.4117284486872683,7.620220470354235e-46,1090
vat_sat,internal,clinic4,weight,,,0.4589196745779198,7.043160829151462e-58,1090
vat_total_fat,internal,clinic4,sex_M,,,0.7175246991660771,4.445519976161916e-173,1090
vat_total_fat,internal,clinic4,age,,,0.4469691771221549,1.1944127631796395e-54,1090
vat_total_fat,internal,clinic4,height,,,0.4046711432640337,3.3327271807206287e-44,1090
vat_total_fat,internal,clinic4,weight,,,0.48175725368134165,2.0332419838911603e-64,1090
vat_tama,internal,clinic4,sex_M,,,0.14922555158644626,7.467847328463031e-07,1090
vat_tama,internal,clinic4,age,,,0.44295800905241256,1.3570361524809033e-53,1090
vat_tama,internal,clinic4,height,,,0.028871083514561954,0.3409509799499185,1090
vat_tama,internal,clinic4,weight,,,0.34678363300762277,3.712434023427196e-32,1090
sat_total_fat,internal,clinic4,sex_M,,,0.7175246991660771,4.445519976161916e-173,1090
sat_total_fat,internal,clinic4,age,,,0.4469691771221549,1.1944127631796395e-54,1090
sat_total_fat,internal,clinic4,height,,,0.40467114326403364,3.3327271807213626e-44,1090
sat_total_fat,internal,clinic4,weight,,,0.4817572536813416,2.0332419838911603e-64,1090
sat_tama,internal,clinic4,sex_M,,,0.5635332852685968,2.287958356714861e-92,1090
sat_tama,internal,clinic4,age,,,0.06205070005185609,0.04053683882804065,1090
sat_tama,internal,clinic4,height,,,0.44860628084885495,4.388523219714042e-55,1090
sat_tama,internal,clinic4,weight,,,0.09541047281229681,0.001612847900490811,1090
total_fat_tama,internal,clinic4,sex_M,,,0.4012368691110765,2.0281808072951356e-43,1090
total_fat_tama,internal,clinic4,age,,,0.10752470653502298,0.00037627865629080823,1090
total_fat_tama,internal,clinic4,height,,,0.371928851891672,4.323287108251609e-37,1090
total_fat_tama,internal,clinic4,weight,,,0.046423696169946765,0.12558352597754413,1090
sat,external,clinic4,sex_M,,,0.4264605965708345,3.2453925327406275e-42,926
sat,external,clinic4,age,,,0.06737297113757973,0.040390172040685596,926
sat,external,clinic4,height,,,0.21767664844798207,2.1500576422929947e-11,926
sat,external,clinic4,weight,,,0.313540107418269,1.4306154622144918e-22,926
vat,external,clinic4,sex_M,,,0.29544957917524883,4.1436992019513973e-20,926
vat,external,clinic4,age,,,0.3090592969511358,6.04583646107318e-22,926
vat,external,clinic4,height,,,0.18789666085575138,8.341456115081182e-09,926
vat,external,clinic4,weight,,,0.5627282687962407,1.8577687378363333e-78,926
