cohort,n,event,auc,sens_clin,sens_aec,sens_p,spec_clin,spec_aec,spec_p,acc_clin,acc_aec,acc_p,net_nri,n_deesc
"sinchon (whole cohort, 5-fold OOF)",926,141,0.8300763427745402,0.900709219858156,0.900709219858156,1.0,0.5388535031847134,0.5210191082802548,0.001312255859375,0.593952483801296,0.5788336933045356,0.0025768280029296875,-14,20
