feature,model,cohort,scanner,n,r2,r2_ci_lower,r2_ci_upper,rmse,mae,pearson_r,p_value
VAT(내장지방)_SUM,clinic4,internal,Ingenuity Core 128,111,0.43480390539375224,0.28039536472340865,0.5426764703289032,3275.551207255231,2570.1126058165623,0.6664172218325082,1.4306292811956667e-15
VAT(내장지방)_SUM,clinic4,internal,Revolution CT,69,0.379808148499284,0.09392083259448457,0.5513314596346552,4312.388973540984,3500.421169570198,0.644397775234266,2.307838410363148e-09
VAT(내장지방)_SUM,clinic4,internal,SOMATOM Definition AS+,85,0.34089360430022886,0.23542419410517124,0.4345665258752353,6041.8117254804,4336.677846788641,0.5910501947370443,2.5977646616859037e-09
VAT(내장지방)_SUM,clinic4,internal,Sensation 64,122,0.342221718045835,0.16012649808766682,0.49464562790028793,4821.489519647434,3666.502083181962,0.5932170998600592,6.027825674458735e-13
VAT(내장지방)_SUM,clinic4,external,Revolution EVO,61,0.07687516313101961,-0.4085125617979289,0.3533004687595604,5936.6867277036035,4652.599861793608,0.5642914826968415,2.1762146419205678e-06
VAT(내장지방)_SUM,clinic4,external,iCT 256,52,0.3497573192930028,0.11490734953960803,0.5160821395386196,4007.7197075350396,3172.6488067003033,0.6097708438553096,1.5997844564156768e-06
VAT(내장지방)_SUM,clinic4,external,SOMATOM Definition AS+,85,0.4644069304420564,0.31119241742769477,0.5705586690143424,4258.316466199567,3506.786536768846,0.6873221064715338,3.7466933289935894e-13
VAT(내장지방)_SUM,clinic4,external,SOMATOM Definition Flash,115,0.47771619789844644,0.3430382632057451,0.5752122892727859,4261.9571325703,3361.7889976438696,0.6962283759733818,5.721927515824632e-18
VAT(내장지방)_SUM,clinic4,external,SOMATOM Force,58,0.5233793607321482,0.3087971252634676,0.6499831654172394,4252.019107842128,3562.0366144785576,0.7423852071861358,2.5620776248069986e-11
VAT(내장지방)_SUM,clinic4_aec_fpca,internal,Ingenuity Core 128,111,0.6220767481339152,0.47997727564341175,0.7196858627317245,2678.4689950318298,2157.062185415102,0.7991063841528181,7.75695103461307e-26
VAT(내장지방)_SUM,clinic4_aec_fpca,internal,Revolution CT,69,0.3953643802844222,0.11344110709586548,0.5647447312239252,4257.961822144778,3356.052677739921,0.6728482768654043,2.409617167022216e-10
VAT(내장지방)_SUM,clinic4_aec_fpca,internal,SOMATOM Definition AS+,85,0.458950203641206,0.28404420611127995,0.5824006256895123,5474.0409723295315,4118.3232438196555,0.6848196794310237,4.921274046177247e-13
VAT(내장지방)_SUM,clinic4_aec_fpca,internal,Sensation 64,122,0.5625027541111782,0.4272644561173039,0.6694151751397341,3932.14137300417,2929.5587837130283,0.7592375076646681,3.920010921694957e-24
VAT(내장지방)_SUM,clinic4_aec_fpca,external,Revolution EVO,61,0.473751516903693,0.24754109109088765,0.6048515336755008,4482.3869271300155,3683.985043021082,0.7443958587754254,6.153104469416438e-12
VAT(내장지방)_SUM,clinic4_aec_fpca,external,iCT 256,52,0.4203814890496047,0.211100173248353,0.5724687697185159,3783.822256537049,2976.738683642027,0.6580464890241925,1.1502141482973787e-07
VAT(내장지방)_SUM,clinic4_aec_fpca,external,SOMATOM Definition AS+,85,0.5330968643947558,0.37041439878859195,0.650517332447775,3975.8853713862695,3268.204506714908,0.7310968169253824,1.9558797394391165e-15
VAT(내장지방)_SUM,clinic4_aec_fpca,external,SOMATOM Definition Flash,115,0.49947608235962127,0.3499624558179774,0.6042387444890329,4172.229757623287,3273.0916296204027,0.7217476040394152,9.030705410696257e-20
VAT(내장지방)_SUM,clinic4_aec_fpca,external,SOMATOM Force,58,0.6222137671382899,0.4707925527555174,0.7122590590206422,3785.5749473732635,3170.198833974765,0.824599983906088,1.7853782873047208e-15
SAT(피하지방)_SUM,clinic4,internal,Ingenuity Core 128,111,0.2575680833361673,-0.1519060005394778,0.5222179443979756,3818.289562507433,2946.4735614765964,0.6367427023356201,5.838730830515553e-14
SAT(피하지방)_SUM,clinic4,internal,Revolution CT,69,0.28292728258446487,-0.05850620763030031,0.48022088237809707,5326.926911723847,4185.696498244662,0.7112118646685299,7.48887341332477e-12
SAT(피하지방)_SUM,clinic4,internal,SOMATOM Definition AS+,85,0.35692617374335156,0.2155154457144042,0.5079775898388253,8329.09679113546,5110.876988032522,0.6321090535243993,8.696844840393995e-11
SAT(피하지방)_SUM,clinic4,internal,Sensation 64,122,0.4067934699243517,0.1997073235312733,0.5625522094746565,5161.356594798289,4108.538571432291,0.6602804335402455,1.3042040952121762e-16
SAT(피하지방)_SUM,clinic4,external,Revolution EVO,61,0.07648842060113936,-0.43071325640503805,0.3979200394726603,6927.963062581444,5313.096609476826,0.5677217907640458,1.8285267162221124e-06
SAT(피하지방)_SUM,clinic4,external,iCT 256,52,0.05207164621231375,-0.40734487783723566,0.3435230174221052,5077.227907795481,4067.3350329692266,0.5219228905661326,7.242414884795845e-05
SAT(피하지방)_SUM,clinic4,external,SOMATOM Definition AS+,85,0.595688864463066,0.446620925077766,0.6769748919716941,5095.291412368724,3856.0661756976547,0.8104039279883282,5.719523357109537e-21
SAT(피하지방)_SUM,clinic4,external,SOMATOM Definition Flash,115,0.5821016789259996,0.44924842440541296,0.687005393509691,4321.9906276834345,3260.496057610636,0.7725956193782026,4.892753348351049e-24
SAT(피하지방)_SUM,clinic4,external,SOMATOM Force,58,0.5494227543491816,0.3157121151142782,0.6994448937092607,4657.781377942346,3682.0466390944093,0.7539275160402961,8.416904349820665e-12
SAT(피하지방)_SUM,clinic4_aec_fpca,internal,Ingenuity Core 128,111,0.31117950614404666,-0.07847863752596461,0.5505501585138469,3677.846279777746,2891.038339349233,0.6610427217153108,2.889017717891951e-15
SAT(피하지방)_SUM,clinic4_aec_fpca,internal,Revolution CT,69,0.26285771788427215,-0.12549056230434177,0.48174414142798194,5400.957998391242,4361.171734399353,0.7354622609530175,6.15565378703614e-13
SAT(피하지방)_SUM,clinic4_aec_fpca,internal,SOMATOM Definition AS+,85,0.427154087102669,0.27605777469567716,0.5401738090522951,7861.155762394103,5112.539431180371,0.6721274263217025,1.8840082429366377e-12
SAT(피하지방)_SUM,clinic4_aec_fpca,internal,Sensation 64,122,0.5168857234237851,0.33348764826948785,0.6428988648172751,4657.853656333121,3703.0096876774137,0.7452452739692279,7.329314879501618e-23
SAT(피하지방)_SUM,clinic4_aec_fpca,external,Revolution EVO,61,0.2992483153632537,-0.049855184314701324,0.5245826058628309,6034.8498091056135,4738.708884114113,0.7250699361536465,3.898873614670415e-11
SAT(피하지방)_SUM,clinic4_aec_fpca,external,iCT 256,52,0.2852695681283367,-0.05740710580360946,0.5171195152829674,4408.694836512,3563.6951661958683,0.5739263325425826,8.659906493350733e-06
SAT(피하지방)_SUM,clinic4_aec_fpca,external,SOMATOM Definition AS+,85,0.6508659376209518,0.5286197083210763,0.7193958759114352,4734.861575764591,3671.297386954607,0.8368863670543512,1.968011756519249e-23
SAT(피하지방)_SUM,clinic4_aec_fpca,external,SOMATOM Definition Flash,115,0.6005482739259551,0.492535684815464,0.6868360277123521,4225.52483600364,3239.591550078717,0.7929924417828784,4.501659957328811e-26
SAT(피하지방)_SUM,clinic4_aec_fpca,external,SOMATOM Force,58,0.562054213108613,0.3701929426449513,0.6901651697066231,4592.0292806420175,3551.25219193023,0.7806145669913587,4.995369768392949e-13
Total Fat_SUM,clinic4,internal,Ingenuity Core 128,111,0.4393733646912712,0.2091404511633185,0.5958653217761101,6012.8913497768235,4698.3185463941,0.7086140940022169,3.316314520973752e-18
Total Fat_SUM,clinic4,internal,Revolution CT,69,0.3848282091895606,0.06693741543591815,0.5600758069803419,8152.258493851648,6601.7447386179165,0.7294352471764871,1.1743604688136805e-12
Total Fat_SUM,clinic4,internal,SOMATOM Definition AS+,85,0.38866377489821236,0.2667263567907581,0.5230820750696193,13100.7465497882,8741.685253419311,0.6472154577471457,2.187791664537849e-11
Total Fat_SUM,clinic4,internal,Sensation 64,122,0.41150384342405477,0.21577785302434674,0.577433455104259,9011.160653856912,6773.908624565079,0.6568657403012529,2.1109587062351664e-16
Total Fat_SUM,clinic4,external,Revolution EVO,61,0.07790143144579775,-0.5027754385241338,0.40895687037991096,11996.623291384863,9233.554401331729,0.5978824968658395,3.6228412651900697e-07
Total Fat_SUM,clinic4,external,iCT 256,52,0.2286398931503375,-0.10871368265530319,0.4581145707936445,8374.748598517333,6579.043960748716,0.5819494291405496,6.037881150865608e-06
Total Fat_SUM,clinic4,external,SOMATOM Definition AS+,85,0.6062742232289051,0.4592647925303375,0.6969518439596265,7887.1763175866245,6406.703384603109,0.7937397358715716,1.3113712104318478e-19
Total Fat_SUM,clinic4,external,SOMATOM Definition Flash,115,0.5940438652836033,0.4635740120224508,0.6880262914953095,7508.814383987752,5920.111008780115,0.7794163703161551,1.0785412815202277e-24
Total Fat_SUM,clinic4,external,SOMATOM Force,58,0.5797488523975647,0.3680657729301192,0.7120750912956123,8082.832322840426,6448.276784995709,0.7786193320026098,6.25286390064035e-13
Total Fat_SUM,clinic4_aec_fpca,internal,Ingenuity Core 128,111,0.5932366476539441,0.3991320461655896,0.7277197619589246,5121.73850940988,3833.521581823926,0.784720750852854,2.2095573049900673e-24
Total Fat_SUM,clinic4_aec_fpca,internal,Revolution CT,69,0.32134510734857824,-0.084298380071393,0.5418477168484778,8562.57183464709,7120.371181070826,0.721456096855188,2.690928511060176e-12
Total Fat_SUM,clinic4_aec_fpca,internal,SOMATOM Definition AS+,85,0.47761125310705155,0.31722471526917595,0.5808071806537234,12110.243784396911,8526.137855041696,0.6993495034947411,9.716607068336548e-14
Total Fat_SUM,clinic4_aec_fpca,internal,Sensation 64,122,0.5850776953690217,0.4409182333374157,0.698123332431159,7566.452461054145,5651.940141260045,0.7839178134248114,1.3322850701180808e-26
Total Fat_SUM,clinic4_aec_fpca,external,Revolution EVO,61,0.44162526456627926,0.12070920479541788,0.6289946243325651,9335.406372187865,7392.444520081645,0.7815445262736621,1.0641459897779833e-13
Total Fat_SUM,clinic4_aec_fpca,external,iCT 256,52,0.4297132735704732,0.172247953385895,0.6144006549526192,7200.950463807415,5568.8409969785735,0.6561724413579042,1.285227689032706e-07
Total Fat_SUM,clinic4_aec_fpca,external,SOMATOM Definition AS+,85,0.6524578012225954,0.519877172684708,0.7438748842369465,7410.173857984541,5751.085132764776,0.8168660623365052,1.5604044355143922e-21
Total Fat_SUM,clinic4_aec_fpca,external,SOMATOM Definition Flash,115,0.609042329048737,0.5141460814843237,0.6810532389361211,7368.798550031809,5718.773251799423,0.798747811464442,1.089126106837914e-26
Total Fat_SUM,clinic4_aec_fpca,external,SOMATOM Force,58,0.6635046219035454,0.5395476774674436,0.7477351674693045,7232.670281134163,5799.85142363136,0.8274206799012231,1.1802098318011486e-15
