feature,model,section,n,n_pos,prevalence,auc,threshold,tn,fp,fn,tp,sensitivity,specificity,accuracy
HTN,clinic4_imata_uplow_ratio,curve_uplow_ratio,6024,1149,0.19073705179282868,0.6683517886233291,0.26414582978367035,2908,1967,410,739,0.6431679721496953,0.5965128205128205,0.6054116865869854
HTN,clinic4_nama_fpca_elbow,curve_fpca_elbow,6024,1149,0.19073705179282868,0.6723970453683248,0.26414582978367035,2963,1912,408,741,0.6449086161879896,0.6077948717948718,0.6148738379814077
HTN,clinic4_nama_uplow_ratio,curve_uplow_ratio,6024,1149,0.19073705179282868,0.6690025217022606,0.26414582978367035,2856,2019,394,755,0.6570931244560487,0.5858461538461538,0.5994355909694555
HTN,clinic4_lama_fpca_elbow,curve_fpca_elbow,6024,1149,0.19073705179282868,0.6689478922585972,0.26414582978367035,2660,2215,346,803,0.6988685813751088,0.5456410256410257,0.574867197875166
HTN,clinic4_lama_uplow_ratio,curve_uplow_ratio,6024,1149,0.19073705179282868,0.6680929236125058,0.26414582978367035,2797,2078,379,770,0.6701479547432551,0.5737435897435897,0.5921314741035857
HTN,clinic4_tama_fpca_elbow,curve_fpca_elbow,6024,1149,0.19073705179282868,0.6710714779853161,0.26414582978367035,3126,1749,441,708,0.6161879895561357,0.6412307692307693,0.6364541832669323
HTN,clinic4_tama_uplow_ratio,curve_uplow_ratio,6024,1149,0.19073705179282868,0.6691765861060901,0.26414582978367035,2874,2001,391,758,0.65970409051349,0.5895384615384616,0.602921646746348
HTN,clinic4_aec_slope,curve_slope,6024,1149,0.19073705179282868,0.6669191046841177,0.26414582978367035,2681,2194,351,798,0.6945169712793734,0.5499487179487179,0.577523240371846
HTN,clinic4_vat_slope,curve_slope,6024,1149,0.19073705179282868,0.6744506482783246,0.26414582978367035,2730,2145,341,808,0.7032201914708442,0.56,0.5873173970783533
HTN,clinic4_sat_slope,curve_slope,6024,1149,0.19073705179282868,0.6706267657494811,0.26414582978367035,2791,2084,376,773,0.6727589208006962,0.5725128205128205,0.5916334661354582
HTN,clinic4_imata_slope,curve_slope,6024,1149,0.19073705179282868,0.6692251456115685,0.26414582978367035,2871,2004,392,757,0.6588337684943429,0.5889230769230769,0.602257636122178
HTN,clinic4_nama_slope,curve_slope,6024,1149,0.19073705179282868,0.6702363259021222,0.26414582978367035,2808,2067,380,769,0.6692776327241079,0.576,0.5937915006640107
HTN,clinic4_lama_slope,curve_slope,6024,1149,0.19073705179282868,0.6675630537144897,0.26414582978367035,2626,2249,344,805,0.700609225413403,0.5386666666666666,0.5695551128818062
HTN,clinic4_tama_slope,curve_slope,6024,1149,0.19073705179282868,0.6696534333087857,0.26414582978367035,2890,1985,400,749,0.6518711923411662,0.5928205128205128,0.6040836653386454
DM,clinic4,baseline,6024,630,0.10458167330677291,0.6493149354662147,0.13911514474784284,2458,2936,146,484,0.7682539682539683,0.4556915090841676,0.48837981407702524
DM,clinic4_bmi,scalar,6024,630,0.10458167330677291,0.6488290928780361,0.13911514474784284,2462,2932,146,484,0.7682539682539683,0.4564330737856878,0.48904382470119523
DM,clinic4_smi,scalar,6024,630,0.10458167330677291,0.6379454537963993,0.13911514474784284,3117,2277,223,407,0.6460317460317461,0.5778642936596218,0.5849933598937583
DM,clinic4_vat,scalar,6024,630,0.10458167330677291,0.6599304930228178,0.13911514474784284,3043,2351,203,427,0.6777777777777778,0.564145346681498,0.5760292164674635
DM,clinic4_sat,scalar,6024,630,0.10458167330677291,0.6447975704927873,0.13911514474784284,2810,2584,190,440,0.6984126984126984,0.5209492028179459,0.5395086321381142
DM,clinic4_imata,scalar,6024,630,0.10458167330677291,0.6490912889689308,0.13911514474784284,2891,2503,195,435,0.6904761904761905,0.53596588802373,0.5521248339973439
DM,clinic4_nama,scalar,6024,630,0.10458167330677291,0.6494308785187539,0.13911514474784284,2452,2942,145,485,0.7698412698412699,0.4545791620318873,0.48754980079681276
DM,clinic4_lama,scalar,6024,630,0.10458167330677291,0.6456062291434927,0.13911514474784284,2950,2444,208,422,0.6698412698412698,0.5469039673711531,0.5597609561752988
DM,clinic4_tama,scalar,6024,630,0.10458167330677291,0.6378660004355221,0.13911514474784284,3094,2300,218,412,0.653968253968254,0.5736002966258806,0.5820053120849934
DM,clinic4_vat_sat_ratio,inter_var_ratio,6024,630,0.10458167330677291,0.66966647244734,0.13911514474784284,2486,2908,120,510,0.8095238095238095,0.46088246199480903,0.49734395750332006
DM,clinic4_lama_tama_ratio,inter_var_ratio,6024,630,0.10458167330677291,0.6539241132122112,0.13911514474784284,2315,3079,138,492,0.780952380952381,0.42918057100482015,0.46596945551128816
DM,clinic4_imata_tama_ratio,inter_var_ratio,6024,630,0.10458167330677291,0.65048378268623,0.13911514474784284,2496,2898,146,484,0.7682539682539683,0.46273637374860954,0.4946879150066401
DM,clinic4_aec_fpca_elbow,curve_fpca_elbow,6024,630,0.10458167330677291,0.649808429118774,0.13911514474784284,2319,3075,149,481,0.7634920634920634,0.42992213570634036,0.4648074369189907
DM,clinic4_aec_uplow_ratio,curve_uplow_ratio,6024,630,0.10458167330677291,0.6495588867112781,0.13911514474784284,2273,3121,132,498,0.7904761904761904,0.42139414163885797,0.4599933598937583
DM,clinic4_vat_fpca_elbow,curve_fpca_elbow,6024,630,0.10458167330677291,0.6699966453025408,0.13911514474784284,2553,2841,133,497,0.7888888888888889,0.4733036707452725,0.5063081009296149
DM,clinic4_vat_uplow_ratio,curve_uplow_ratio,6024,630,0.10458167330677291,0.6549140432343992,0.13911514474784284,2408,2986,134,496,0.7873015873015873,0.446421950315165,0.4820717131474104
DM,clinic4_sat_fpca_elbow,curve_fpca_elbow,6024,630,0.10458167330677291,0.6496892490774582,0.13911514474784284,2254,3140,123,507,0.8047619047619048,0.41787170930663703,0.4583333333333333
DM,clinic4_sat_uplow_ratio,curve_uplow_ratio,6024,630,0.10458167330677291,0.6496795381111287,0.13911514474784284,2334,3060,132,498,0.7904761904761904,0.43270300333704115,0.4701195219123506
DM,clinic4_imata_fpca_elbow,curve_fpca_elbow,6024,630,0.10458167330677291,0.6656734996557021,0.13911514474784284,2895,2499,186,444,0.7047619047619048,0.5367074527252503,0.5542828685258964
DM,clinic4_imata_uplow_ratio,curve_uplow_ratio,6024,630,0.10458167330677291,0.649443237930446,0.13911514474784284,2460,2934,144,486,0.7714285714285715,0.4560622914349277,0.48904382470119523
DM,clinic4_nama_fpca_elbow,curve_fpca_elbow,6024,630,0.10458167330677291,0.6674179423345163,0.13911514474784284,2675,2719,158,472,0.7492063492063492,0.4959213941416389,0.522410358565737
DM,clinic4_nama_uplow_ratio,curve_uplow_ratio,6024,630,0.10458167330677291,0.6541695358158095,0.13911514474784284,2431,2963,141,489,0.7761904761904762,0.4506859473489062,0.4847277556440903
DM,clinic4_lama_fpca_elbow,curve_fpca_elbow,6024,630,0.10458167330677291,0.6536230732559987,0.13911514474784284,2335,3059,135,495,0.7857142857142857,0.4328883945124212,0.46978751660026563
DM,clinic4_lama_uplow_ratio,curve_uplow_ratio,6024,630,0.10458167330677291,0.6483279481610961,0.13911514474784284,2403,2991,139,491,0.7793650793650794,0.44549499443826474,0.4804116865869854
DM,clinic4_tama_fpca_elbow,curve_fpca_elbow,6024,630,0.10458167330677291,0.6544334975369457,0.13911514474784284,2602,2792,161,469,0.7444444444444445,0.4823878383388951,0.5097941567065073
DM,clinic4_tama_uplow_ratio,curve_uplow_ratio,6024,630,0.10458167330677291,0.6539973868672424,0.13911514474784284,2475,2919,148,482,0.765079365079365,0.4588431590656285,0.4908698539176627
DM,clinic4_aec_slope,curve_slope,6024,630,0.10458167330677291,0.6511367716039574,0.13911514474784284,2184,3210,129,501,0.7952380952380952,0.40489432703003336,0.4457171314741036
DM,clinic4_vat_slope,curve_slope,6024,630,0.10458167330677291,0.6593519548469493,0.13911514474784284,2433,2961,134,496,0.7873015873015873,0.4510567296996663,0.4862217795484728
DM,clinic4_sat_slope,curve_slope,6024,630,0.10458167330677291,0.6511873863375531,0.13911514474784284,2221,3173,118,512,0.8126984126984127,0.41175380051909527,0.4536852589641434
DM,clinic4_imata_slope,curve_slope,6024,630,0.10458167330677291,0.6520398914725944,0.13911514474784284,2473,2921,141,489,0.7761904761904762,0.45847237671486835,0.4916998671978752
DM,clinic4_nama_slope,curve_slope,6024,630,0.10458167330677291,0.6597810029956861,0.13911514474784284,2467,2927,142,488,0.7746031746031746,0.45736002966258804,0.4905378486055777
DM,clinic4_lama_slope,curve_slope,6024,630,0.10458167330677291,0.6512533031999105,0.13911514474784284,2304,3090,129,501,0.7952380952380952,0.4271412680756396,0.46563745019920316
DM,clinic4_tama_slope,curve_slope,6024,630,0.10458167330677291,0.6548266445374344,0.13911514474784284,2517,2877,152,478,0.7587301587301587,0.46662958843159064,0.49717795484727756
