feature,model,section,n,auc_baseline,auc_extended,auc_diff,z,p_value,q_value_bh
DM,clinic4_tama,scalar,6024,0.6493149354662147,0.6378660004355221,-0.011448935030692553,-3.930268215471754,8.485115555690994e-05,0.00045253949630351967
DM,clinic4_vat_sat_ratio,inter_var_ratio,6024,0.6493149354662147,0.66966647244734,0.02035153698112535,5.176876585538337,2.256313619964722e-07,3.610101791943555e-06
DM,clinic4_lama_tama_ratio,inter_var_ratio,6024,0.6493149354662147,0.6539241132122111,0.004609177745996451,1.3598683753238487,0.17387158019595994,0.2781945283135359
DM,clinic4_imata_tama_ratio,inter_var_ratio,6024,0.6493149354662147,0.6504837826862299,0.0011688472200152011,1.5524957100752736,0.12054365838799894,0.20302089833768242
DM,clinic4_aec_fpca_elbow,curve_fpca_elbow,6024,0.6493149354662147,0.6498084291187739,0.0004934936525592404,0.0725489646475269,0.9421650399446414,0.9677292370142228
DM,clinic4_aec_uplow_ratio,curve_uplow_ratio,6024,0.6493149354662147,0.6495588867112783,0.00024395124506360055,0.04045643676174383,0.9677292370142228,0.9677292370142228
DM,clinic4_vat_fpca_elbow,curve_fpca_elbow,6024,0.6493149354662147,0.6699966453025408,0.020681709836326112,6.119137196963126,9.40833755651162e-10,3.0106680180837183e-08
DM,clinic4_vat_uplow_ratio,curve_uplow_ratio,6024,0.6493149354662147,0.6549140432343992,0.005599107768184508,3.102688885286003,0.001917711261339469,0.007670845045357876
DM,clinic4_sat_fpca_elbow,curve_fpca_elbow,6024,0.6493149354662147,0.6496892490774582,0.00037431361124351525,0.11616806140966507,0.9075193486446699,0.9677292370142228
DM,clinic4_sat_uplow_ratio,curve_uplow_ratio,6024,0.6493149354662147,0.6496795381111288,0.00036460264491411376,0.17500169327181436,0.8610783030795569,0.9677292370142228
DM,clinic4_imata_fpca_elbow,curve_fpca_elbow,6024,0.6493149354662147,0.6656734996557021,0.016358564189487446,3.4426060153948472,0.0005761379941405487,0.0026337736874996512
DM,clinic4_imata_uplow_ratio,curve_uplow_ratio,6024,0.6493149354662147,0.6494432379304459,0.0001283024642312336,1.0532216986002412,0.2922393958699111,0.4250754849016889
DM,clinic4_nama_fpca_elbow,curve_fpca_elbow,6024,0.6493149354662147,0.6674179423345162,0.018103006868301574,4.133840658940103,3.56750858166604e-05,0.0002854006865332832
DM,clinic4_nama_uplow_ratio,curve_uplow_ratio,6024,0.6493149354662147,0.6541695358158094,0.004854600349594729,2.8891253595079585,0.003863150324954117,0.011238255490775614
DM,clinic4_lama_fpca_elbow,curve_fpca_elbow,6024,0.6493149354662147,0.6536230732559987,0.004308137789784006,1.1858311528776768,0.23568898615340217,0.3591451217575652
DM,clinic4_lama_uplow_ratio,curve_uplow_ratio,6024,0.6493149354662147,0.6483279481610961,-0.0009869873051185918,-0.9562797901764188,0.33893089752464556,0.4519078633661941
DM,clinic4_tama_fpca_elbow,curve_fpca_elbow,6024,0.6493149354662147,0.6544334975369458,0.005118562070731136,2.4824697074578315,0.013047516102616634,0.027834701018915487
DM,clinic4_tama_uplow_ratio,curve_uplow_ratio,6024,0.6493149354662147,0.6539973868672423,0.004682451401027632,2.83421004674206,0.004593912576707318,0.011333108086276512
DM,clinic4_aec_slope,curve_slope,6024,0.6493149354662147,0.6511367716039573,0.0018218361377426717,0.32554682147981095,0.7447672523015357,0.8826871138388571
DM,clinic4_vat_slope,curve_slope,6024,0.6493149354662147,0.6593519548469493,0.010037019380734646,4.8020962999406445,1.5701314519233342e-06,1.6748068820515563e-05
DM,clinic4_sat_slope,curve_slope,6024,0.6493149354662147,0.6511873863375531,0.0018724508713384713,0.4564978460824944,0.6480320193577218,0.7975778699787346
DM,clinic4_imata_slope,curve_slope,6024,0.6493149354662147,0.6520398914725944,0.002724956006379786,2.655127770876394,0.007927837392333725,0.018120771182477086
DM,clinic4_nama_slope,curve_slope,6024,0.6493149354662147,0.659781002995686,0.010466067529471323,2.9057837390445904,0.0036633454301690264,0.011238255490775614
DM,clinic4_lama_slope,curve_slope,6024,0.6493149354662147,0.6512533031999105,0.0019383677336958227,0.6833790744412287,0.494367339219033,0.6327901942003622
DM,clinic4_tama_slope,curve_slope,6024,0.6493149354662147,0.6548266445374343,0.005511709071219673,2.4377012127085957,0.01478098556410335,0.0295619711282067
