figure,comparison,curve_type,group_col,groups,test,curve_rmsd,peak_slice,peak_deviation,direction,n_perm,p_value,n_matched_pairs,significant_p<0.05
16_aec_curve_tp_vs_tn.png,Stage-1 TP vs TN,p,group,TP (true low-SMI) (n=131); TN (true negative) (n=387),whole-curve RMSD permutation,0.42260214283678427,55,-0.5230284728828734,TP (true low-SMI) < TN (true negative),2000,0.0004997501249375312,,True
16_aec_curve_tp_vs_tn_dp.png,Stage-1 TP vs TN (dp),dp,group,TP (true low-SMI) (n=131); TN (true negative) (n=387),whole-curve RMSD permutation,0.005929716684984474,127,-0.01750028699342549,TP (true low-SMI) < TN (true negative),2000,0.0004997501249375312,,True
16_aec_curve_tp_vs_tn_d2p.png,Stage-1 TP vs TN (d2p),d2p,group,TP (true low-SMI) (n=131); TN (true negative) (n=387),whole-curve RMSD permutation,0.0014074487506778165,42,0.005065159186588659,TP (true low-SMI) > TN (true negative),2000,0.15092453773113443,,False
17_aec_curve_fp_vs_tn.png,Stage-1 FP vs TN,p,group,FP (false positive) (n=398); TN (true negative) (n=387),whole-curve RMSD permutation,0.32265564034067457,63,-0.4198587558243833,FP (false positive) < TN (true negative),2000,0.0004997501249375312,,True
17_aec_curve_fp_vs_tn_dp.png,Stage-1 FP vs TN (dp),dp,group,FP (false positive) (n=398); TN (true negative) (n=387),whole-curve RMSD permutation,0.004235108878456226,128,-0.013132316671566217,FP (false positive) < TN (true negative),2000,0.0004997501249375312,,True
17_aec_curve_fp_vs_tn_d2p.png,Stage-1 FP vs TN (d2p),d2p,group,FP (false positive) (n=398); TN (true negative) (n=387),whole-curve RMSD permutation,0.0010262060265902656,62,0.003904262302966462,FP (false positive) > TN (true negative),2000,0.12743628185907047,,False
18_aec_curve_tp_vs_fp.png,Stage-1 TP vs FP,p,group,TP (true low-SMI) (n=131); FP (false positive) (n=398),whole-curve RMSD permutation,0.12314977006382752,3,-0.24528404545495114,TP (true low-SMI) < FP (false positive),2000,0.17491254372813594,,False
18_aec_curve_tp_vs_fp_dp.png,Stage-1 TP vs FP (dp),dp,group,TP (true low-SMI) (n=131); FP (false positive) (n=398),whole-curve RMSD permutation,0.0043331965312074575,61,0.011273085059276329,TP (true low-SMI) > FP (false positive),2000,0.0034982508745627187,,True
18_aec_curve_tp_vs_fp_d2p.png,Stage-1 TP vs FP (d2p),d2p,group,TP (true low-SMI) (n=131); FP (false positive) (n=398),whole-curve RMSD permutation,0.0013424654930818895,43,0.004372029052862387,TP (true low-SMI) > FP (false positive),2000,0.26686656671664166,,False
19_aec_curve_tp_vs_fp_matched.png,Stage-1 TP vs FP (propensity-matched),p,group,TP (true low-SMI) (n=94); FP (false positive) (n=94),whole-curve RMSD permutation,0.1272237562786065,3,-0.2552162910341241,TP (true low-SMI) < FP (false positive),2000,0.36681659170414793,94.0,False
19_aec_curve_tp_vs_fp_matched_dp.png,Stage-1 TP vs FP (propensity-matched) (dp),dp,group,TP (true low-SMI) (n=94); FP (false positive) (n=94),whole-curve RMSD permutation,0.006240566149322664,59,0.018466017775186826,TP (true low-SMI) > FP (false positive),2000,0.009495252373813094,94.0,True
19_aec_curve_tp_vs_fp_matched_d2p.png,Stage-1 TP vs FP (propensity-matched) (d2p),d2p,group,TP (true low-SMI) (n=94); FP (false positive) (n=94),whole-curve RMSD permutation,0.0019078087741118944,42,0.005634117396032126,TP (true low-SMI) > FP (false positive),2000,0.20939530234882558,94.0,False
