use_clinical,use_stage1_score,sens_delta,spec_delta,ppv,ni_ci_upper,pass
False,False,0.0,0.0010405827263267886,0.20818505338078291,0.023537597639319504,True
True,False,-0.015503875968992165,0.027055150884495394,0.21495327102803738,0.04891473947306046,True
True,True,-0.007751937984496027,0.05202913631633721,0.2265625,0.0367718209497858,True
False,True,0.0,0.004162330905307043,0.20930232558139536,0.023537597639319504,True
