feature,cohort,comparison_model,auc_clinic4,auc_aec_model,auc_diff,z,p_value
SAT(피하지방)_SUM,internal,clinic4_aec_best,0.871136590229312,0.8853107344632768,-0.014174144233964792,-1.2298293072239772,0.21876103102815136
SAT(피하지방)_SUM,external,clinic4_aec_best,0.8739722440429432,0.8767216548834773,-0.00274941084053415,-0.2396528604374207,0.8105993819341794
VAT(내장지방)_SUM,internal,clinic4_aec_best,0.8771009059668854,0.909731333958138,-0.0326304279912526,-3.2179619812892057,0.0012910492945904816
VAT(내장지방)_SUM,external,clinic4_aec_best,0.8027317845377144,0.8502545672356994,-0.04752278269798493,-3.042737124055184,0.0023443703131600423
Total Fat_SUM,internal,clinic4_aec_best,0.8780381130896595,0.9003748828491096,-0.022336769759450092,-2.054716254569968,0.03990641902270151
Total Fat_SUM,external,clinic4_aec_best,0.8587966204546517,0.8643280586285768,-0.005531438173925096,-0.44006464538408535,0.6598902872899683
VAT_TotalFat_ratio,internal,clinic4_aec_best,0.8178838098706975,0.8564165604322224,-0.03853275056152483,-3.156180785524578,0.0015984974985203853
VAT_TotalFat_ratio,external,clinic4_aec_best,0.7265027322404372,0.8209398907103824,-0.09443715846994527,-5.539873967027729,3.026894074655811e-08
VAT_SAT_ratio,internal,clinic4_aec_best,0.8269085791827914,0.8644016685932552,-0.03749308941046381,-2.838885314474037,0.004527142474987952
VAT_SAT_ratio,external,clinic4_aec_best,0.726133427296218,0.8163965233732675,-0.09026309607704952,-4.847825919446533,1.2482185694444874e-06
VAT_TAMA_ratio,internal,clinic4_aec_best,0.8725378787878788,0.9043560606060607,-0.03181818181818186,-3.1406380804374736,0.0016858021774168231
VAT_TAMA_ratio,external,clinic4_aec_best,0.8041605533431146,0.8629637392580171,-0.05880318591490241,-3.4821398251353024,0.0004974238820637073
TotalFat_TAMA_ratio,internal,clinic4_aec_best,0.7988128709778194,0.8312089971883786,-0.032396126210559206,-2.3779754734236116,0.01740798375543376
TotalFat_TAMA_ratio,external,clinic4_aec_best,0.7748669929772292,0.8266652479250904,-0.05179825494786128,-2.9223315741802733,0.0034742146613809554
SAT_TotalFat_ratio,internal,clinic4_aec_best,0.7981988838153221,0.8242643328259767,-0.02606544901065455,-1.8921030830851355,0.058477247630043826
SAT_TotalFat_ratio,external,clinic4_aec_best,0.7927987338433131,0.8087136199771388,-0.015914886133825634,-0.8931422251041274,0.3717810130247913
SAT_TAMA_ratio,internal,clinic4_aec_best,0.7456477650685488,0.7872961791190071,-0.04164841405045827,-2.3582478143554475,0.018361430843518746
SAT_TAMA_ratio,external,clinic4_aec_best,0.7509396288466056,0.7884660559079163,-0.03752642706131071,-1.9108945199061733,0.05601813746382868
