feature,model,cohort,n,n_pos,prevalence,auc,auc_ci_lower,auc_ci_upper,threshold,tuned_C,tuned_penalty,sensitivity,specificity,accuracy
HTN,clinic4,internal,1259,385,0.3057982525814138,0.7940711462450593,,,0.27224160583080653,0.1,l2,0.8051948051948052,0.6521739130434783,0.698967434471803
HTN,clinic4,external,1123,507,0.4514692787177204,0.7193639693639694,0.6894140300711709,0.7508418759220543,0.27224160583080653,0.1,l2,0.777120315581854,0.5584415584415584,0.6571682991985752
HTN,clinic4_fpca3,internal,1259,385,0.3057982525814138,0.8032155487533061,,,0.31217892644740247,0.1,l1,0.7402597402597403,0.7185354691075515,0.7251787132644957
HTN,clinic4_fpca3,external,1123,507,0.4514692787177204,0.732530290222598,0.7037109626735216,0.7640780256730827,0.31217892644740247,0.1,l1,0.6370808678500987,0.6996753246753247,0.6714158504007124
HTN,clinic4_uplow_ratio,internal,1259,385,0.3057982525814138,0.8001485928259384,,,0.28844318396161933,0.1,l1,0.7740259740259741,0.6807780320366132,0.7092930897537728
HTN,clinic4_uplow_ratio,external,1123,507,0.4514692787177204,0.7294020082481621,0.7005651834831396,0.7605630949111475,0.28844318396161933,0.1,l1,0.757396449704142,0.5811688311688312,0.6607301869991096
HTN,clinic4_fpca3_total,internal,1259,385,0.3057982525814138,0.7998811257392494,,,0.3039026124540182,1.0,l2,0.7532467532467533,0.7048054919908466,0.7196187450357426
HTN,clinic4_fpca3_total,external,1123,507,0.4514692787177204,0.730958144419683,0.701572493881065,0.7616594002493318,0.3039026124540182,1.0,l2,0.6449704142011834,0.698051948051948,0.674087266251113
HTN,clinic4_uplow_ratio_total,internal,1259,385,0.3057982525814138,0.7995987993699663,,,0.2802493366499618,1.0,l2,0.787012987012987,0.6762013729977117,0.710087370929309
HTN,clinic4_uplow_ratio_total,external,1123,507,0.4514692787177204,0.7292387100079408,0.699788015272578,0.7598633682671071,0.2802493366499618,1.0,l2,0.7692307692307693,0.5616883116883117,0.655387355298308
DM,clinic4,internal,1259,232,0.18427323272438442,0.7216407010710808,,,0.14222927377154893,1.0,elasticnet,0.8362068965517241,0.5228821811100293,0.5806195393169182
DM,clinic4,external,1123,335,0.2983081032947462,0.6654557163421471,0.6321800885056382,0.6991474077130145,0.14222927377154893,1.0,elasticnet,0.7761194029850746,0.43147208121827413,0.5342831700801425
DM,clinic4_fpca3,internal,1259,232,0.18427323272438442,0.7404517677869925,,,0.13384538258787604,100.0,elasticnet,0.8491379310344828,0.5316455696202531,0.5901509134233519
DM,clinic4_fpca3,external,1123,335,0.2983081032947462,0.6808318812031215,0.6464837878826374,0.7143063964807373,0.13384538258787604,100.0,elasticnet,0.8477611940298507,0.34517766497461927,0.4951024042742654
DM,clinic4_uplow_ratio,internal,1259,232,0.18427323272438442,0.7370269952657557,,,0.1615462478344605,0.1,l2,0.8017241379310345,0.5910418695228822,0.6298649722001588
DM,clinic4_uplow_ratio,external,1123,335,0.2983081032947462,0.6770361391014471,0.6441096141740834,0.7105238852788875,0.1615462478344605,0.1,l2,0.7492537313432835,0.49746192893401014,0.572573463935886
