clinic_var,cohort,predictor,n_seg,segment,r,p_value,n
sex_M,internal,seg64_50,64,50,0.373671149165025,1.893915219568306e-37,1090
sex_M,internal,seg64_51,64,51,0.3833649515085541,1.748141666510523e-39,1090
sex_M,internal,seg64_52,64,52,0.39070074259051435,4.5341481956742995e-41,1090
sex_M,internal,seg64_53,64,53,0.39692820575157384,1.8973919646794855e-42,1090
sex_M,internal,seg64_54,64,54,0.4010149186211121,2.277607417244475e-43,1090
sex_M,internal,seg64_55,64,55,0.4022840701278686,1.1719939142482378e-43,1090
sex_M,internal,seg64_56,64,56,0.40241170532961823,1.0960665871978455e-43,1090
sex_M,internal,seg64_57,64,57,0.4005053067332617,2.971610310960268e-43,1090
sex_M,internal,seg64_58,64,58,0.3950736834407914,4.917170674725079e-42,1090
sex_M,internal,seg64_59,64,59,0.38992795658219176,6.690896757316321e-41,1090
sex_M,internal,seg64_60,64,60,0.3769263244285034,3.9971770178090354e-38,1090
sex_M,internal,seg64_61,64,61,0.35613330524948494,6.11942558918437e-34,1090
sex_M,internal,seg64_62,64,62,0.32851421801091735,7.638103587414283e-29,1090
sex_M,internal,seg64_63,64,63,0.29261133333699646,5.82980386878368e-23,1090
sex_M,internal,seg64_64,64,64,0.2554184223970821,1.0763842385454837e-17,1090
age,internal,seg64_1,64,1,-0.08383652248690038,0.005612925958808308,1090
age,internal,seg64_2,64,2,-0.08530018384297224,0.004830809365081246,1090
age,internal,seg64_3,64,3,-0.0840483986978025,0.005493064295281178,1090
age,internal,seg64_4,64,4,-0.08399386563666386,0.0055236919789968305,1090
age,internal,seg64_5,64,5,-0.08140556504327698,0.007166708192935688,1090
age,internal,seg64_6,64,6,-0.07752851478255077,0.010451167802285052,1090
age,internal,seg64_7,64,7,-0.07477786789650442,0.013532936502752422,1090
age,internal,seg64_8,64,8,-0.07182190122353439,0.017713497271460637,1090
age,internal,seg64_9,64,9,-0.06707212050887905,0.026804775178706376,1090
age,internal,seg64_10,64,10,-0.061335537798809035,0.04291001938601449,1090
age,internal,seg64_11,64,11,-0.055675023985179053,0.0661456466466266,1090
age,internal,seg64_12,64,12,-0.04785688692484803,0.11431446625249365,1090
age,internal,seg64_13,64,13,-0.037632541473605285,0.21443656357570193,1090
age,internal,seg64_14,64,14,-0.028112380366689557,0.3537953346220402,1090
age,internal,seg64_15,64,15,-0.017937849170646912,0.5541259544858835,1090
age,internal,seg64_16,64,16,-0.006545926465124374,0.8290898032613037,1090
age,internal,seg64_17,64,17,0.005177301505312209,0.8644326154840412,1090
age,internal,seg64_18,64,18,0.017183578272661208,0.570911712783873,1090
age,internal,seg64_19,64,19,0.029670678098238628,0.32774141464922907,1090
age,internal,seg64_20,64,20,0.04273706318587267,0.1585409394053638,1090
age,internal,seg64_21,64,21,0.05592612422826096,0.06493063720966159,1090
age,internal,seg64_22,64,22,0.06914629836255035,0.0224310277880455,1090
age,internal,seg64_23,64,23,0.0832224767656388,0.005973726098149228,1090
age,internal,seg64_24,64,24,0.09619562270807709,0.0014745557301830187,1090
age,internal,seg64_25,64,25,0.11005219098058236,0.0002723387666782935,1090
age,internal,seg64_26,64,26,0.12529053829878484,3.3525355969523343e-05,1090
age,internal,seg64_27,64,27,0.14222570973117715,2.4266333819125624e-06,1090
age,internal,seg64_28,64,28,0.15711669877650053,1.8511835159431403e-07,1090
age,internal,seg64_29,64,29,0.170854267190502,1.378073468538057e-08,1090
age,internal,seg64_30,64,30,0.18730141820343219,4.6075327891173494e-10,1090
age,internal,seg64_31,64,31,0.19959656451961494,2.947618638091331e-11,1090
age,internal,seg64_32,64,32,0.2100484111062845,2.4678489678486513e-12,1090
age,internal,seg64_33,64,33,0.22115047558915468,1.5296047663739848e-13,1090
age,internal,seg64_34,64,34,0.22894395154052175,1.9818704763341972e-14,1090
age,internal,seg64_35,64,35,0.23523679900912867,3.59968740005726e-15,1090
age,internal,seg64_36,64,36,0.24192900479319707,5.552225038307702e-16,1090
age,internal,seg64_37,64,37,0.2466605172918482,1.4304078300201443e-16,1090
age,internal,seg64_38,64,38,0.2506211366858909,4.4952365414436996e-17,1090
age,internal,seg64_39,64,39,0.2543977849491811,1.462635611916963e-17,1090
age,internal,seg64_40,64,40,0.25715738529405785,6.3636491624076215e-18,1090
age,internal,seg64_41,64,41,0.25835152092354097,4.425476380689984e-18,1090
age,internal,seg64_42,64,42,0.2617487311057177,1.558525941085195e-18,1090
age,internal,seg64_43,64,43,0.2642146906250832,7.236872636682702e-19,1090
age,internal,seg64_44,64,44,0.26479616494263203,6.032245035544727e-19,1090
age,internal,seg64_45,64,45,0.2645846501779807,6.445617297862485e-19,1090
age,internal,seg64_46,64,46,0.26207098046293575,1.410508976597705e-18,1090
age,internal,seg64_47,64,47,0.25725613510033674,6.175786027073999e-18,1090
age,internal,seg64_48,64,48,0.2522742916124195,2.7561524133119492e-17,1090
age,internal,seg64_49,64,49,0.24819739041950445,9.150386133494589e-17,1090
age,internal,seg64_50,64,50,0.24335820196654429,3.6971911962519363e-16,1090
age,internal,seg64_51,64,51,0.2370623720885424,2.1740781434731695e-15,1090
age,internal,seg64_52,64,52,0.23181654714645056,9.153814687539942e-15,1090
age,internal,seg64_53,64,53,0.2299309664917728,1.521658126783476e-14,1090
age,internal,seg64_54,64,54,0.22620794090064614,4.0964312886433574e-14,1090
age,internal,seg64_55,64,55,0.21886474017729513,2.745600667320715e-13,1090
age,internal,seg64_56,64,56,0.21454740624005952,8.144129665158158e-13,1090
age,internal,seg64_57,64,57,0.20905733390401118,3.1400333307267234e-12,1090
age,internal,seg64_58,64,58,0.20031350136142217,2.497012178478418e-11,1090
age,internal,seg64_59,64,59,0.19222532729578168,1.5657149838606621e-10,1090
age,internal,seg64_60,64,60,0.18826449465499526,3.739104725024298e-10,1090
age,internal,seg64_61,64,61,0.1880850265111233,3.887817087908196e-10,1090
age,internal,seg64_62,64,62,0.18893570270438365,3.2305162119626464e-10,1090
age,internal,seg64_63,64,63,0.18913668993803248,3.0918151141175377e-10,1090
age,internal,seg64_64,64,64,0.18509399123660458,7.405602961637334e-10,1090
height,internal,seg64_1,64,1,0.13207588570044598,1.2161120329639952e-05,1090
height,internal,seg64_2,64,2,0.13085495697934002,1.4650002357872714e-05,1090
height,internal,seg64_3,64,3,0.13010656811686117,1.6407879864609255e-05,1090
height,internal,seg64_4,64,4,0.13141594429426742,1.3451512523395644e-05,1090
height,internal,seg64_5,64,5,0.13236419067814903,1.1635219393884082e-05,1090
height,internal,seg64_6,64,6,0.13341758197178966,9.892086252701536e-06,1090
height,internal,seg64_7,64,7,0.13462559627257314,8.19973354990563e-06,1090
height,internal,seg64_8,64,8,0.13676802020244128,5.855383750245233e-06,1090
height,internal,seg64_9,64,9,0.13849225029992282,4.4488955154676475e-06,1090
height,internal,seg64_10,64,10,0.13987527394384666,3.560580667819284e-06,1090
height,internal,seg64_11,64,11,0.14141590873905496,2.771256270347897e-06,1090
height,internal,seg64_12,64,12,0.14305974353325196,2.1148196183211177e-06,1090
height,internal,seg64_13,64,13,0.14309228895608428,2.103466919778592e-06,1090
height,internal,seg64_14,64,14,0.14266550162227246,2.257094534539104e-06,1090
height,internal,seg64_15,64,15,0.14257333345736112,2.291656359715833e-06,1090
height,internal,seg64_16,64,16,0.14089969995514842,3.014909412817311e-06,1090
height,internal,seg64_17,64,17,0.13801272675588533,4.803694484979413e-06,1090
height,internal,seg64_18,64,18,0.1344363351372907,8.445256912634573e-06,1090
height,internal,seg64_19,64,19,0.13227626090804062,1.179327093387042e-05,1090
height,internal,seg64_20,64,20,0.12877571210666006,2.0040586812470653e-05,1090
height,internal,seg64_21,64,21,0.12325044680125885,4.503030618549415e-05,1090
height,internal,seg64_22,64,22,0.1174540718066086,0.00010158500972878926,1090
height,internal,seg64_23,64,23,0.11088137735728398,0.00024456975728194666,1090
height,internal,seg64_24,64,24,0.10113054657580789,0.000827035529737697,1090
height,internal,seg64_25,64,25,0.09131829007045791,0.0025467175074018757,1090
height,internal,seg64_26,64,26,0.08454709584472508,0.005219999352146948,1090
height,internal,seg64_27,64,27,0.07525987163599984,0.01294094657020146,1090
height,internal,seg64_28,64,28,0.06844440281190041,0.023836169595789783,1090
height,internal,seg64_29,64,29,0.06952430950191597,0.021704502164391744,1090
height,internal,seg64_30,64,30,0.07014830797868542,0.0205499109929887,1090
height,internal,seg64_31,64,31,0.0726988955989509,0.016368760470666058,1090
height,internal,seg64_32,64,32,0.078983065369678,0.009088107796397779,1090
height,internal,seg64_33,64,33,0.0883592872361915,0.003505261800415748,1090
height,internal,seg64_34,64,34,0.09871145734390707,0.001101592202514089,1090
height,internal,seg64_35,64,35,0.1117666771660123,0.0002178624022451662,1090
height,internal,seg64_36,64,36,0.12553603486337017,3.2346073688777084e-05,1090
height,internal,seg64_37,64,37,0.13849232396144442,4.448842990589396e-06,1090
height,internal,seg64_38,64,38,0.15148934462661479,5.041406008644816e-07,1090
height,internal,seg64_39,64,39,0.1618401741778474,7.765185187250154e-08,1090
height,internal,seg64_40,64,40,0.17168639270316047,1.1692329240071341e-08,1090
height,internal,seg64_41,64,41,0.18237965470839873,1.3169010363067113e-09,1090
height,internal,seg64_42,64,42,0.19115440725814326,1.9848605052611397e-10,1090
height,internal,seg64_43,64,43,0.1999102978144478,2.7414155934570796e-11,1090
height,internal,seg64_44,64,44,0.20866684317484288,3.4515199354947787e-12,1090
height,internal,seg64_45,64,45,0.21661248656958693,4.855391894922691e-13,1090
height,internal,seg64_46,64,46,0.22432739379892785,6.710884374516951e-14,1090
height,internal,seg64_47,64,47,0.2337900197787658,5.351918646836284e-15,1090
height,internal,seg64_48,64,48,0.24292820804034584,4.1794866819998366e-16,1090
height,internal,seg64_49,64,49,0.2503132833497695,4.9220320223011273e-17,1090
height,internal,seg64_50,64,50,0.2600948953923768,2.595326799754221e-18,1090
height,internal,seg64_51,64,51,0.27020040809165546,1.0869014118153007e-19,1090
height,internal,seg64_52,64,52,0.27897973943248444,6.174622880890489e-21,1090
height,internal,seg64_53,64,53,0.285988392739686,5.800110479242403e-22,1090
height,internal,seg64_54,64,54,0.29126421145719517,9.348841686667004e-23,1090
height,internal,seg64_55,64,55,0.2952935243171089,2.2593782915534378e-23,1090
height,internal,seg64_56,64,56,0.29696139592363757,1.2467643001760141e-23,1090
height,internal,seg64_57,64,57,0.29821308529845475,7.959541139748158e-24,1090
height,internal,seg64_58,64,58,0.2953090066709462,2.246983847633176e-23,1090
height,internal,seg64_59,64,59,0.2907905892918705,1.1030785003490947e-22,1090
height,internal,seg64_60,64,60,0.2776449287433049,9.614361473898686e-21,1090
height,internal,seg64_61,64,61,0.2580149939501309,4.90340835256956e-18,1090
height,internal,seg64_62,64,62,0.2329390797976926,6.749614887838661e-15,1090
height,internal,seg64_63,64,63,0.20340857499829995,1.2113747517179518e-11,1090
height,internal,seg64_64,64,64,0.17135952446324607,1.2473205800224315e-08,1090
weight,internal,seg64_1,64,1,0.33803759994427396,1.5262205867819214e-30,1090
weight,internal,seg64_2,64,2,0.33713361102830647,2.2259104014122684e-30,1090
weight,internal,seg64_3,64,3,0.33791796465786694,1.6044940317639968e-30,1090
weight,internal,seg64_4,64,4,0.34132951742126605,3.8210702410338e-31,1090
weight,internal,seg64_5,64,5,0.34402342755309856,1.2150389148062328e-31,1090
weight,internal,seg64_6,64,6,0.3469785488865659,3.4127188505583544e-32,1090
weight,internal,seg64_7,64,7,0.3500131984348509,9.132326649022378e-33,1090
weight,internal,seg64_8,64,8,0.35428481368520115,1.3931222635765597e-33,1090
weight,internal,seg64_9,64,9,0.3577325804069083,2.9900950520821556e-34,1090
weight,internal,seg64_10,64,10,0.3612453855330542,6.112858889084963e-35,1090
weight,internal,seg64_11,64,11,0.36648489171108034,5.5177704614639243e-36,1090
weight,internal,seg64_12,64,12,0.3719147480915488,4.352179426105118e-37,1090
weight,internal,seg64_13,64,13,0.3770856649268525,3.702408475730893e-38,1090
weight,internal,seg64_14,64,14,0.38233623702095426,2.895925010351271e-39,1090
weight,internal,seg64_15,64,15,0.3877258548391204,2.0163231159231213e-40,1090
weight,internal,seg64_16,64,16,0.3933949960103563,1.1582314070727137e-41,1090
weight,internal,seg64_17,64,17,0.3980144347491388,1.0831842073711349e-42,1090
weight,internal,seg64_18,64,18,0.40155575562155194,1.7165941268323752e-43,1090
weight,internal,seg64_19,64,19,0.4065538249725058,1.2272196996771154e-44,1090
weight,internal,seg64_20,64,20,0.41115535020295013,1.0391724909261788e-45,1090
weight,internal,seg64_21,64,21,0.4133352863347184,3.1830450328105947e-46,1090
weight,internal,seg64_22,64,22,0.41729156796551586,3.6352294084489106e-47,1090
weight,internal,seg64_23,64,23,0.4198708873951299,8.696809831991822e-48,1090
weight,internal,seg64_24,64,24,0.4192583519642369,1.2228300406324979e-47,1090
weight,internal,seg64_25,64,25,0.4193060303834847,1.190848770759505e-47,1090
weight,internal,seg64_26,64,26,0.42144837595073303,3.6039713885156233e-48,1090
weight,internal,seg64_27,64,27,0.4238650432834073,9.262309621141203e-49,1090
weight,internal,seg64_28,64,28,0.4278964433507134,9.367999448965244e-50,1090
weight,internal,seg64_29,64,29,0.43876295274083144,1.6649246772417317e-52,1090
weight,internal,seg64_30,64,30,0.4502585468567212,1.5887045217305729e-55,1090
weight,internal,seg64_31,64,31,0.4641042163740303,2.548819741815893e-59,1090
weight,internal,seg64_32,64,32,0.48035148461447114,5.311229274973805e-64,1090
weight,internal,seg64_33,64,33,0.49779344745327236,2.5771239757054164e-69,1090
weight,internal,seg64_34,64,34,0.5153688635298397,5.445713449503468e-75,1090
weight,internal,seg64_35,64,35,0.5320385302355561,1.0903902000445261e-80,1090
weight,internal,seg64_36,64,36,0.545710694183548,1.3190562965398326e-85,1090
weight,internal,seg64_37,64,37,0.5581728052884705,2.7296554983358125e-90,1090
weight,internal,seg64_38,64,38,0.5689957264486061,1.598835846226223e-94,1090
weight,internal,seg64_39,64,39,0.5762792734198773,1.84458326637625e-97,1090
weight,internal,seg64_40,64,40,0.5831957794381648,2.551782852322006e-100,1090
weight,internal,seg64_41,64,41,0.5893514238574402,6.366571290378168e-103,1090
weight,internal,seg64_42,64,42,0.5933273899785689,1.2378589979853331e-104,1090
weight,internal,seg64_43,64,43,0.5976878830358205,1.5427197001799904e-106,1090
weight,internal,seg64_44,64,44,0.6015358246861356,3.0428139291808474e-108,1090
weight,internal,seg64_45,64,45,0.6039094569836616,2.6296235217640787e-109,1090
weight,internal,seg64_46,64,46,0.6061195499768132,2.640535394982412e-110,1090
weight,internal,seg64_47,64,47,0.6093994991695538,8.42817670907727e-112,1090
weight,internal,seg64_48,64,48,0.6117662345590382,6.844648476491744e-113,1090
weight,internal,seg64_49,64,49,0.6137747928219349,7.992949313552337e-114,1090
weight,internal,seg64_50,64,50,0.6159440313600231,7.724471075655371e-115,1090
weight,internal,seg64_51,64,51,0.6184429435876746,5.115989697225685e-116,1090
weight,internal,seg64_52,64,52,0.620836084267411,3.714260280770155e-117,1090
weight,internal,seg64_53,64,53,0.6206422109089922,4.597454892143926e-117,1090
weight,internal,seg64_54,64,54,0.6194726366219632,1.659730679822118e-116,1090
weight,internal,seg64_55,64,55,0.6181978660143179,6.683797144927425e-116,1090
weight,internal,seg64_56,64,56,0.6122429933420845,4.11701910478093e-113,1090
weight,internal,seg64_57,64,57,0.6061306468030723,2.6101185470685318e-110,1090
weight,internal,seg64_58,64,58,0.5955485018546276,1.3374588110889514e-105,1090
weight,internal,seg64_59,64,59,0.5828139200527404,3.6854056400778183e-100,1090
weight,internal,seg64_60,64,60,0.567920174037598,4.2799982268379896e-94,1090
weight,internal,seg64_61,64,61,0.5516303862841276,8.315175473726638e-88,1090
weight,internal,seg64_62,64,62,0.5357793790550354,5.1823813495677124e-82,1090
weight,internal,seg64_63,64,63,0.5185347225753054,4.765048973236495e-76,1090
weight,internal,seg64_64,64,64,0.5017513497771253,1.4517273191031586e-70,1090
sex_M,external,seg64_1,64,1,-0.013417710192947983,0.6834417351221969,926
sex_M,external,seg64_2,64,2,-0.016554493240618168,0.6148859722670602,926
sex_M,external,seg64_3,64,3,-0.017641568705888757,0.5918521818474491,926
sex_M,external,seg64_4,64,4,-0.01737068941950839,0.597554702450208,926
sex_M,external,seg64_5,64,5,-0.01897265438958813,0.5641998033516038,926
sex_M,external,seg64_6,64,6,-0.020762268893509666,0.5280303123376549,926
sex_M,external,seg64_7,64,7,-0.021417590993289055,0.5150871920210984,926
sex_M,external,seg64_8,64,8,-0.018709137284505357,0.5696246020373358,926
sex_M,external,seg64_9,64,9,-0.0169451243337546,0.6065636311085659,926
sex_M,external,seg64_10,64,10,-0.014719115236678454,0.6546400147519087,926
sex_M,external,seg64_11,64,11,-0.01181096836474662,0.7196416583854658,926
sex_M,external,seg64_12,64,12,-0.01085109685416601,0.7415773355602636,926
sex_M,external,seg64_13,64,13,-0.010224188664194512,0.7560192141559781,926
sex_M,external,seg64_14,64,14,-0.010935485329594506,0.7396400996095667,926
sex_M,external,seg64_15,64,15,-0.011691560033259307,0.7223583706824388,926
sex_M,external,seg64_16,64,16,-0.008805447812526911,0.7890109120739448,926
sex_M,external,seg64_17,64,17,-0.005329880599705213,0.8713281673087575,926
sex_M,external,seg64_18,64,18,-0.0038881482752818122,0.9059425087744235,926
sex_M,external,seg64_19,64,19,-0.003631375582036824,0.9121280277964374,926
sex_M,external,seg64_20,64,20,-0.0037070468680296615,0.9103045767890154,926
sex_M,external,seg64_21,64,21,-0.006260882053074596,0.8491017000216101,926
sex_M,external,seg64_22,64,22,-0.00716076136398212,0.827731273796804,926
sex_M,external,seg64_23,64,23,-0.010139099653806147,0.7579860853081783,926
sex_M,external,seg64_24,64,24,-0.017095822872030993,0.6033665118816991,926
sex_M,external,seg64_25,64,25,-0.021763701097064665,0.5083182477114302,926
sex_M,external,seg64_26,64,26,-0.026890644043777154,0.41373902104386223,926
sex_M,external,seg64_27,64,27,-0.029448005966702877,0.37073692465307906,926
sex_M,external,seg64_28,64,28,-0.02941894324986607,0.3712095009910807,926
sex_M,external,seg64_29,64,29,-0.02652337040381813,0.42014807781345115,926
sex_M,external,seg64_30,64,30,-0.01696667233882139,0.6061060200327584,926
sex_M,external,seg64_31,64,31,-0.004324633796580121,0.8954410604137127,926
sex_M,external,seg64_32,64,32,0.014379638475809349,0.6621058995192938,926
sex_M,external,seg64_33,64,33,0.03632259523968491,0.26951637284711316,926
sex_M,external,seg64_34,64,34,0.05840237615141393,0.07568107726132652,926
sex_M,external,seg64_35,64,35,0.08040158420089172,0.014393164800662462,926
sex_M,external,seg64_36,64,36,0.1009467147979884,0.002101191974273324,926
sex_M,external,seg64_37,64,37,0.1199573773126605,0.00025357633222117807,926
sex_M,external,seg64_38,64,38,0.13465043033457114,3.945555887220316e-05,926
sex_M,external,seg64_39,64,39,0.14643490544430232,7.670847120454526e-06,926
sex_M,external,seg64_40,64,40,0.15408532386361187,2.468910298545896e-06,926
sex_M,external,seg64_41,64,41,0.16045138899189054,9.209836270733828e-07,926
sex_M,external,seg64_42,64,42,0.16728961205467907,3.0568214476014e-07,926
sex_M,external,seg64_43,64,43,0.17265815558681952,1.245524359365312e-07,926
sex_M,external,seg64_44,64,44,0.1800153395424358,3.475319931450868e-08,926
sex_M,external,seg64_45,64,45,0.18664034540163846,1.0515735232419246e-08,926
sex_M,external,seg64_46,64,46,0.19384801488245118,2.7247380733655383e-09,926
sex_M,external,seg64_47,64,47,0.19988877932588658,8.436928618507848e-10,926
sex_M,external,seg64_48,64,48,0.20429981678520512,3.5009950622251424e-10,926
sex_M,external,seg64_49,64,49,0.2078760412290176,1.6909193778489367e-10,926
sex_M,external,seg64_50,64,50,0.20956038918439523,1.1947419975935845e-10,926
sex_M,external,seg64_51,64,51,0.2109852885235834,8.885165200717504e-11,926
sex_M,external,seg64_52,64,52,0.2102404180065713,1.0375524257467795e-10,926
sex_M,external,seg64_53,64,53,0.21001334932560262,1.0876518355376928e-10,926
sex_M,external,seg64_54,64,54,0.21161286000654395,7.793491644268154e-11,926
sex_M,external,seg64_55,64,55,0.21151497224239874,7.954706535437828e-11,926
sex_M,external,seg64_56,64,56,0.2112889677041175,8.339458050014759e-11,926
sex_M,external,seg64_57,64,57,0.21214041017261917,6.978068013126991e-11,926
sex_M,external,seg64_58,64,58,0.20856522477602374,1.4674191794213743e-10,926
sex_M,external,seg64_59,64,59,0.20350306308173433,4.1098944480447524e-10,926
sex_M,external,seg64_60,64,60,0.19685704019050232,1.5266005933940912e-09,926
sex_M,external,seg64_61,64,61,0.18857216416023065,7.359824919568102e-09,926
sex_M,external,seg64_62,64,62,0.17609881459270374,6.902274677602162e-08,926
sex_M,external,seg64_63,64,63,0.1626259978028176,6.51733736012826e-07,926
sex_M,external,seg64_64,64,64,0.1440781644933668,1.075567301480608e-05,926
age,external,seg64_1,64,1,-0.09456542949934174,0.003973987883303256,926
age,external,seg64_2,64,2,-0.09241441003184381,0.004886540349099606,926
age,external,seg64_3,64,3,-0.08787161579952975,0.007461339296341839,926
age,external,seg64_4,64,4,-0.08419012806364223,0.010376681824361488,926
age,external,seg64_5,64,5,-0.08043318016489412,0.014354675678391618,926
age,external,seg64_6,64,6,-0.07685078503065618,0.01934116202826242,926
age,external,seg64_7,64,7,-0.07220900024978555,0.028003411264897513,926
age,external,seg64_8,64,8,-0.06622786143607119,0.04392346714965177,926
age,external,seg64_9,64,9,-0.060258873374018716,0.06682020794620139,926
age,external,seg64_10,64,10,-0.0548049181757458,0.09556863104002716,926
age,external,seg64_11,64,11,-0.04785361981963143,0.14565147849621654,926
age,external,seg64_12,64,12,-0.039373337104210954,0.23131192854385949,926
age,external,seg64_13,64,13,-0.030864901121478446,0.34815115606554536,926
age,external,seg64_14,64,14,-0.023056914325246793,0.4834446451914494,926
age,external,seg64_15,64,15,-0.015591362080551667,0.6356161729208402,926
age,external,seg64_16,64,16,-0.006553246488991602,0.8421456477043965,926
age,external,seg64_17,64,17,0.002671130500075828,0.9353039604082569,926
age,external,seg64_18,64,18,0.011781308051852941,0.720316145034388,926
age,external,seg64_19,64,19,0.020099746046488863,0.5412818010977283,926
age,external,seg64_20,64,20,0.027263618066400402,0.4072899888658929,926
age,external,seg64_21,64,21,0.03433359476980696,0.29663518102031444,926
age,external,seg64_22,64,22,0.042680598211150965,0.1944185640499446,926
age,external,seg64_23,64,23,0.05296699527751412,0.10723368409159206,926
age,external,seg64_24,64,24,0.06293894463612107,0.055548752285989295,926
age,external,seg64_25,64,25,0.0758280785451992,0.021017298744312247,926
age,external,seg64_26,64,26,0.08615410901780637,0.00871520817740834,926
age,external,seg64_27,64,27,0.09480187552535227,0.003883742659012409,926
age,external,seg64_28,64,28,0.10283561076511805,0.0017279568140975152,926
age,external,seg64_29,64,29,0.11059624196282775,0.0007482190504137408,926
age,external,seg64_30,64,30,0.1196933385371502,0.0002617209187281792,926
age,external,seg64_31,64,31,0.12805680857074814,9.320374748852048e-05,926
age,external,seg64_32,64,32,0.13721516338714518,2.7934376736839852e-05,926
age,external,seg64_33,64,33,0.14601736916649444,8.147363153092906e-06,926
age,external,seg64_34,64,34,0.15401462440536604,2.495550324840624e-06,926
age,external,seg64_35,64,35,0.1592669352139348,1.1097270219295215e-06,926
age,external,seg64_36,64,36,0.1648267404504527,4.571467711929653e-07,926
age,external,seg64_37,64,37,0.16738960690430327,3.0069026068658216e-07,926
age,external,seg64_38,64,38,0.16853673567649383,2.487619244436202e-07,926
age,external,seg64_39,64,39,0.16920770373499253,2.2251848681598622e-07,926
age,external,seg64_40,64,40,0.17124852811363248,1.5809614213321213e-07,926
age,external,seg64_41,64,41,0.17186861754349675,1.4238560185459478e-07,926
age,external,seg64_42,64,42,0.17238668867502976,1.3042580380222944e-07,926
age,external,seg64_43,64,43,0.17163011132013073,1.4824122574423465e-07,926
age,external,seg64_44,64,44,0.17146700724248126,1.523787909900731e-07,926
age,external,seg64_45,64,45,0.17141183314682096,1.538034994119518e-07,926
age,external,seg64_46,64,46,0.17018678277075638,1.8896063555533446e-07,926
age,external,seg64_47,64,47,0.1670877802035668,3.160023527889645e-07,926
age,external,seg64_48,64,48,0.1625240154314223,6.624570521424235e-07,926
age,external,seg64_49,64,49,0.1574267508759598,1.4785524620233187e-06,926
age,external,seg64_50,64,50,0.15213360216992447,3.3144632851088555e-06,926
age,external,seg64_51,64,51,0.14629534284631862,7.827083465353555e-06,926
age,external,seg64_52,64,52,0.14158483007506886,1.529168810990451e-05,926
age,external,seg64_53,64,53,0.13780500641725635,2.5779250607822853e-05,926
age,external,seg64_54,64,54,0.13400372150969964,4.3003313444936044e-05,926
age,external,seg64_55,64,55,0.13090641109652407,6.460193090456269e-05,926
age,external,seg64_56,64,56,0.12802552352687613,9.357566328751119e-05,926
age,external,seg64_57,64,57,0.1234332121098851,0.00016625759842106932,926
age,external,seg64_58,64,58,0.11830650847114091,0.0003086721132478171,926
age,external,seg64_59,64,59,0.11565282932250723,0.00042120246919329497,926
age,external,seg64_60,64,60,0.11398193581184202,0.0005105775956379711,926
age,external,seg64_61,64,61,0.1150791296526707,0.00045010007162111707,926
age,external,seg64_62,64,62,0.11414960890602321,0.0005008701899850822,926
age,external,seg64_63,64,63,0.10912107155354178,0.0008809159978368467,926
age,external,seg64_64,64,64,0.10578640214922014,0.0012649819744336066,926
height,external,seg64_1,64,1,0.09432474729445378,0.004067798337267537,926
height,external,seg64_2,64,2,0.09228706291681668,0.004946079933542253,926
height,external,seg64_3,64,3,0.09180347821803238,0.005178186906214744,926
height,external,seg64_4,64,4,0.09195866084804347,0.005102654624906876,926
height,external,seg64_5,64,5,0.08995558946185381,0.0061583545090819645,926
height,external,seg64_6,64,6,0.08655820729992324,0.008404376403650084,926
height,external,seg64_7,64,7,0.08308251797914493,0.011432923016209764,926
height,external,seg64_8,64,8,0.08261609938690417,0.011905502133376652,926
height,external,seg64_9,64,9,0.0842675542020751,0.010306196836736666,926
height,external,seg64_10,64,10,0.08585114863786894,0.008954930173809996,926
height,external,seg64_11,64,11,0.08607128042154535,0.008780172201168782,926
height,external,seg64_12,64,12,0.08332635554234966,0.011192543910401183,926
height,external,seg64_13,64,13,0.07891673068879478,0.016307541077289996,926
height,external,seg64_14,64,14,0.07471017835486018,0.022992669112226204,926
height,external,seg64_15,64,15,0.07103034238901298,0.030673583449512692,926
height,external,seg64_16,64,16,0.06930198081843947,0.034982279391362815,926
height,external,seg64_17,64,17,0.06722869686507454,0.04082164949094752,926
height,external,seg64_18,64,18,0.06544836833262857,0.04647484260093918,926
height,external,seg64_19,64,19,0.0649582799616576,0.04814187374036638,926
height,external,seg64_20,64,20,0.06402641740587398,0.05145006141186372,926
height,external,seg64_21,64,21,0.06036551865569203,0.06633826276091273,926
height,external,seg64_22,64,22,0.05578823851583459,0.08975748887382964,926
height,external,seg64_23,64,23,0.05013238135272907,0.12739912816257049,926
height,external,seg64_24,64,24,0.0410807235086086,0.21168873714148506,926
height,external,seg64_25,64,25,0.03130327632524788,0.3413440288224699,926
height,external,seg64_26,64,26,0.019618639435018223,0.5510075174709583,926
height,external,seg64_27,64,27,0.0098824169557521,0.7639288571684749,926
height,external,seg64_28,64,28,0.003097600347316041,0.9250029886195661,926
height,external,seg64_29,64,29,-0.00024514998598478,0.9940558959203433,926
height,external,seg64_30,64,30,0.00024949354699548877,0.9939505804376635,926
height,external,seg64_31,64,31,0.0024558162029901676,0.9405088914601758,926
height,external,seg64_32,64,32,0.008351798895878695,0.7996435416873819,926
height,external,seg64_33,64,33,0.0187401731259894,0.5689844049956507,926
height,external,seg64_34,64,34,0.028611576807960813,0.3844865679457768,926
height,external,seg64_35,64,35,0.039801803263645734,0.2262703510619008,926
height,external,seg64_36,64,36,0.05047055765279579,0.12484887087052236,926
