clinic_var,cohort,predictor,n_seg,segment,r,p_value,n
height,external,seg64_37,64,37,0.060848370119826245,0.06419183319115043,926
height,external,seg64_38,64,38,0.07004689693970192,0.033065783765500206,926
height,external,seg64_39,64,39,0.07722635412077763,0.01875558257522779,926
height,external,seg64_40,64,40,0.08241370012863031,0.012115899025562676,926
height,external,seg64_41,64,41,0.08617076560968606,0.008702196011098654,926
height,external,seg64_42,64,42,0.08967181184791734,0.006322831208505885,926
height,external,seg64_43,64,43,0.09301068730049462,0.004616279367935589,926
height,external,seg64_44,64,44,0.09678953114167231,0.003195519330455669,926
height,external,seg64_45,64,45,0.10046167598703928,0.0022082720446938565,926
height,external,seg64_46,64,46,0.10566763911998467,0.0012811536284910736,926
height,external,seg64_47,64,47,0.11068037071185138,0.0007412407991375537,926
height,external,seg64_48,64,48,0.11478968059228736,0.0004653711071101236,926
height,external,seg64_49,64,49,0.11807922428004611,0.000317079832244072,926
height,external,seg64_50,64,50,0.12106447593075675,0.00022194174068911014,926
height,external,seg64_51,64,51,0.12393829934346615,0.00015622136792538293,926
height,external,seg64_52,64,52,0.12604962908012068,0.00012011583672323497,926
height,external,seg64_53,64,53,0.12818387400193595,9.17074751078874e-05,926
height,external,seg64_54,64,54,0.13269191562358304,5.114839645308808e-05,926
height,external,seg64_55,64,55,0.13563857383905337,3.456562566624885e-05,926
height,external,seg64_56,64,56,0.1375425596320629,2.6717904010583536e-05,926
height,external,seg64_57,64,57,0.14083849345996327,1.6970839004989814e-05,926
height,external,seg64_58,64,58,0.1402788062243765,1.8343648829638305e-05,926
height,external,seg64_59,64,59,0.1372518208998455,2.7795602893128278e-05,926
height,external,seg64_60,64,60,0.13330364285148932,4.718353454742039e-05,926
height,external,seg64_61,64,61,0.12747776683192955,0.00010031848182141057,926
height,external,seg64_62,64,62,0.12043577894147461,0.00023942073650886999,926
height,external,seg64_63,64,63,0.10965012232720356,0.0008310039609997229,926
height,external,seg64_64,64,64,0.09417895044245603,0.004125596875590172,926
weight,external,seg64_1,64,1,0.2816254428515053,2.419936548416858e-18,926
weight,external,seg64_2,64,2,0.279692838081924,4.1974779398412896e-18,926
weight,external,seg64_3,64,3,0.28029566487720015,3.536578426285322e-18,926
weight,external,seg64_4,64,4,0.28140907373695345,2.5744011179293992e-18,926
weight,external,seg64_5,64,5,0.2812140469837695,2.721933582552103e-18,926
weight,external,seg64_6,64,6,0.2810157948321701,2.8804435788006937e-18,926
weight,external,seg64_7,64,7,0.28082551527834143,3.041123083035613e-18,926
weight,external,seg64_8,64,8,0.284513824636418,1.0539153719659202e-18,926
weight,external,seg64_9,64,9,0.28661920129164714,5.714753496656611e-19,926
weight,external,seg64_10,64,10,0.28729185709874694,4.694579317755171e-19,926
weight,external,seg64_11,64,11,0.2872381588896488,4.768949596434599e-19,926
weight,external,seg64_12,64,12,0.2848860982947881,9.461711873036213e-19,926
weight,external,seg64_13,64,13,0.2815829780676314,2.449513368897961e-18,926
weight,external,seg64_14,64,14,0.27964906692883573,4.249950094474205e-18,926
weight,external,seg64_15,64,15,0.2774654849780879,7.876199573049313e-18,926
weight,external,seg64_16,64,16,0.27997548027346947,3.873696172880508e-18,926
weight,external,seg64_17,64,17,0.28302589307007575,1.6191987047367606e-18,926
weight,external,seg64_18,64,18,0.28790897934428883,3.917806659002587e-19,926
weight,external,seg64_19,64,19,0.29380313625214044,6.806450088209079e-20,926
weight,external,seg64_20,64,20,0.298099578985836,1.8515056362458748e-20,926
weight,external,seg64_21,64,21,0.3008934745055335,7.846857969784078e-21,926
weight,external,seg64_22,64,22,0.3010285728551596,7.525997693654614e-21,926
weight,external,seg64_23,64,23,0.2988895612839565,1.4538527065161004e-20,926
weight,external,seg64_24,64,24,0.2931397975524276,8.305394520829112e-20,926
weight,external,seg64_25,64,25,0.28867578410605355,3.12726443167941e-19,926
weight,external,seg64_26,64,26,0.2842237021367946,1.1461920500190002e-18,926
weight,external,seg64_27,64,27,0.2824201472882941,1.9270870952294986e-18,926
weight,external,seg64_28,64,28,0.2843356906063129,1.1096652252304158e-18,926
weight,external,seg64_29,64,29,0.2878447212709737,3.9923767434808475e-19,926
weight,external,seg64_30,64,30,0.29585769136451123,3.662230102679201e-20,926
weight,external,seg64_31,64,31,0.30623624264890126,1.4801723387476157e-21,926
weight,external,seg64_32,64,32,0.3199711255001303,1.7308570919757306e-23,926
weight,external,seg64_33,64,33,0.33699654832222603,5.0148873470876304e-26,926
weight,external,seg64_34,64,34,0.35394257362259973,1.0266211597859487e-28,926
weight,external,seg64_35,64,35,0.37038788927516,1.7413689096627214e-31,926
weight,external,seg64_36,64,36,0.38460273398901335,5.169142399149335e-34,926
weight,external,seg64_37,64,37,0.3970074971351891,2.533006584134681e-36,926
weight,external,seg64_38,64,38,0.40591368302947206,4.826128700900724e-38,926
weight,external,seg64_39,64,39,0.4122496685974053,2.677819105567917e-39,926
weight,external,seg64_40,64,40,0.4153024728729433,6.501321097770349e-40,926
weight,external,seg64_41,64,41,0.41527547212324745,6.583653535911515e-40,926
weight,external,seg64_42,64,42,0.41362707023228823,1.416393779460063e-39,926
weight,external,seg64_43,64,43,0.4113231593425928,4.103074677848743e-39,926
weight,external,seg64_44,64,44,0.40769430201047,2.1547648182625332e-38,926
weight,external,seg64_45,64,45,0.4041124833021459,1.085656687792204e-37,926
weight,external,seg64_46,64,46,0.4017487707341751,3.1223129276781822e-37,926
weight,external,seg64_47,64,47,0.3978788749642887,1.728424850529124e-36,926
weight,external,seg64_48,64,48,0.39401560793545753,9.328033300938202e-36,926
weight,external,seg64_49,64,49,0.38959772742446785,6.240323718321033e-35,926
weight,external,seg64_50,64,50,0.3845814393220834,5.215538303986891e-34,926
weight,external,seg64_51,64,51,0.37917258871923787,4.940255087325564e-33,926
weight,external,seg64_52,64,52,0.37455407414919806,3.258981413841068e-32,926
weight,external,seg64_53,64,53,0.3705617407963895,1.6245471934842654e-31,926
weight,external,seg64_54,64,54,0.3694879649341809,2.492920055420107e-31,926
weight,external,seg64_55,64,55,0.36935300339615085,2.630472468615396e-31,926
weight,external,seg64_56,64,56,0.3673593187720203,5.79846704121689e-31,926
weight,external,seg64_57,64,57,0.36687964748126217,7.007207602660388e-31,926
weight,external,seg64_58,64,58,0.3637526207773259,2.3890142737929166e-30,926
weight,external,seg64_59,64,59,0.3582747172622144,1.982568373616722e-29,926
weight,external,seg64_60,64,60,0.35326669984661635,1.3238427473047322e-28,926
weight,external,seg64_61,64,61,0.34919716350663377,6.040675784853048e-28,926
weight,external,seg64_62,64,62,0.346849869396817,1.4353574393858991e-27,926
weight,external,seg64_63,64,63,0.3429102116643132,6.03500753023797e-27,926
weight,external,seg64_64,64,64,0.33744476029229337,4.2781785433422147e-26,926
sex_M,internal,seg128_1,128,1,-0.0146667723364918,0.6286015769234422,1090
sex_M,internal,seg128_2,128,2,-0.016887076977093032,0.5775756994090958,1090
sex_M,internal,seg128_3,128,3,-0.01986087357441836,0.5124536347500394,1090
sex_M,internal,seg128_4,128,4,-0.022250956481356624,0.46303005712565176,1090
sex_M,internal,seg128_5,128,5,-0.024437499854552232,0.4202415152669861,1090
sex_M,internal,seg128_6,128,6,-0.025805853111525473,0.3946870104554269,1090
sex_M,internal,seg128_7,128,7,-0.026733557829936375,0.3779080921461219,1090
sex_M,internal,seg128_8,128,8,-0.02711694044989245,0.37110414486640164,1090
sex_M,internal,seg128_9,128,9,-0.027449403324794147,0.36526575633985153,1090
sex_M,internal,seg128_10,128,10,-0.026996656658145737,0.3732306200713162,1090
sex_M,internal,seg128_11,128,11,-0.02644748737895848,0.38303468823118836,1090
sex_M,internal,seg128_12,128,12,-0.02621161749210601,0.3872934938456284,1090
sex_M,internal,seg128_13,128,13,-0.026228778300239952,0.38698267351058,1090
sex_M,internal,seg128_14,128,14,-0.025766155997096342,0.3954148895706915,1090
sex_M,internal,seg128_15,128,15,-0.024660382263332607,0.41601415617150267,1090
sex_M,internal,seg128_16,128,16,-0.02294338829071757,0.44922371888800167,1090
sex_M,internal,seg128_17,128,17,-0.02167196260796767,0.4747536264348233,1090
sex_M,internal,seg128_18,128,18,-0.020068338761677084,0.508057352771465,1090
sex_M,internal,seg128_19,128,19,-0.01837203199502012,0.5445741632250877,1090
sex_M,internal,seg128_20,128,20,-0.016942651737042562,0.5763238531662555,1090
sex_M,internal,seg128_21,128,21,-0.015167590639707863,0.6169240817491446,1090
sex_M,internal,seg128_22,128,22,-0.012483362194753796,0.6805716372196216,1090
sex_M,internal,seg128_23,128,23,-0.01015376329100387,0.7377367389599997,1090
sex_M,internal,seg128_24,128,24,-0.007958109659827215,0.7929815747260771,1090
sex_M,internal,seg128_25,128,25,-0.006418947648705299,0.8323554994209907,1090
sex_M,internal,seg128_26,128,26,-0.005028771848124754,0.8682858581493548,1090
sex_M,internal,seg128_27,128,27,-0.0033606746826402197,0.9117541861468388,1090
sex_M,internal,seg128_28,128,28,-0.0009672081679420151,0.9745550769889428,1090
sex_M,internal,seg128_29,128,29,0.0013950924501585221,0.9633051822453724,1090
sex_M,internal,seg128_30,128,30,0.0037438613666954425,0.9017406719724659,1090
sex_M,internal,seg128_31,128,31,0.005232282504380174,0.8630070774205679,1090
sex_M,internal,seg128_32,128,32,0.006774191005183875,0.8232266431392107,1090
sex_M,internal,seg128_33,128,33,0.008318660113964524,0.7838299414116899,1090
sex_M,internal,seg128_34,128,34,0.008401310523060309,0.7817362263169806,1090
sex_M,internal,seg128_35,128,35,0.008944169984324922,0.7680243002839195,1090
sex_M,internal,seg128_36,128,36,0.0099594253029783,0.7425769097148511,1090
sex_M,internal,seg128_37,128,37,0.011650334415330824,0.7008233828800813,1090
sex_M,internal,seg128_38,128,38,0.012574928100133699,0.6783592238759327,1090
sex_M,internal,seg128_39,128,39,0.013022928288369538,0.6675748256913675,1090
sex_M,internal,seg128_40,128,40,0.013552012357575482,0.6549264341570898,1090
sex_M,internal,seg128_41,128,41,0.012309365837816591,0.6847832930832585,1090
sex_M,internal,seg128_42,128,42,0.010491998470575681,0.7293374882880282,1090
sex_M,internal,seg128_43,128,43,0.009966965159208759,0.7423889314239028,1090
sex_M,internal,seg128_44,128,44,0.009082888148321956,0.7645318689127979,1090
sex_M,internal,seg128_45,128,45,0.008166915846905307,0.7876780158787802,1090
sex_M,internal,seg128_46,128,46,0.006938013774382256,0.8190247680140007,1090
sex_M,internal,seg128_47,128,47,0.003576218830587629,0.9061197161741391,1090
sex_M,internal,seg128_48,128,48,0.000363277450498134,0.9904416531829329,1090
sex_M,internal,seg128_49,128,49,-0.0009474743326649791,0.9750740563379211,1090
sex_M,internal,seg128_50,128,50,-0.001774359381442811,0.9533395549183635,1090
sex_M,internal,seg128_51,128,51,-0.001396125891967432,0.9632780190143058,1090
sex_M,internal,seg128_52,128,52,-0.0005223612748389075,0.9862562817982864,1090
sex_M,internal,seg128_53,128,53,-0.000791656296603719,0.9791722610783783,1090
sex_M,internal,seg128_54,128,54,-0.00031878815011354006,0.9916121839346365,1090
sex_M,internal,seg128_55,128,55,0.0007408293874892925,0.9805091948964103,1090
sex_M,internal,seg128_56,128,56,0.005748302451490153,0.8496501186642526,1090
sex_M,internal,seg128_57,128,57,0.014469734565684506,0.6332216503241948,1090
sex_M,internal,seg128_58,128,58,0.022797527156852165,0.4521124914891046,1090
sex_M,internal,seg128_59,128,59,0.03167531275286348,0.29610274559879707,1090
sex_M,internal,seg128_60,128,60,0.04038945726425049,0.18270329001166474,1090
sex_M,internal,seg128_61,128,61,0.04916143139637919,0.10476255559086248,1090
sex_M,internal,seg128_62,128,62,0.059499537736163226,0.04954491742378488,1090
sex_M,internal,seg128_63,128,63,0.0718104575544438,0.017731665234450345,1090
sex_M,internal,seg128_64,128,64,0.08516528119542457,0.004898537398063158,1090
sex_M,internal,seg128_65,128,65,0.09767348098961295,0.0012434246378386082,1090
sex_M,internal,seg128_66,128,66,0.11044362440401344,0.0002588811826193743,1090
sex_M,internal,seg128_67,128,67,0.12209849364722657,5.308663061508403e-05,1090
sex_M,internal,seg128_68,128,68,0.1337076400285913,9.457700048109878e-06,1090
sex_M,internal,seg128_69,128,69,0.14732632127157413,1.0337687865810498e-06,1090
sex_M,internal,seg128_70,128,70,0.16024094794557675,1.0450397982321786e-07,1090
sex_M,internal,seg128_71,128,71,0.17185676429581323,1.1304341203016856e-08,1090
sex_M,internal,seg128_72,128,72,0.18259248188171817,1.2591799857170986e-09,1090
sex_M,internal,seg128_73,128,73,0.19312483994887392,1.2815187125296922e-10,1090
sex_M,internal,seg128_74,128,74,0.20440564102515785,9.572084429818564e-12,1090
sex_M,internal,seg128_75,128,75,0.2151836892796587,6.9483075262945e-13,1090
sex_M,internal,seg128_76,128,76,0.22508552911421684,5.5028387361021506e-14,1090
sex_M,internal,seg128_77,128,77,0.2342528062963189,4.715615692595497e-15,1090
sex_M,internal,seg128_78,128,78,0.2427142675136757,4.442006257187468e-16,1090
sex_M,internal,seg128_79,128,79,0.2506963577905986,4.396624372147939e-17,1090
sex_M,internal,seg128_80,128,80,0.25894510505704016,3.691844151473326e-18,1090
sex_M,internal,seg128_81,128,81,0.26692637071998,3.0841002868905017e-19,1090
sex_M,internal,seg128_82,128,82,0.2745792944239507,2.6339322093701693e-20,1090
sex_M,internal,seg128_83,128,83,0.28129441983037595,2.848517203810224e-21,1090
sex_M,internal,seg128_84,128,84,0.28758989296442966,3.3465056803622045e-22,1090
sex_M,internal,seg128_85,128,85,0.2934728162747057,4.304386787290528e-23,1090
sex_M,internal,seg128_86,128,86,0.29948833939184794,5.027257559263125e-24,1090
sex_M,internal,seg128_87,128,87,0.30532193899377524,5.965392357929422e-25,1090
sex_M,internal,seg128_88,128,88,0.31096897763776987,7.233208024827551e-26,1090
sex_M,internal,seg128_89,128,89,0.31644530590373293,8.943564792581986e-27,1090
sex_M,internal,seg128_90,128,90,0.32207812462031565,9.94922266498156e-28,1090
sex_M,internal,seg128_91,128,91,0.3271357182589888,1.3305296406312063e-28,1090
sex_M,internal,seg128_92,128,92,0.3327503789685181,1.3629309843562827e-29,1090
sex_M,internal,seg128_93,128,93,0.3384593825842924,1.2792719240186542e-30,1090
sex_M,internal,seg128_94,128,94,0.34388589326107905,1.2885845811448357e-31,1090
sex_M,internal,seg128_95,128,95,0.3500214259134703,9.099565902651122e-33,1090
sex_M,internal,seg128_96,128,96,0.35485002040703073,1.0839191747802719e-33,1090
sex_M,internal,seg128_97,128,97,0.3597192383612874,1.2213375600457815e-34,1090
sex_M,internal,seg128_98,128,98,0.36525324147773597,9.750754263333502e-36,1090
sex_M,internal,seg128_99,128,99,0.37079252057048845,7.386148472820953e-37,1090
sex_M,internal,seg128_100,128,100,0.3765037035918446,4.896700341461018e-38,1090
sex_M,internal,seg128_101,128,101,0.38127990843060827,4.853638065648237e-39,1090
sex_M,internal,seg128_102,128,102,0.38539635138811346,6.417913103926457e-40,1090
sex_M,internal,seg128_103,128,103,0.3894319453666881,8.584439307023961e-41,1090
sex_M,internal,seg128_104,128,104,0.3919073218909902,2.464590064647286e-41,1090
sex_M,internal,seg128_105,128,105,0.3951375463489895,4.759021185788312e-42,1090
sex_M,internal,seg128_106,128,106,0.3986329616109776,7.864425695274516e-43,1090
sex_M,internal,seg128_107,128,107,0.4004346881059968,3.0830671957147294e-43,1090
sex_M,internal,seg128_108,128,108,0.4014838979340626,1.782370103031554e-43,1090
sex_M,internal,seg128_109,128,109,0.40201265547956677,1.351261298361218e-43,1090
sex_M,internal,seg128_110,128,110,0.4024399387142133,1.079942810817906e-43,1090
sex_M,internal,seg128_111,128,111,0.4022497519490591,1.1932856018336394e-43,1090
sex_M,internal,seg128_112,128,112,0.4024272294516184,1.0871715590567353e-43,1090
sex_M,internal,seg128_113,128,113,0.4016678003018845,1.6188123653418665e-43,1090
sex_M,internal,seg128_114,128,114,0.3991616704204134,5.978434645679469e-43,1090
sex_M,internal,seg128_115,128,115,0.39698936825503756,1.8385392416971143e-42,1090
sex_M,internal,seg128_116,128,116,0.3929515315355526,1.451210758268956e-41,1090
sex_M,internal,seg128_117,128,117,0.391459809728156,3.0907768618238005e-41,1090
sex_M,internal,seg128_118,128,118,0.3881342663727663,1.6443110282977035e-40,1090
sex_M,internal,seg128_119,128,119,0.3811932616004994,5.063230472769015e-39,1090
sex_M,internal,seg128_120,128,120,0.37226469840791465,3.6888328193402974e-37,1090
sex_M,internal,seg128_121,128,121,0.3618886916060199,4.560870551793612e-35,1090
sex_M,internal,seg128_122,128,122,0.3498918549325921,9.62930749662721e-33,1090
sex_M,internal,seg128_123,128,123,0.33593450701101735,3.6648961963114825e-30,1090
sex_M,internal,seg128_124,128,124,0.32052687032230265,1.830091030156105e-27,1090
sex_M,internal,seg128_125,128,125,0.30171120288375486,2.244341828425901e-24,1090
sex_M,internal,seg128_126,128,126,0.28285769160609986,1.6822599659941701e-21,1090
sex_M,internal,seg128_127,128,127,0.2632608331162757,9.746261282603022e-19,1090
sex_M,internal,seg128_128,128,128,0.24697538927450954,1.3056220477422152e-16,1090
age,internal,seg128_1,128,1,-0.08300469180035512,0.006106621390632659,1090
age,internal,seg128_2,128,2,-0.08466005300289398,0.0051598760965480515,1090
age,internal,seg128_3,128,3,-0.08534321065185707,0.0048093863561410495,1090
age,internal,seg128_4,128,4,-0.08524572162227734,0.0048580496842441975,1090
age,internal,seg128_5,128,5,-0.08429041871811732,0.00535897626838542,1090
age,internal,seg128_6,128,6,-0.08379696466262515,0.005635563722878765,1090
age,internal,seg128_7,128,7,-0.08421301692350391,0.00540153515710063,1090
age,internal,seg128_8,128,8,-0.0837666155682669,0.005652987328519401,1090
age,internal,seg128_9,128,9,-0.08226458087951918,0.006578350250007499,1090
age,internal,seg128_10,128,10,-0.08053752738995912,0.007808735511791471,1090
age,internal,seg128_11,128,11,-0.0784917197341483,0.009529701207381164,1090
age,internal,seg128_12,128,12,-0.07655697594399968,0.011459968738444008,1090
age,internal,seg128_13,128,13,-0.07538250177943101,0.012794033640796003,1090
age,internal,seg128_14,128,14,-0.0741658157008299,0.014319002426370289,1090
age,internal,seg128_15,128,15,-0.07275063402889986,0.01629230266184144,1090
age,internal,seg128_16,128,16,-0.0708869041278472,0.019252717899635372,1090
age,internal,seg128_17,128,17,-0.0684468526304268,0.023831135594794276,1090
age,internal,seg128_18,128,18,-0.06569133098157381,0.03010825524839856,1090
age,internal,seg128_19,128,19,-0.06258901864774533,0.038824646382961236,1090
age,internal,seg128_20,128,20,-0.060076330404617184,0.04737364216924261,1090
age,internal,seg128_21,128,21,-0.057286692612818726,0.05866288502172123,1090
age,internal,seg128_22,128,22,-0.05405738291818011,0.07442866655158169,1090
age,internal,seg128_23,128,23,-0.05033522531499022,0.09671925525820317,1090
age,internal,seg128_24,128,24,-0.045369225892565146,0.13441306421712873,1090
age,internal,seg128_25,128,25,-0.039905953209505164,0.18800169148763055,1090
age,internal,seg128_26,128,26,-0.03535445492990536,0.24351019511727873,1090
age,internal,seg128_27,128,27,-0.0309950136272633,0.3066027558781852,1090
age,internal,seg128_28,128,28,-0.025225028316188294,0.40541748588793153,1090
age,internal,seg128_29,128,29,-0.020325520746526052,0.5026351046152592,1090
age,internal,seg128_30,128,30,-0.015544720531709163,0.6081938149677724,1090
age,internal,seg128_31,128,31,-0.009669930608817238,0.7498058814523956,1090
age,internal,seg128_32,128,32,-0.003419375876664415,0.9102192460164902,1090
age,internal,seg128_33,128,33,0.002097302326689931,0.9448595764911983,1090
age,internal,seg128_34,128,34,0.008259516515744804,0.7853291385901614,1090
age,internal,seg128_35,128,35,0.014175363232759978,0.6401506177964091,1090
age,internal,seg128_36,128,36,0.02019718795281354,0.5053369601041287,1090
age,internal,seg128_37,128,37,0.026112194745262843,0.3890972505622758,1090
age,internal,seg128_38,128,38,0.0332336873906451,0.2729654509201066,1090
age,internal,seg128_39,128,39,0.03979411568494312,0.1892432112555423,1090
age,internal,seg128_40,128,40,0.04568078069960556,0.13175578381136158,1090
age,internal,seg128_41,128,41,0.05261803223839694,0.08249281092399789,1090
age,internal,seg128_42,128,42,0.05923080280256049,0.050584660114305936,1090
age,internal,seg128_43,128,43,0.06571134208007652,0.030057991147018747,1090
age,internal,seg128_44,128,44,0.07258092890043844,0.016544267004727213,1090
age,internal,seg128_45,128,45,0.07961974599501265,0.008543072918585033,1090
age,internal,seg128_46,128,46,0.0868128817919632,0.004127256985964971,1090
age,internal,seg128_47,128,47,0.09271886469553209,0.002182402359502631,1090
age,internal,seg128_48,128,48,0.09965131959831963,0.000986210401207629,1090
age,internal,seg128_49,128,49,0.10631093354033369,0.0004384118832249866,1090
age,internal,seg128_50,128,50,0.11376823284369354,0.00016722215359318485,1090
age,internal,seg128_51,128,51,0.12171987261880146,5.601988256762852e-05,1090
age,internal,seg128_52,128,52,0.12881649984271443,1.991869950561073e-05,1090
age,internal,seg128_53,128,53,0.13783439651732435,4.9424200051672584e-06,1090
age,internal,seg128_54,128,54,0.1465573744991336,1.1778817339900423e-06,1090
age,internal,seg128_55,128,55,0.15398633535343015,3.2464718675713824e-07,1090
age,internal,seg128_56,128,56,0.16018481255414488,1.0559350060559837e-07,1090
age,internal,seg128_57,128,57,0.1668516286292837,3.004101229261145e-08,1090
age,internal,seg128_58,128,58,0.17476562970842152,6.3205889803888584e-09,1090
age,internal,seg128_59,128,59,0.1836302404257123,1.011210979924191e-09,1090
age,internal,seg128_60,128,60,0.190873240402329,2.1119251214506132e-10,1090
age,internal,seg128_61,128,61,0.19735363842792988,4.9333817010520586e-11,1090
age,internal,seg128_62,128,62,0.20173381688882447,1.7942650378105088e-11,1090
age,internal,seg128_63,128,63,0.20680262401352356,5.407496335521011e-12,1090
age,internal,seg128_64,128,64,0.21317345054758768,1.1455850600316062e-12,1090
age,internal,seg128_65,128,65,0.21850159446009182,3.0112150211608213e-13,1090
age,internal,seg128_66,128,66,0.2236859142358674,7.933530734496727e-14,1090
age,internal,seg128_67,128,67,0.2274929691473448,2.916164036333151e-14,1090
age,internal,seg128_68,128,68,0.23029816496171768,1.3787568951817278e-14,1090
age,internal,seg128_69,128,69,0.23317425589987964,6.3309507651131565e-15,1090
age,internal,seg128_70,128,70,0.23720458589557392,2.0899616557251366e-15,1090
age,internal,seg128_71,128,71,0.24090934004454173,7.409061180654622e-16,1090
age,internal,seg128_72,128,72,0.24287540704852878,4.2428216284339063e-16,1090
age,internal,seg128_73,128,73,0.2452938105793731,2.1226734917312954e-16,1090
age,internal,seg128_74,128,74,0.24795857537326105,9.810146784226779e-17,1090
age,internal,seg128_75,128,75,0.24973238399297285,5.838866214132593e-17,1090
age,internal,seg128_76,128,76,0.2514577027641558,3.5110548985163403e-17,1090
age,internal,seg128_77,128,77,0.25337510805653446,1.985988019893365e-17,1090
age,internal,seg128_78,128,78,0.25537385912427085,1.0909231548986509e-17,1090
age,internal,seg128_79,128,79,0.25688595748805976,6.909526752334498e-18,1090
age,internal,seg128_80,128,80,0.25738984910659496,5.93009327419317e-18,1090
age,internal,seg128_81,128,81,0.257811884334315,5.216118622842657e-18,1090
age,internal,seg128_82,128,82,0.2588550822955321,3.794848919870624e-18,1090
age,internal,seg128_83,128,83,0.2607374196610459,2.1297738237862513e-18,1090
age,internal,seg128_84,128,84,0.2627277949560233,1.1504237650530502e-18,1090
age,internal,seg128_85,128,85,0.2640040751889896,7.729355295758893e-19,1090
age,internal,seg128_86,128,86,0.26439076410794093,6.849015974881512e-19,1090
age,internal,seg128_87,128,87,0.2647655095134196,6.090494411133242e-19,1090
age,internal,seg128_88,128,88,0.2647953060474399,6.033869542499792e-19,1090
age,internal,seg128_89,128,89,0.26482616847653273,5.975766585730333e-19,1090
age,internal,seg128_90,128,90,0.2643092180162535,7.02602858783362e-19,1090
age,internal,seg128_91,128,91,0.26309517031341023,1.0262156446715356e-18,1090
age,internal,seg128_92,128,92,0.2610173470808793,1.953679901491079e-18,1090
age,internal,seg128_93,128,93,0.2585770977492071,4.131136124975789e-18,1090
age,internal,seg128_94,128,94,0.2559049375619925,9.29565168000152e-18,1090
age,internal,seg128_95,128,95,0.2532811170654933,2.042470302842672e-17,1090
age,internal,seg128_96,128,96,0.2512356512350322,3.749393806264868e-17,1090
age,internal,seg128_97,128,97,0.24926749728605171,6.692061198050973e-17,1090
age,internal,seg128_98,128,98,0.24709746354312143,1.2601821649646132e-16,1090
age,internal,seg128_99,128,99,0.2442823073623268,2.83844014719651e-16,1090
age,internal,seg128_100,128,100,0.2423988591610744,4.858883214776542e-16,1090
age,internal,seg128_101,128,101,0.2390208720831758,1.2597661504186288e-15,1090
age,internal,seg128_102,128,102,0.23506350118683636,3.77535147436068e-15,1090
age,internal,seg128_103,128,103,0.23247710383927034,7.65279530786379e-15,1090
age,internal,seg128_104,128,104,0.23111582990089158,1.1062452920608022e-14,1090
age,internal,seg128_105,128,105,0.23017479420880205,1.425232376617018e-14,1090
age,internal,seg128_106,128,106,0.22963454141234982,1.6475468814874542e-14,1090
age,internal,seg128_107,128,107,0.22793312525301435,2.594480046679535e-14,1090
age,internal,seg128_108,128,108,0.22441231294642877,6.563579468466879e-14,1090
age,internal,seg128_109,128,109,0.22045594963938636,1.8284086452194703e-13,1090
age,internal,seg128_110,128,110,0.21720188336082347,4.185004540560431e-13,1090
age,internal,seg128_111,128,111,0.21543428046820973,6.526170548299209e-13,1090
age,internal,seg128_112,128,112,0.21357535738901728,1.037016235223284e-12,1090
age,internal,seg128_113,128,113,0.21117936000689286,1.8719789671350864e-12,1090
age,internal,seg128_114,128,114,0.20682879227720619,5.373681483807181e-12,1090
age,internal,seg128_115,128,115,0.20229198551306193,1.5746699685768812e-11,1090
age,internal,seg128_116,128,116,0.19822028871651687,4.046043176426144e-11,1090
age,internal,seg128_117,128,117,0.19391879995263045,1.0729909390600186e-10,1090
age,internal,seg128_118,128,118,0.19039341813847296,2.347322946012434e-10,1090
age,internal,seg128_119,128,119,0.1884472227350849,3.5933929561272875e-10,1090
age,internal,seg128_120,128,120,0.18790602312129256,4.0418819982731294e-10,1090
age,internal,seg128_121,128,121,0.1876147702961542,4.305364312566385e-10,1090
age,internal,seg128_122,128,122,0.1883388738650018,3.6791107308580145e-10,1090
age,internal,seg128_123,128,123,0.18844834684623352,3.592513927294633e-10,1090
age,internal,seg128_124,128,124,0.18915720532753927,3.0779885017410555e-10,1090
age,internal,seg128_125,128,125,0.1895518535345767,2.8234498075628755e-10,1090
age,internal,seg128_126,128,126,0.18838368564566882,3.6434198411165477e-10,1090
age,internal,seg128_127,128,127,0.18553183691814795,6.743429379891723e-10,1090
age,internal,seg128_128,128,128,0.1843061113267275,8.760190341801224e-10,1090
height,internal,seg128_1,128,1,0.13227907012846662,1.1788189938873753e-05,1090
height,internal,seg128_2,128,2,0.13185480744004535,1.2579657936815197e-05,1090
height,internal,seg128_3,128,3,0.13118920178068366,1.3924223350457885e-05,1090
height,internal,seg128_4,128,4,0.13050238908425998,1.545454523488209e-05,1090
height,internal,seg128_5,128,5,0.12991494801628845,1.6889258404681588e-05,1090
height,internal,seg128_6,128,6,0.1302848364324447,1.5971791906021146e-05,1090
height,internal,seg128_7,128,7,0.13105203646825253,1.4217821035150282e-05,1090
height,internal,seg128_8,128,8,0.13176804303254963,1.2747638508560801e-05,1090
height,internal,seg128_9,128,9,0.131948551595413,1.2400535517194333e-05,1090
height,internal,seg128_10,128,10,0.1327674793205428,1.0935829023773686e-05,1090
height,internal,seg128_11,128,11,0.13318060880137592,1.0261033132067392e-05,1090
height,internal,seg128_12,128,12,0.1336431504999326,9.552675956070164e-06,1090
height,internal,seg128_13,128,13,0.13424051394971132,8.7066684794358e-06,1090
height,internal,seg128_14,128,14,0.1349983907448067,7.735901747647149e-06,1090
height,internal,seg128_15,128,15,0.13614810127333796,6.458010825613377e-06,1090
