feature,model,section,n,auc_baseline,auc_extended,auc_diff,z,p_value,q_value_bh
MI,clinic4_lama_slope,curve_slope,3130,0.742983302035223,0.7550626808100289,0.012079378774805916,0.6497951028592769,0.5158245826507943,0.7940557852863649
MI,clinic4_tama_slope,curve_slope,3130,0.742983302035223,0.7225803177181139,-0.020402984317109074,-2.7154222215018846,0.0066191322274024526,0.08362902340780592
Stroke,clinic4_bmi,scalar,3130,0.5845119090311398,0.5831558932520471,-0.001356015779092723,-1.614571856515957,0.10640344418026587,0.3783233570853898
Stroke,clinic4_smi,scalar,3130,0.5845119090311398,0.576388888888889,-0.008123020142250859,-1.4517740076687717,0.1465644534082558,0.4466726199108748
Stroke,clinic4_vat,scalar,3130,0.5845119090311398,0.5881335544797084,0.003621645448568578,0.3060030784489202,0.7596023018777984,0.9518053628538443
Stroke,clinic4_sat,scalar,3130,0.5845119090311398,0.570867700675393,-0.013644208355746756,-2.250723648863245,0.024403045965180722,0.18020710866594994
Stroke,clinic4_imata,scalar,3130,0.5845119090311398,0.5942524355985894,0.009740526567449614,1.2699688042823933,0.20409574252390006,0.5023895200588309
Stroke,clinic4_nama,scalar,3130,0.5845119090311398,0.5687309485386408,-0.015780960492498997,-2.9123317066451473,0.003587414542613658,0.08362902340780592
Stroke,clinic4_lama,scalar,3130,0.5845119090311398,0.5877749387364772,0.003263029705337428,0.3690967256887876,0.7120556294396196,0.9380375880137763
Stroke,clinic4_tama,scalar,3130,0.5845119090311398,0.5747639113023728,-0.009747997728767,-1.7768078355802637,0.07559986224723896,0.3206807822155211
Stroke,clinic4_vat_sat_ratio,inter_var_ratio,3130,0.5845119090311398,0.5921642460103999,0.007652336979260044,1.0344271586083487,0.3009365133645887,0.6407117220687569
Stroke,clinic4_lama_tama_ratio,inter_var_ratio,3130,0.5845119090311398,0.584046829239137,-0.00046507979200283156,-0.034880468933599584,0.972175054668591,0.9932918551178367
