feature,comparison,cohort,auc_a,auc_b,diff,z,p_value
HTN,multitask_minus_clinic4,internal,0.7953044667003477,0.7888466224850663,-0.006457844215281394,-1.143741003445552,0.2527310631395856
HTN,multitask_minus_clinic4,external,0.7176925638464099,0.7280123722431414,0.010319808396731522,2.6315165205265663,0.00850047342440758
DM,multitask_minus_clinic4,internal,0.7185621831246012,0.7252627337743007,0.006700550649699544,0.7947460297755464,0.426761251038862
DM,multitask_minus_clinic4,external,0.665451928176377,0.674460186377756,0.00900825820137896,1.3522302143867548,0.17630168090531562
CKD,multitask_minus_clinic4,internal,0.766080713047784,0.7468597837748618,-0.019220929272922183,-1.7368922198289722,0.08240619696482152
CKD,multitask_minus_clinic4,external,0.6156217999772443,0.6269143247240869,0.011292524746842614,1.698778700387922,0.08936088830621947
