cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8992248062015504,0.562955254942768,0.6027522935779817,0.21641791044776118,0.9765342960288809,-0.007751937984496027,0.027055150884495394,1.0,9.443043861123425e-07,PASS,0.007751937984496027,0.0367718209497858,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9148936170212766,0.5363057324840764,0.593952483801296,0.2616632860040568,0.9722863741339491,-0.014184397163120588,0.04585987261146496,0.5,5.433087474176234e-09,PASS,0.014184397163120588,0.0460238633118956,0.05,NON-INFERIOR
