feature,cohort,baseline_model,extended_model,auc_baseline,auc_extended,auc_diff,z,p_value
HTN,internal,clinic4,clinic4_fpca3,0.7940681743885405,0.8032125768967875,0.009144402508246996,1.7522911948751976,0.0797237493212779
HTN,external,clinic4,clinic4_fpca3,0.7193607674376906,0.7325206844437614,0.013159917006070776,2.0488944311778865,0.040472439007960485
HTN,internal,clinic4,clinic4_uplow_ratio,0.7940681743885405,0.800139677256382,0.006071502867841527,1.3198917415788456,0.18687116525069603
HTN,external,clinic4,clinic4_uplow_ratio,0.7193607674376906,0.7293956043956044,0.01003483695791374,1.4705176537637967,0.14142160797999706
HTN,internal,clinic4_fpca3,clinic4_uplow_ratio,0.8032125768967875,0.800139677256382,-0.0030728996404054687,-1.2998958047353333,0.1936366831815094
HTN,external,clinic4_fpca3,clinic4_uplow_ratio,0.7325206844437614,0.7293956043956044,-0.003125080048157036,-0.8443575394358656,0.3984696418549758
DM,internal,clinic4,clinic4_fpca3,0.7216365040459323,0.7404601618372897,0.018823657791357418,2.398737278352483,0.01645171373470144
DM,external,clinic4,clinic4_fpca3,0.6654632926736874,0.6808280930373514,0.015364800363663944,1.7967389104404277,0.07237707864547745
DM,internal,clinic4,clinic4_uplow_ratio,0.7216365040459323,0.737022798240607,0.015386294194674743,2.227067236801048,0.025942780479134887
DM,external,clinic4,clinic4_uplow_ratio,0.6654632926736874,0.6770361391014471,0.011572846427759687,1.2111099751855796,0.22585325884584917
DM,internal,clinic4_fpca3,clinic4_uplow_ratio,0.7404601618372897,0.737022798240607,-0.0034373635966826743,-0.8243119168245961,0.4097623491629224
DM,external,clinic4_fpca3,clinic4_uplow_ratio,0.6808280930373514,0.6770361391014471,-0.0037919539359042576,-0.8002444579229624,0.42356917622622414
CKD,internal,clinic4,clinic4_fpca3,0.7681934472229099,0.7719567549723529,0.003763307749443001,0.5567926570030114,0.5776691014412656
CKD,external,clinic4,clinic4_fpca3,0.6155478438957788,0.6293264307657299,0.013778586869951148,2.457377826646881,0.013995540592382083
CKD,internal,clinic4,clinic4_uplow_ratio,0.7681934472229099,0.7725096971197492,0.004316249896839208,0.7953860031713518,0.42638899932997987
CKD,external,clinic4,clinic4_uplow_ratio,0.6155478438957788,0.6330811241324382,0.017533280236659454,2.8312400315443482,0.004636790968200876
CKD,internal,clinic4_fpca3,clinic4_uplow_ratio,0.7719567549723529,0.7725096971197492,0.0005529421473962071,0.18755154378956132,0.8512282144907514
CKD,external,clinic4_fpca3,clinic4_uplow_ratio,0.6293264307657299,0.6330811241324382,0.003754693366708306,1.2628722450474426,0.20663509595397533
