feature,cohort,baseline_model,extended_model,auc_baseline,auc_extended,auc_diff,z,p_value
HTN,internal,clinic6,clinic6_fpca3,0.8117777809956848,0.8173709056155696,0.005593124619884815,1.2773874815360418,0.2014654821519587
HTN,external,clinic6,clinic6_fpca3,0.7434344382884152,0.747820609133878,0.004386170845462889,0.8033088604180884,0.421796237959568
HTN,internal,clinic6,clinic6_uplow_ratio,0.8117777809956848,0.8140041704074836,0.002226389411798868,0.7581906679735,0.44833684705079824
HTN,external,clinic6,clinic6_uplow_ratio,0.7434344382884152,0.7454964472407425,0.002062008952327332,0.463279824732814,0.6431638052275495
HTN,internal,clinic6,clinic6_fpca3_total,0.8117777809956848,0.8175446725940514,0.00576689159836663,1.4084011885504453,0.15901230749127504
HTN,external,clinic6,clinic6_fpca3_total,0.7434344382884152,0.7495069959620623,0.0060725576736471165,1.1340841296878632,0.25675926002549043
HTN,internal,clinic6,clinic6_uplow_ratio_total,0.8117777809956848,0.8141489762228851,0.0023711952272003067,0.8974426334762442,0.3694827716382676
HTN,external,clinic6,clinic6_uplow_ratio_total,0.7434344382884152,0.7481023257269853,0.004667887438570162,1.1385223809808642,0.2549024187813045
HTN,internal,clinic6_fpca3,clinic6_fpca3_total,0.8173709056155696,0.8175446725940514,0.00017376697848181522,0.14886904034909115,0.8816569711712905
HTN,external,clinic6_fpca3,clinic6_fpca3_total,0.747820609133878,0.7495069959620623,0.0016863868281842276,1.3674984651469708,0.1714691180277761
HTN,internal,clinic6_uplow_ratio,clinic6_uplow_ratio_total,0.8140041704074836,0.8141489762228851,0.00014480581540143866,0.156175479775782,0.8758947038615134
HTN,external,clinic6_uplow_ratio,clinic6_uplow_ratio_total,0.7454964472407425,0.7481023257269853,0.0026058784862428297,2.269194046795674,0.023256528136722115
DM,internal,clinic6,clinic6_fpca3,0.729918580629481,0.743088467614534,0.013169886985052948,1.8311108456387237,0.0670840000416649
DM,external,clinic6,clinic6_fpca3,0.6937460317460318,0.7055147392290249,0.01176870748299308,1.5604709878386755,0.11864862077445376
DM,internal,clinic6,clinic6_uplow_ratio,0.729918580629481,0.7410124762020496,0.011093895572568568,1.8534029455458931,0.0638246254633622
DM,external,clinic6,clinic6_uplow_ratio,0.6937460317460318,0.7015147392290249,0.007768707482993076,0.9944127928167766,0.3200219425359617
DM,internal,clinic6,clinic6_fpca3_total,0.729918580629481,0.7435188560780978,0.01360027544861675,1.9324576781689264,0.05330304088955765
DM,external,clinic6,clinic6_fpca3_total,0.6937460317460318,0.7073514739229025,0.013605442176870763,1.8561872578279,0.06342687167708773
DM,internal,clinic6,clinic6_uplow_ratio_total,0.729918580629481,0.7408403208166241,0.010921740187143092,1.8125330866574583,0.0699038663312896
DM,external,clinic6,clinic6_uplow_ratio_total,0.6937460317460318,0.7006258503401361,0.006879818594104359,0.8706531731073169,0.3839435538064454
DM,internal,clinic6_fpca3,clinic6_fpca3_total,0.743088467614534,0.7435188560780978,0.0004303884635638022,0.16765743518119455,0.8668527839042213
DM,external,clinic6_fpca3,clinic6_fpca3_total,0.7055147392290249,0.7073514739229025,0.001836734693877684,0.931847627949753,0.35141527658165084
DM,internal,clinic6_uplow_ratio,clinic6_uplow_ratio_total,0.7410124762020496,0.7408403208166241,-0.00017215538542547648,-0.07612388744437733,0.9393205358454468
DM,external,clinic6_uplow_ratio,clinic6_uplow_ratio_total,0.7015147392290249,0.7006258503401361,-0.000888888888888717,-0.4916831871101701,0.6229433255912739
CKD,internal,clinic6,clinic6_fpca3,0.7835278040576054,0.790612845579733,0.007085041522127633,0.7506273125957023,0.45287697903406265
CKD,external,clinic6,clinic6_fpca3,0.6250242509908261,0.6323757656384247,0.007351514647598534,0.867635712140812,0.3855937897300449
CKD,internal,clinic6,clinic6_uplow_ratio,0.7835278040576054,0.7923578261326606,0.008830022075055233,1.027516217939987,0.3041774527498068
CKD,external,clinic6,clinic6_uplow_ratio,0.6250242509908261,0.6447922729414374,0.019768021950611225,2.051672278619249,0.040201522586669064
CKD,internal,clinic6,clinic6_fpca3_total,0.7835278040576054,0.7867339430253337,0.003206138967728367,0.34653993963253116,0.7289369739373759
CKD,external,clinic6,clinic6_fpca3_total,0.6250242509908261,0.6349671572295668,0.009942906238740612,1.222401089343193,0.2215559875206945
CKD,internal,clinic6,clinic6_uplow_ratio_total,0.7835278040576054,0.7872490276463786,0.003721223588773248,0.47832137262533714,0.6324214867422515
CKD,external,clinic6,clinic6_uplow_ratio_total,0.6250242509908261,0.6434480751642139,0.018423824173387726,2.1125486938893596,0.03463941401735331
CKD,internal,clinic6_fpca3,clinic6_fpca3_total,0.790612845579733,0.7867339430253337,-0.003878902554399266,-0.8849036051411069,0.37620862345540385
CKD,external,clinic6_fpca3,clinic6_fpca3_total,0.6323757656384247,0.6349671572295668,0.002591391591142078,0.8363478713508861,0.40295922945901175
CKD,internal,clinic6_uplow_ratio,clinic6_uplow_ratio_total,0.7923578261326606,0.7872490276463786,-0.005108798486281985,-1.685036328589279,0.09198156267258331
CKD,external,clinic6_uplow_ratio,clinic6_uplow_ratio_total,0.6447922729414374,0.6434480751642139,-0.0013441977772234992,-0.49751514405656516,0.6188258262546729
