feature,model,cohort,n,n_pos,prevalence,auc,auc_ci_lower,auc_ci_upper,threshold,tuned_C,tuned_penalty,sensitivity,specificity,accuracy
DM,clinic6,internal,1147,211,0.1839581517000872,0.7299185806294812,,,0.13317919320266947,1.0,l1,0.8578199052132701,0.5224358974358975,0.5841325196163906
DM,clinic6,external,1015,315,0.3103448275862069,0.6937460317460317,0.6602963583642164,0.7259921749835974,0.13317919320266947,1.0,l1,0.8444444444444444,0.4057142857142857,0.541871921182266
DM,clinic6_fpca3,internal,1147,211,0.1839581517000872,0.743088467614534,,,0.12075832880388998,1.0,l1,0.8720379146919431,0.5138888888888888,0.5797733217088056
DM,clinic6_fpca3,external,1015,315,0.3103448275862069,0.7055147392290249,0.6719980968716115,0.73871871242126,0.12075832880388998,1.0,l1,0.9079365079365079,0.3057142857142857,0.49261083743842365
DM,clinic6_uplow_ratio,internal,1147,211,0.1839581517000872,0.7410124762020498,,,0.16660393866264814,0.1,l2,0.7677725118483413,0.6196581196581197,0.6469049694856146
DM,clinic6_uplow_ratio,external,1015,315,0.3103448275862069,0.7015147392290251,0.667358809065955,0.7343152818362794,0.16660393866264814,0.1,l2,0.7555555555555555,0.53,0.6
DM,clinic6_fpca3_total,internal,1147,211,0.1839581517000872,0.7435188560780978,,,0.12529499693652582,1.0,l2,0.8578199052132701,0.5331196581196581,0.5928509154315605
DM,clinic6_fpca3_total,external,1015,315,0.3103448275862069,0.7073514739229025,0.6732411768747042,0.7409006391673214,0.12529499693652582,1.0,l2,0.8952380952380953,0.31857142857142856,0.4975369458128079
DM,clinic6_uplow_ratio_total,internal,1147,211,0.1839581517000872,0.7408403208166241,,,0.16766801254977554,1.0,l2,0.7535545023696683,0.6356837606837606,0.6573670444638187
DM,clinic6_uplow_ratio_total,external,1015,315,0.3103448275862069,0.700625850340136,0.6663452437692391,0.7333753434523014,0.16766801254977554,1.0,l2,0.7555555555555555,0.5142857142857142,0.5891625615763547
CKD,clinic6,internal,1147,90,0.07846556233653008,0.7835278040576055,,,0.06923293979008965,100.0,l1,0.8111111111111111,0.663197729422895,0.6748038360941587
CKD,clinic6,external,1015,171,0.1684729064039409,0.6250242509908263,0.5792335150443678,0.6718801457709638,0.06923293979008965,100.0,l1,0.6198830409356725,0.542654028436019,0.5556650246305419
CKD,clinic6_fpca3,internal,1147,90,0.07846556233653008,0.790612845579733,,,0.049073270271092186,100.0,elasticnet,0.9222222222222223,0.5771050141911069,0.6041848299912816
CKD,clinic6_fpca3,external,1015,171,0.1684729064039409,0.6323757656384247,0.5868414053935846,0.6795739603325535,0.049073270271092186,100.0,elasticnet,0.672514619883041,0.4928909952606635,0.5231527093596059
CKD,clinic6_uplow_ratio,internal,1147,90,0.07846556233653008,0.7923578261326606,,,0.04687113817387381,10.0,l1,0.9333333333333333,0.5619678334910123,0.5911072362685266
CKD,clinic6_uplow_ratio,external,1015,171,0.1684729064039409,0.6447922729414373,0.5993677543099079,0.6915537451253769,0.04687113817387381,10.0,l1,0.7543859649122807,0.4206161137440758,0.4768472906403941
CKD,clinic6_fpca3_total,internal,1147,90,0.07846556233653008,0.7867339430253337,,,0.052324824655392746,1.0,l2,0.9222222222222223,0.5827814569536424,0.6094158674803836
CKD,clinic6_fpca3_total,external,1015,171,0.1684729064039409,0.6349671572295668,0.5897604848159359,0.6820455164396094,0.052324824655392746,1.0,l2,0.672514619883041,0.4940758293838863,0.5241379310344828
CKD,clinic6_uplow_ratio_total,internal,1147,90,0.07846556233653008,0.7872490276463786,,,0.061299146643423924,1.0,l2,0.8666666666666667,0.6215704824976348,0.6408020924149956
CKD,clinic6_uplow_ratio_total,external,1015,171,0.1684729064039409,0.6434480751642138,0.5981449414584213,0.6903699902742625,0.061299146643423924,1.0,l2,0.7017543859649122,0.4834123222748815,0.5201970443349754
