feature,comparison,cohort,auc_a,auc_b,diff,z,p_value
HTN,frequency_minus_clinic4,internal,0.7953044667003477,0.7928289102202146,-0.00247555648013309,-0.9117928504877036,0.3618777746944466
HTN,frequency_minus_clinic4,external,0.7176925638464099,0.7226139245370015,0.00492136069059157,2.0683033843875607,0.038611503726438026
DM,frequency_minus_clinic4,internal,0.7185621831246012,0.7153409663230703,-0.0032212168015308684,-0.5639160603090743,0.5728112594870056
DM,frequency_minus_clinic4,external,0.665451928176377,0.658504432153951,-0.0069474960224259474,-1.6666278319762102,0.09558843112345917
CKD,frequency_minus_clinic4,internal,0.766080713047784,0.7610382107782454,-0.005042502269538618,-0.47866705221399686,0.6321755086220924
CKD,frequency_minus_clinic4,external,0.6156217999772443,0.6156104221185573,-1.1377858686989484e-05,-0.002314503331019107,0.9981532951750299
