feature,cohort,baseline_model,extended_model,auc_baseline,auc_extended,auc_diff,z,p_value
HTN,internal,clinic4,clinic4_meanmAs,0.7945436714315433,0.7964724063122233,0.0019287348806800164,0.7488026511322132,0.4539761615981097
HTN,external,clinic4,clinic4_meanmAs,0.7176925638464099,0.7183585645124108,0.0006660006660008655,0.20867059850628725,0.8347053938451341
HTN,internal,clinic4_meanmAs,clinic4_meanmAs_aec,0.7964724063122233,0.802413147493239,0.0059407411810157296,1.4184283477743727,0.15606574419271518
HTN,external,clinic4_meanmAs,clinic4_meanmAs_aec,0.7183585645124108,0.7296453546453546,0.011286790132943869,2.333974863507401,0.01959703816200055
HTN,internal,clinic4,clinic4_vatsat,0.7945436714315433,0.8106184433415555,0.016074771910012275,2.777516343885226,0.005477608520775718
HTN,external,clinic4,clinic4_vatsat,0.7176925638464099,0.7299463357155666,0.01225377186915666,1.714179361156386,0.0864957901289786
HTN,internal,clinic4_vatsat,clinic4_vatsat_aec,0.8106184433415555,0.8103153139766412,-0.00030312936491427855,-0.1106292879547184,0.9119103216070668
HTN,external,clinic4_vatsat,clinic4_vatsat_aec,0.7299463357155666,0.7334268295806757,0.00348049386510918,1.1246889202126462,0.2607208784243754
DM,internal,clinic4,clinic4_meanmAs,0.7216574891716752,0.7206376120605715,-0.0010198771111036287,-1.79072963064718,0.07333669238882654
DM,external,clinic4,clinic4_meanmAs,0.665451928176377,0.6654405636790667,-1.1364497310317745e-05,-0.05894756927434187,0.9529938690963157
DM,internal,clinic4_meanmAs,clinic4_meanmAs_aec,0.7206376120605715,0.7405021320887755,0.019864520028203936,2.5245863744076735,0.011583453564835148
DM,external,clinic4_meanmAs,clinic4_meanmAs_aec,0.6654405636790667,0.6811159936358815,0.015675429956814813,1.8138959409831026,0.06969374777270727
DM,internal,clinic4,clinic4_vatsat,0.7216574891716752,0.7230844777221905,0.0014269885505153734,0.2280565250697064,0.8196022974729448
DM,external,clinic4,clinic4_vatsat,0.665451928176377,0.6768959769679521,0.011444048791575123,1.5889843662220422,0.11206392234393033
DM,internal,clinic4_vatsat,clinic4_vatsat_aec,0.7230844777221905,0.7347731927609711,0.01168871503878055,1.959870602922322,0.05001091638927131
DM,external,clinic4_vatsat,clinic4_vatsat_aec,0.6768959769679521,0.6856049700734904,0.008708993105538299,1.336631665648423,0.1813428974846718
CKD,internal,clinic4,clinic4_meanmAs,0.7681604357514236,0.7676570108112568,-0.0005034249401667523,-0.2707143403498689,0.786610746524489
CKD,external,clinic4,clinic4_meanmAs,0.6156217999772443,0.614074411195813,-0.001547388781431347,-0.9164874603603674,0.3594112814579363
CKD,internal,clinic4_meanmAs,clinic4_meanmAs_aec,0.7676570108112568,0.7715523644466451,0.003895353635388288,0.535572212204929,0.5922542377651455
CKD,external,clinic4_meanmAs,clinic4_meanmAs_aec,0.614074411195813,0.6297132779610877,0.015638866765274706,2.6967384016307836,0.007002225490330484
CKD,internal,clinic4,clinic4_vatsat,0.7681604357514236,0.7697284806470248,0.0015680448956012505,0.2764021588601991,0.7822391987560472
CKD,external,clinic4,clinic4_vatsat,0.6156217999772443,0.6169928319490272,0.001371031971782899,0.27020427213749026,0.7870031062105939
CKD,internal,clinic4_vatsat,clinic4_vatsat_aec,0.7697284806470248,0.7727985474952546,0.0030700668482297466,0.44452870796484056,0.6566603780158542
CKD,external,clinic4_vatsat,clinic4_vatsat_aec,0.6169928319490272,0.6265274775287291,0.00953464557970185,1.7594396775612613,0.07850285762544855
