disease,cohort,n,n_pos,prevalence,best_C,auc_mean,auc_std,auc_ci_lower,auc_ci_upper,threshold,sensitivity,specificity,accuracy,model
DM,external_new10000,6421,676,0.10527955147173337,0.31622776601683794,0.6462231114269676,,0.626129029499454,0.6671564748713716,0.5267685543363152,0.6124260355029586,0.6181026979982593,0.6175050615168977,clinic4_sat_uplow_ratio
CKD,internal,42,21,0.5,1.0,0.6485260770975056,,,,0.599349914227893,0.47619047619047616,0.6666666666666666,0.5714285714285714,clinic4_sat_uplow_ratio
CKD,external_sinchon,1123,188,0.1674087266251113,1.0,0.6148765502332462,,0.5693177615513104,0.6590696520636583,0.599349914227893,0.39361702127659576,0.7368983957219252,0.6794300979519146,clinic4_sat_uplow_ratio
HTN,internal,155,77,0.4967741935483871,1.0,0.8270063270063271,,,,0.5547120319967306,0.6883116883116883,0.8205128205128205,0.7548387096774194,clinic4_sat_fpca
HTN,external_sinchon,1123,507,0.4514692787177204,1.0,0.7151054074130997,,0.6859259457912777,0.7458707979537301,0.5547120319967306,0.6331360946745562,0.6785714285714286,0.6580587711487088,clinic4_sat_fpca
HTN,external_new10000,6421,1245,0.1938950319264912,1.0,0.6627258648194012,,0.6469081184883019,0.6781404683944947,0.5547120319967306,0.5004016064257029,0.6947449768160742,0.6570627628095312,clinic4_sat_fpca
DM,internal,94,47,0.5,0.03162277660168379,0.7197827071072883,,,,0.5752219270912985,0.6808510638297872,0.723404255319149,0.7021276595744681,clinic4_sat_fpca
DM,external_sinchon,1123,335,0.2983081032947462,0.03162277660168379,0.6717554360178802,,0.6391784483782145,0.7059038490449515,0.5752219270912985,0.5044776119402985,0.7360406091370558,0.6669634906500446,clinic4_sat_fpca
DM,external_new10000,6421,676,0.10527955147173337,0.03162277660168379,0.643410014368038,,0.6231449650742843,0.6645895035419419,0.5752219270912985,0.40236686390532544,0.7617058311575283,0.7238747858589005,clinic4_sat_fpca
CKD,internal,42,21,0.5,0.31622776601683794,0.6439909297052155,,,,0.5775034794658442,0.47619047619047616,0.6666666666666666,0.5714285714285714,clinic4_sat_fpca
CKD,external_sinchon,1123,188,0.1674087266251113,0.31622776601683794,0.6180225281602002,,0.5732553975908062,0.6623537851357616,0.5775034794658442,0.4308510638297872,0.7090909090909091,0.6625111308993766,clinic4_sat_fpca
HTN,internal,155,77,0.4967741935483871,3.1622776601683795,0.8223443223443223,,,,0.4140682303088366,0.8311688311688312,0.6538461538461539,0.7419354838709677,clinic4_imata_uplow_ratio
HTN,external_sinchon,1123,507,0.4514692787177204,3.1622776601683795,0.7074079766387459,,0.6777461436685168,0.7380975095032989,0.4140682303088366,0.8126232741617357,0.48863636363636365,0.634906500445236,clinic4_imata_uplow_ratio
HTN,external_new10000,6421,1245,0.1938950319264912,3.1622776601683795,0.6610617120724009,,0.6454028404547845,0.6758743280387043,0.4140682303088366,0.7244979919678715,0.5106259659969088,0.552094689300732,clinic4_imata_uplow_ratio
DM,internal,94,47,0.5,1.0,0.6948845631507469,,,,0.5868363246915529,0.5531914893617021,0.6595744680851063,0.6063829787234043,clinic4_imata_uplow_ratio
DM,external_sinchon,1123,335,0.2983081032947462,1.0,0.6489241609212819,,0.6157373078886835,0.6839396805380412,0.5868363246915529,0.5552238805970149,0.6637055837563451,0.6313446126447017,clinic4_imata_uplow_ratio
DM,external_new10000,6421,676,0.10527955147173337,1.0,0.6408152702890603,,0.6198671214595953,0.6630022554827059,0.5868363246915529,0.3979289940828402,0.7538729329852045,0.7163993147484815,clinic4_imata_uplow_ratio
CKD,internal,42,21,0.5,1.0,0.6439909297052154,,,,0.5877820584802825,0.42857142857142855,0.6666666666666666,0.5476190476190477,clinic4_imata_uplow_ratio
CKD,external_sinchon,1123,188,0.1674087266251113,1.0,0.6175787916714075,,0.5729068870943397,0.6617033646928575,0.5877820584802825,0.42021276595744683,0.7112299465240641,0.6625111308993766,clinic4_imata_uplow_ratio
HTN,internal,155,77,0.4967741935483871,0.0031622776601683794,0.8000333000333,,,,0.5130324345739973,0.6493506493506493,0.717948717948718,0.6838709677419355,clinic4_imata_fpca
HTN,external_sinchon,1123,507,0.4514692787177204,0.0031622776601683794,0.7206639514331822,,0.6916254339099907,0.7504924523532063,0.5130324345739973,0.6390532544378699,0.6818181818181818,0.6625111308993766,clinic4_imata_fpca
HTN,external_new10000,6421,1245,0.1938950319264912,0.0031622776601683794,0.6541026548233118,,0.6383520138727018,0.6705600768245653,0.5130324345739973,0.46586345381526106,0.7217928902627512,0.6721694440118362,clinic4_imata_fpca
DM,internal,94,47,0.5,0.31622776601683794,0.7143503847894975,,,,0.6200671995817829,0.46808510638297873,0.8297872340425532,0.648936170212766,clinic4_imata_fpca
DM,external_sinchon,1123,335,0.2983081032947462,0.31622776601683794,0.6767974846579285,,0.6434185453052781,0.7100704165620904,0.6200671995817829,0.5343283582089552,0.7246192893401016,0.667853962600178,clinic4_imata_fpca
DM,external_new10000,6421,676,0.10527955147173337,0.31622776601683794,0.6609204814065228,,0.6400586737912503,0.6823455820052055,0.6200671995817829,0.28550295857988167,0.8670147954743255,0.8057934901105747,clinic4_imata_fpca
CKD,internal,42,21,0.5,0.01,0.6825396825396826,,,,0.5278702419777892,0.42857142857142855,0.8095238095238095,0.6190476190476191,clinic4_imata_fpca
CKD,external_sinchon,1123,188,0.1674087266251113,0.01,0.6257936056434179,,0.5809284559837137,0.6709128336617769,0.5278702419777892,0.44148936170212766,0.746524064171123,0.6954585930543188,clinic4_imata_fpca
HTN,internal,155,77,0.4967741935483871,0.1,0.8208458208458209,,,,0.4779649226745579,0.7662337662337663,0.7307692307692307,0.7483870967741936,clinic4_nama_uplow_ratio
HTN,external_sinchon,1123,507,0.4514692787177204,0.1,0.7023329234867696,,0.6718625300334243,0.7330898056660365,0.4779649226745579,0.727810650887574,0.5795454545454546,0.6464826357969724,clinic4_nama_uplow_ratio
HTN,external_new10000,6421,1245,0.1938950319264912,0.1,0.6603239852765002,,0.6446360502000297,0.6758106181029062,0.4779649226745579,0.6329317269076306,0.5902241112828439,0.5985049057779163,clinic4_nama_uplow_ratio
DM,internal,94,47,0.5,0.31622776601683794,0.7062019013128112,,,,0.6056956891909909,0.5106382978723404,0.7021276595744681,0.6063829787234043,clinic4_nama_uplow_ratio
DM,external_sinchon,1123,335,0.2983081032947462,0.31622776601683794,0.6669520418213502,,0.6328626126433909,0.7016683976734333,0.6056956891909909,0.49850746268656715,0.7347715736040609,0.6642920747996438,clinic4_nama_uplow_ratio
DM,external_new10000,6421,676,0.10527955147173337,0.31622776601683794,0.6499145127484152,,0.6286185451966898,0.6717662641890649,0.6056956891909909,0.39349112426035504,0.7742384682332463,0.7341535586357265,clinic4_nama_uplow_ratio
CKD,internal,42,21,0.5,10.0,0.6507936507936508,,,,0.5619026103972067,0.47619047619047616,0.6666666666666666,0.5714285714285714,clinic4_nama_uplow_ratio
CKD,external_sinchon,1123,188,0.1674087266251113,10.0,0.6172260780521106,,0.5720968203927899,0.6620528949884211,0.5619026103972067,0.4521276595744681,0.6705882352941176,0.6340160284951024,clinic4_nama_uplow_ratio
HTN,internal,155,77,0.4967741935483871,1.0,0.8441558441558441,,,,0.5291416572805967,0.7532467532467533,0.7948717948717948,0.7741935483870968,clinic4_nama_fpca
HTN,external_sinchon,1123,507,0.4514692787177204,1.0,0.71688567842414,,0.6871447093917952,0.745845164801865,0.5291416572805967,0.7495069033530573,0.577922077922078,0.655387355298308,clinic4_nama_fpca
HTN,external_new10000,6421,1245,0.1938950319264912,1.0,0.6665713860077094,,0.6507503410504403,0.6817478693340762,0.5291416572805967,0.557429718875502,0.6725270479134466,0.6502102476249806,clinic4_nama_fpca
DM,internal,94,47,0.5,3.1622776601683795,0.71480307831598,,,,0.6070002960473777,0.5106382978723404,0.723404255319149,0.6170212765957447,clinic4_nama_fpca
DM,external_sinchon,1123,335,0.2983081032947462,3.1622776601683795,0.6768505189787105,,0.6444417543514223,0.7098638261565527,0.6070002960473777,0.5582089552238806,0.6865482233502538,0.6482635796972396,clinic4_nama_fpca
DM,external_new10000,6421,676,0.10527955147173337,3.1622776601683795,0.6532832769426463,,0.6326080661661029,0.6754394299387354,0.6070002960473777,0.41124260355029585,0.7744125326370758,0.7361781653947983,clinic4_nama_fpca
CKD,internal,42,21,0.5,31.622776601683793,0.6984126984126985,,,,0.6326742189396644,0.38095238095238093,0.8095238095238095,0.5952380952380952,clinic4_nama_fpca
CKD,external_sinchon,1123,188,0.1674087266251113,31.622776601683793,0.6319092046876779,,0.58843471147896,0.6756657247769309,0.6326742189396644,0.43617021276595747,0.7197860962566844,0.672306322350846,clinic4_nama_fpca
HTN,internal,155,77,0.4967741935483871,1.0,0.8218448218448219,,,,0.39073356862533637,0.8441558441558441,0.6282051282051282,0.7354838709677419,clinic4_lama_uplow_ratio
HTN,external_sinchon,1123,507,0.4514692787177204,1.0,0.7135588770204155,,0.6835089939381622,0.74402904650576,0.39073356862533637,0.8185404339250493,0.4659090909090909,0.6251113089937667,clinic4_lama_uplow_ratio
HTN,external_new10000,6421,1245,0.1938950319264912,1.0,0.6614518351613564,,0.6458017150401472,0.6763791256474753,0.39073356862533637,0.7726907630522089,0.4721792890262751,0.5304469708768105,clinic4_lama_uplow_ratio
DM,internal,94,47,0.5,0.1,0.7098234495246718,,,,0.5855995081705588,0.5531914893617021,0.6808510638297872,0.6170212765957447,clinic4_lama_uplow_ratio
DM,external_sinchon,1123,335,0.2983081032947462,0.1,0.6716607318736267,,0.637645005079055,0.7054096237866115,0.5855995081705588,0.5343283582089552,0.7182741116751269,0.6634016028495102,clinic4_lama_uplow_ratio
DM,external_new10000,6421,676,0.10527955147173337,0.1,0.6468408340671847,,0.6262301746579784,0.6682552195813399,0.5855995081705588,0.3905325443786982,0.7669277632724107,0.7273010434511759,clinic4_lama_uplow_ratio
CKD,internal,42,21,0.5,0.1,0.6598639455782314,,,,0.552338121596764,0.5714285714285714,0.6666666666666666,0.6190476190476191,clinic4_lama_uplow_ratio
CKD,external_sinchon,1123,188,0.1674087266251113,0.1,0.6209523267721015,,0.5777405868358635,0.6655777070585298,0.552338121596764,0.4627659574468085,0.7112299465240641,0.6696349065004452,clinic4_lama_uplow_ratio
HTN,internal,155,77,0.4967741935483871,0.31622776601683794,0.8278388278388279,,,,0.5172051261609466,0.7012987012987013,0.717948717948718,0.7096774193548387,clinic4_lama_fpca
HTN,external_sinchon,1123,507,0.4514692787177204,0.31622776601683794,0.726366582135813,,0.6969434288905229,0.7557376809866477,0.5172051261609466,0.7613412228796844,0.5941558441558441,0.6696349065004452,clinic4_lama_fpca
HTN,external_new10000,6421,1245,0.1938950319264912,0.31622776601683794,0.6632779960646294,,0.6476239859764559,0.6789269243540142,0.5172051261609466,0.6096385542168675,0.6199768160741885,0.6179722784612989,clinic4_lama_fpca
DM,internal,94,47,0.5,1.0,0.724309642372114,,,,0.5639064352885522,0.5957446808510638,0.7021276595744681,0.648936170212766,clinic4_lama_fpca
DM,external_sinchon,1123,335,0.2983081032947462,1.0,0.6712553981362226,,0.638359363650726,0.7038232864821706,0.5639064352885522,0.6537313432835821,0.600253807106599,0.616206589492431,clinic4_lama_fpca
DM,external_new10000,6421,676,0.10527955147173337,1.0,0.6485843105144169,,0.6279758384648914,0.6698179236310039,0.5639064352885522,0.5428994082840237,0.6621409921671019,0.6495872916991123,clinic4_lama_fpca
CKD,internal,42,21,0.5,0.31622776601683794,0.7165532879818595,,,,0.5344930084418884,0.5238095238095238,0.7619047619047619,0.6428571428571429,clinic4_lama_fpca
CKD,external_sinchon,1123,188,0.1674087266251113,0.31622776601683794,0.6541642962794403,,0.6117104002329841,0.6963958523844994,0.5344930084418884,0.6063829787234043,0.6224598930481283,0.6197684772929652,clinic4_lama_fpca
HTN,internal,155,77,0.4967741935483871,0.1,0.8213453213453213,,,,0.5614166554207372,0.6753246753246753,0.782051282051282,0.7290322580645161,clinic4_tama_uplow_ratio
HTN,external_sinchon,1123,507,0.4514692787177204,0.1,0.6998322190629883,,0.6689328333940411,0.730929249330653,0.5614166554207372,0.6173570019723866,0.676948051948052,0.6500445235975066,clinic4_tama_uplow_ratio
HTN,external_new10000,6421,1245,0.1938950319264912,0.1,0.660255395616469,,0.6442218328961175,0.6758873085538725,0.5614166554207372,0.4835341365461847,0.7086553323029366,0.6650054508643514,clinic4_tama_uplow_ratio
DM,internal,94,47,0.5,0.1,0.7089180624717066,,,,0.47804830180788654,0.8085106382978723,0.574468085106383,0.6914893617021277,clinic4_tama_uplow_ratio
DM,external_sinchon,1123,335,0.2983081032947462,0.1,0.6624062428971892,,0.6280307645430067,0.6968334367433173,0.47804830180788654,0.7283582089552239,0.5088832487309645,0.5743544078361532,clinic4_tama_uplow_ratio
DM,external_new10000,6421,676,0.10527955147173337,0.1,0.6510655007441511,,0.6297682930010182,0.6725361440258519,0.47804830180788654,0.6553254437869822,0.5641427328111401,0.5737424077246535,clinic4_tama_uplow_ratio
CKD,internal,42,21,0.5,10.0,0.6394557823129252,,,,0.5601448050314778,0.47619047619047616,0.6666666666666666,0.5714285714285714,clinic4_tama_uplow_ratio
CKD,external_sinchon,1123,188,0.1674087266251113,10.0,0.6124246216861986,,0.567655730554722,0.6568892123852104,0.5601448050314778,0.4574468085106383,0.6631016042780749,0.628673196794301,clinic4_tama_uplow_ratio
HTN,internal,155,77,0.4967741935483871,0.1,0.8303363303363304,,,,0.502778011437523,0.7792207792207793,0.717948717948718,0.7483870967741936,clinic4_tama_fpca
HTN,external_sinchon,1123,507,0.4514692787177204,0.1,0.713888675427137,,0.6847641272898141,0.7436088420619851,0.502778011437523,0.7140039447731755,0.599025974025974,0.6509349955476402,clinic4_tama_fpca
HTN,external_new10000,6421,1245,0.1938950319264912,0.1,0.6632041302769036,,0.6473325920894061,0.6781556305787071,0.502778011437523,0.5654618473895582,0.6574574961360123,0.6396199968852204,clinic4_tama_fpca
DM,internal,94,47,0.5,0.31622776601683794,0.6926210955183342,,,,0.5853150583681749,0.6170212765957447,0.6595744680851063,0.6382978723404256,clinic4_tama_fpca
DM,external_sinchon,1123,335,0.2983081032947462,0.31622776601683794,0.6675429956814911,,0.6338190380488675,0.7020616222559819,0.5853150583681749,0.5373134328358209,0.7131979695431472,0.6607301869991096,clinic4_tama_fpca
DM,external_new10000,6421,676,0.10527955147173337,0.31622776601683794,0.6429194926383117,,0.6223404154544805,0.6643667619359745,0.5853150583681749,0.4437869822485207,0.7300261096605745,0.699890982712973,clinic4_tama_fpca
CKD,internal,42,21,0.5,1.0,0.5827664399092971,,,,0.5239391905977125,0.5714285714285714,0.6190476190476191,0.5952380952380952,clinic4_tama_fpca
CKD,external_sinchon,1123,188,0.1674087266251113,1.0,0.6189327568551598,,0.5740493611871107,0.661806288048351,0.5239391905977125,0.5425531914893617,0.6374331550802139,0.6215494211932324,clinic4_tama_fpca
