cohort,normalization,n_tp,n_fp,spectrum_rmsd,peak_freq_cycle,peak_deviation,direction,n_perm,p_value
sinchon,global_zscore,131,398,0.005074138485725484,1,-0.03218822199948107,TP < FP,2000,0.19140429785107446
