dataset,rule,features,operating_point,clinical_sensitivity,post_sensitivity,sensitivity_loss,clinical_specificity,post_specificity,specificity_gain,clinical_accuracy,post_accuracy,accuracy_delta,clinical_balanced_accuracy,post_balanced_accuracy,balanced_accuracy_delta,clinical_positive_n,clinical_positive_events,clinical_positive_event_rate,deesc_n,deesc_events,deesc_event_rate,fp_removed,tp_lost,sensitivity_loss_p_exact,specificity_gain_p_exact,accuracy_delta_p_mcnemar,deesc_event_fisher_p,subset_indices,lock_selection_score
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_curv_097_100_sd,S80,0.8062015503875969,0.7984496124031008,0.007751937984496138,0.696149843912591,0.7356919875130072,0.03954214360041619,0.7091743119266055,0.7431192660550459,0.03394495412844034,0.751175697150094,0.7670707999580539,0.015895102807959915,396,104,0.26262626262626265,39,1,0.02564102564102564,38,1,1.0,7.275957614183426e-12,1.4551915228366852e-10,8.116038900774278e-05,0|4,0.1731863137858603
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_curv_097_100_sd,S82.5,0.8294573643410853,0.8217054263565892,0.007751937984496138,0.6753381893860562,0.7180020811654526,0.042663891779396446,0.6935779816513762,0.7302752293577982,0.03669724770642202,0.7523977768635708,0.7698537537610208,0.017455976897450043,419,107,0.2553699284009546,42,1,0.023809523809523808,41,1,1.0,9.094947017729282e-13,1.9554136088117957e-11,5.255545485817951e-05,0|4,0.1731863137858603
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_curv_097_100_sd,S85,0.8527131782945736,0.8294573643410853,0.023255813953488302,0.6399583766909469,0.6815816857440167,0.04162330905306977,0.6651376146788991,0.6990825688073394,0.03394495412844034,0.7463357774927603,0.755519525042551,0.009183747549790788,456,110,0.2412280701754386,43,3,0.06976744186046512,40,3,0.25,1.8189894035458565e-12,3.0213413992896676e-09,0.00437124311357658,0|4,0.1731863137858603
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_curv_097_100_sd,S87.5,0.875968992248062,0.8604651162790697,0.015503875968992276,0.5775234131113424,0.6149843912591051,0.037460978147762725,0.6128440366972477,0.6440366972477064,0.031192660550458662,0.7267462026797022,0.7377247537690874,0.010978551089385169,519,113,0.21772639691714837,38,2,0.05263157894736842,36,2,0.5,2.9103830456733704e-11,5.398760549724102e-09,0.007363313062832187,0|4,0.1731863137858603
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_curv_097_100_sd,S90,0.9069767441860465,0.8914728682170543,0.015503875968992165,0.5275754422476587,0.5754422476586889,0.04786680541103017,0.5724770642201835,0.6128440366972477,0.04036697247706422,0.7172760932168526,0.7334575579378716,0.016181464721019,571,117,0.20490367775831875,48,2,0.041666666666666664,46,2,0.5,2.842170943040401e-14,8.363087999896379e-12,0.0022241799147154073,0|4,0.1731863137858603
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_curv_082_097_min,S80,0.8062015503875969,0.7984496124031008,0.007751937984496138,0.696149843912591,0.7356919875130072,0.03954214360041619,0.7091743119266055,0.7431192660550459,0.03394495412844034,0.751175697150094,0.7670707999580539,0.015895102807959915,396,104,0.26262626262626265,39,1,0.02564102564102564,38,1,1.0,7.275957614183426e-12,1.4551915228366852e-10,8.116038900774278e-05,0|5,0.18362243934883002
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_curv_082_097_min,S82.5,0.8294573643410853,0.813953488372093,0.015503875968992276,0.6753381893860562,0.7232049947970863,0.04786680541103017,0.6935779816513762,0.7339449541284404,0.04036697247706422,0.7523977768635708,0.7685792415845897,0.01618146472101889,419,107,0.2553699284009546,48,2,0.041666666666666664,46,2,0.5,2.842170943040401e-14,8.363087999896379e-12,7.60762610956897e-05,0|5,0.18362243934883002
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_curv_082_097_min,S85,0.8527131782945736,0.8294573643410853,0.023255813953488302,0.6399583766909469,0.6857440166493236,0.0457856399583767,0.6651376146788991,0.7027522935779816,0.03761467889908254,0.7463357774927603,0.7576006904952044,0.011264913002444144,456,110,0.2412280701754386,47,3,0.06382978723404255,44,3,0.25,1.1368683772161603e-13,2.4647306418046355e-10,0.0018211297494895205,0|5,0.18362243934883002
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_curv_082_097_min,S87.5,0.875968992248062,0.8604651162790697,0.015503875968992276,0.5775234131113424,0.6181061394380853,0.04058272632674298,0.6128440366972477,0.6467889908256881,0.03394495412844034,0.7267462026797022,0.7392856278585775,0.012539425178875296,519,113,0.21772639691714837,41,2,0.04878048780487805,39,2,0.5,3.637978807091713e-12,7.839844329282641e-10,0.00485109858684822,0|5,0.18362243934883002
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_curv_082_097_min,S90,0.9069767441860465,0.8914728682170543,0.015503875968992165,0.5275754422476587,0.5796045785639958,0.0520291363163371,0.5724770642201835,0.6165137614678899,0.044036697247706424,0.7172760932168526,0.7355387233905251,0.018262630173672467,571,117,0.20490367775831875,52,2,0.038461538461538464,50,2,0.5,1.7763568394002505e-15,6.123990203832363e-13,0.0008930221036404868,0|5,0.18362243934883002
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_curv_103_120_sd,S80,0.8062015503875969,0.7984496124031008,0.007751937984496138,0.696149843912591,0.736732570239334,0.04058272632674298,0.7091743119266055,0.7440366972477064,0.034862385321100864,0.751175697150094,0.7675910913212174,0.016415394171123365,396,104,0.26262626262626265,40,1,0.025,39,1,1.0,3.637978807091713e-12,7.457856554538012e-11,8.358783417143894e-05,0|6,0.17896682840750586
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_curv_103_120_sd,S82.5,0.8294573643410853,0.813953488372093,0.015503875968992276,0.6753381893860562,0.7190426638917794,0.043704474505723234,0.6935779816513762,0.7302752293577982,0.03669724770642202,0.7523977768635708,0.7664980761319362,0.014100299268365424,419,107,0.2553699284009546,44,2,0.045454545454545456,42,2,0.5,4.547473508864641e-13,1.1266365618212149e-10,0.00035627468648463396,0|6,0.17896682840750586
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_curv_103_120_sd,S85,0.8527131782945736,0.8294573643410853,0.023255813953488302,0.6399583766909469,0.6815816857440167,0.04162330905306977,0.6651376146788991,0.6990825688073394,0.03394495412844034,0.7463357774927603,0.755519525042551,0.009183747549790788,456,110,0.2412280701754386,43,3,0.06976744186046512,40,3,0.25,1.8189894035458565e-12,3.0213413992896676e-09,0.00437124311357658,0|6,0.17896682840750586
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_curv_103_120_sd,S87.5,0.875968992248062,0.8604651162790697,0.015503875968992276,0.5775234131113424,0.619146722164412,0.04162330905306966,0.6128440366972477,0.6477064220183486,0.034862385321100864,0.7267462026797022,0.7398059192217409,0.013059716542038635,519,113,0.21772639691714837,42,2,0.047619047619047616,40,2,0.5,1.8189894035458565e-12,4.1109160520136356e-10,0.0030502405421406914,0|6,0.17896682840750586
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_curv_103_120_sd,S90,0.9069767441860465,0.8914728682170543,0.015503875968992165,0.5275754422476587,0.5806451612903226,0.05306971904266389,0.5724770642201835,0.6174311926605505,0.04495412844036695,0.7172760932168526,0.7360590147536885,0.018782921536835917,571,117,0.20490367775831875,53,2,0.03773584905660377,51,2,0.5,8.881784197001252e-16,3.1796787425264483e-13,0.0005530415363566468,0|6,0.17896682840750586
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_curv_091_100_min,S80,0.8062015503875969,0.7984496124031008,0.007751937984496138,0.696149843912591,0.7325702393340271,0.03642039542143605,0.7091743119266055,0.7403669724770642,0.031192660550458662,0.751175697150094,0.7655099258685639,0.014334228718469899,396,104,0.26262626262626265,36,1,0.027777777777777776,35,1,1.0,5.820766091346741e-11,1.076841726899147e-09,0.0002302480431458138,0|7,0.1603593319865395
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_curv_091_100_min,S82.5,0.8294573643410853,0.8217054263565892,0.007751937984496138,0.6753381893860562,0.7148803329864725,0.0395421436004163,0.6935779816513762,0.7275229357798165,0.03394495412844034,0.7523977768635708,0.7682928796715308,0.015895102807960027,419,107,0.2553699284009546,39,1,0.02564102564102564,38,1,1.0,7.275957614183426e-12,1.4551915228366852e-10,0.00015119702592015805,0|7,0.1603593319865395
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_curv_091_100_min,S85,0.8527131782945736,0.8294573643410853,0.023255813953488302,0.6399583766909469,0.676378772112383,0.03642039542143605,0.6651376146788991,0.6944954128440367,0.029357798165137616,0.7463357774927603,0.7529180682267341,0.006582290733973872,456,110,0.2412280701754386,38,3,0.07894736842105263,35,3,0.25,5.820766091346741e-11,6.677873898297548e-08,0.015916025323737024,0|7,0.1603593319865395
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_curv_091_100_min,S87.5,0.875968992248062,0.8604651162790697,0.015503875968992276,0.5775234131113424,0.6129032258064516,0.03537981269510926,0.6128440366972477,0.6422018348623854,0.029357798165137616,0.7267462026797022,0.7366841710427607,0.009937968363058491,519,113,0.21772639691714837,36,2,0.05555555555555555,34,2,0.5,1.1641532182693481e-10,1.941225491464138e-08,0.011335020390790294,0|7,0.1603593319865395
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_curv_091_100_min,S90,0.9069767441860465,0.8914728682170543,0.015503875968992165,0.5275754422476587,0.5733610822060354,0.0457856399583767,0.5724770642201835,0.6110091743119266,0.038532110091743066,0.7172760932168526,0.7324169752115448,0.015140881994692212,571,117,0.20490367775831875,46,2,0.043478260869565216,44,2,0.5,1.1368683772161603e-13,3.0752289603697136e-11,0.0034837667946365242,0|7,0.1603593319865395
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_slope_091_102_sd,S80,0.8062015503875969,0.7984496124031008,0.007751937984496138,0.696149843912591,0.7315296566077003,0.03537981269510926,0.7091743119266055,0.7394495412844037,0.03027522935779814,0.751175697150094,0.7649896345054006,0.01381393735530656,396,104,0.26262626262626265,35,1,0.02857142857142857,34,1,1.0,1.1641532182693481e-10,2.0954757928848267e-09,0.000401367218248669,0|9,0.1598154894437526
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_slope_091_102_sd,S82.5,0.8294573643410853,0.813953488372093,0.015503875968992276,0.6753381893860562,0.7180020811654526,0.042663891779396446,0.6935779816513762,0.7293577981651376,0.03577981651376139,0.7523977768635708,0.7659777847687728,0.013580007905201974,419,107,0.2553699284009546,43,2,0.046511627906976744,41,2,0.5,9.094947017729282e-13,2.1532287064474076e-10,0.00034128526048941436,0|9,0.1598154894437526
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_slope_091_102_sd,S85,0.8527131782945736,0.8294573643410853,0.023255813953488302,0.6399583766909469,0.6753381893860562,0.03537981269510926,0.6651376146788991,0.6935779816513762,0.028440366972477094,0.7463357774927603,0.7523977768635708,0.0060619993708105335,456,110,0.2412280701754386,37,3,0.08108108108108109,34,3,0.25,1.1641532182693481e-10,1.233129296451807e-07,0.015597952034022956,0|9,0.1598154894437526
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_slope_091_102_sd,S87.5,0.875968992248062,0.8604651162790697,0.015503875968992276,0.5775234131113424,0.6149843912591051,0.037460978147762725,0.6128440366972477,0.6440366972477064,0.031192660550458662,0.7267462026797022,0.7377247537690874,0.010978551089385169,519,113,0.21772639691714837,38,2,0.05263157894736842,36,2,0.5,2.9103830456733704e-11,5.398760549724102e-09,0.007363313062832187,0|9,0.1598154894437526
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_norm__norm_slope_091_102_sd,S90,0.9069767441860465,0.8914728682170543,0.015503875968992165,0.5275754422476587,0.5691987513007284,0.04162330905306966,0.5724770642201835,0.6073394495412844,0.034862385321100864,0.7172760932168526,0.7303358097588913,0.013059716542038746,571,117,0.20490367775831875,42,2,0.047619047619047616,40,2,0.5,1.8189894035458565e-12,4.1109160520136356e-10,0.005206974068570945,0|9,0.1598154894437526
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_091_100_mean,S80,0.8062015503875969,0.8062015503875969,0.0,0.696149843912591,0.7263267429760666,0.030176899063475537,0.7091743119266055,0.7357798165137615,0.026605504587155937,0.751175697150094,0.7662641466818317,0.015088449531737713,396,104,0.26262626262626265,29,0,0.0,29,0,,3.725290298461914e-09,3.725290298461914e-09,0.00012443577243351445,0|10,0.15488982735150475
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_091_100_mean,S82.5,0.8294573643410853,0.8217054263565892,0.007751937984496138,0.6753381893860562,0.7107180020811654,0.03537981269510926,0.6935779816513762,0.7238532110091743,0.03027522935779814,0.7523977768635708,0.7662117142188773,0.01381393735530656,419,107,0.2553699284009546,35,1,0.02857142857142857,34,1,1.0,1.1641532182693481e-10,2.0954757928848267e-09,0.0004198784024732578,0|10,0.15488982735150475
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_091_100_mean,S85,0.8527131782945736,0.8449612403100775,0.007751937984496138,0.6399583766909469,0.6742976066597295,0.03433922996878258,0.6651376146788991,0.6944954128440367,0.029357798165137616,0.7463357774927603,0.7596294234849035,0.013293645992143222,456,110,0.2412280701754386,34,1,0.029411764705882353,33,1,1.0,2.3283064365386963e-10,4.0745362639427185e-09,0.0013036504913044827,0|10,0.15488982735150475
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_091_100_mean,S87.5,0.875968992248062,0.8682170542635659,0.007751937984496138,0.5775234131113424,0.6077003121748179,0.030176899063475537,0.6128440366972477,0.6385321100917432,0.025688073394495414,0.7267462026797022,0.7379586832191919,0.011212480539489644,519,113,0.21772639691714837,30,1,0.03333333333333333,29,1,1.0,3.725290298461914e-09,5.774199962615967e-08,0.010229230241964688,0|10,0.15488982735150475
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_091_100_mean,S90,0.9069767441860465,0.8992248062015504,0.007751937984496027,0.5275754422476587,0.5650364203954215,0.037460978147762725,0.5724770642201835,0.6045871559633027,0.032110091743119185,0.7172760932168526,0.7321306132984859,0.014854520081633349,571,117,0.20490367775831875,37,1,0.02702702702702703,36,1,1.0,2.9103830456733704e-11,5.529727786779404e-10,0.002691808269338485,0|10,0.15488982735150475
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_mid_flatness__early_025_056__mid_061_076__tail_113_124,S80,0.8062015503875969,0.7984496124031008,0.007751937984496138,0.696149843912591,0.7242455775234131,0.02809573361082207,0.7091743119266055,0.7330275229357798,0.023853211009174258,0.751175697150094,0.7613475949632569,0.010171897813162856,396,104,0.26262626262626265,28,1,0.03571428571428571,27,1,1.0,1.4901161193847656e-08,2.1606683731079102e-07,0.0029483447281021037,0|11,0.14487861711479189
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_mid_flatness__early_025_056__mid_061_076__tail_113_124,S82.5,0.8294573643410853,0.8217054263565892,0.007751937984496138,0.6753381893860562,0.708636836628512,0.03329864724245579,0.6935779816513762,0.7220183486238532,0.028440366972476983,0.7523977768635708,0.7651711314925506,0.012773354628979772,419,107,0.2553699284009546,33,1,0.030303030303030304,32,1,1.0,4.656612873077393e-10,7.916241884231567e-09,0.0007063044679101069,0|11,0.14487861711479189
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_mid_flatness__early_025_056__mid_061_076__tail_113_124,S85,0.8527131782945736,0.8449612403100775,0.007751937984496138,0.6399583766909469,0.6690946930280958,0.02913631633714886,0.6651376146788991,0.689908256880734,0.02477064220183489,0.7463357774927603,0.7570279666690867,0.010692189176326417,456,110,0.2412280701754386,29,1,0.034482758620689655,28,1,1.0,7.450580596923828e-09,1.1175870895385742e-07,0.005695282920619805,0|11,0.14487861711479189
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_mid_flatness__early_025_056__mid_061_076__tail_113_124,S87.5,0.875968992248062,0.8682170542635659,0.007751937984496138,0.5775234131113424,0.6066597294484911,0.02913631633714875,0.6128440366972477,0.6376146788990825,0.02477064220183478,0.7267462026797022,0.7374383918560286,0.010692189176326305,519,113,0.21772639691714837,29,1,0.034482758620689655,28,1,1.0,7.450580596923828e-09,1.1175870895385742e-07,0.009893425054779003,0|11,0.14487861711479189
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_mid_flatness__early_025_056__mid_061_076__tail_113_124,S90,0.9069767441860465,0.8992248062015504,0.007751937984496027,0.5275754422476587,0.562955254942768,0.03537981269510926,0.5724770642201835,0.6027522935779817,0.03027522935779814,0.7172760932168526,0.7310900305721593,0.013813937355306671,571,117,0.20490367775831875,35,1,0.02857142857142857,34,1,1.0,1.1641532182693481e-10,2.0954757928848267e-09,0.004264756418405352,0|11,0.14487861711479189
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_097_102_sd,S80,0.8062015503875969,0.8062015503875969,0.0,0.696149843912591,0.7294484911550468,0.03329864724245579,0.7091743119266055,0.7385321100917431,0.029357798165137616,0.751175697150094,0.7678250207713219,0.01664932362122784,396,104,0.26262626262626265,32,0,0.0,32,0,,4.656612873077393e-10,4.656612873077393e-10,7.264100241095097e-05,0|12,0.1510343257066882
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_097_102_sd,S82.5,0.8294573643410853,0.813953488372093,0.015503875968992276,0.6753381893860562,0.7117585848074922,0.03642039542143605,0.6935779816513762,0.7238532110091743,0.03027522935779814,0.7523977768635708,0.7628560365897926,0.01045825972622183,419,107,0.2553699284009546,37,2,0.05405405405405406,35,2,0.5,5.820766091346741e-11,1.0244548320770264e-08,0.002427532973357096,0|12,0.1510343257066882
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_097_102_sd,S85,0.8527131782945736,0.8294573643410853,0.023255813953488302,0.6399583766909469,0.6742976066597295,0.03433922996878258,0.6651376146788991,0.6926605504587156,0.02752293577981646,0.7463357774927603,0.7518774855004073,0.005541708007647084,456,110,0.2412280701754386,36,3,0.08333333333333333,33,3,0.25,2.3283064365386963e-10,2.2721360437572002e-07,0.023783245022832696,0|12,0.1510343257066882
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_097_102_sd,S87.5,0.875968992248062,0.8604651162790697,0.015503875968992276,0.5775234131113424,0.6139438085327783,0.036420395421435936,0.6128440366972477,0.6431192660550459,0.03027522935779814,0.7267462026797022,0.737204462405924,0.01045825972622172,519,113,0.21772639691714837,37,2,0.05405405405405406,35,2,0.5,5.820766091346741e-11,1.0244548320770264e-08,0.011570488384606002,0|12,0.1510343257066882
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_097_102_sd,S90,0.9069767441860465,0.8914728682170543,0.015503875968992165,0.5275754422476587,0.5671175858480749,0.03954214360041619,0.5724770642201835,0.6055045871559633,0.03302752293577982,0.7172760932168526,0.7292952270325646,0.012019133815711958,571,117,0.20490367775831875,40,2,0.05,38,2,0.5,7.275957614183426e-12,1.4933903003111482e-09,0.007970286560072353,0|12,0.1510343257066882
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_094_103_max,S80,0.8062015503875969,0.8062015503875969,0.0,0.696149843912591,0.7273673257023934,0.031217481789802326,0.7091743119266055,0.736697247706422,0.02752293577981646,0.751175697150094,0.7667844380449951,0.015608740894901052,396,104,0.26262626262626265,30,0,0.0,30,0,,1.862645149230957e-09,1.862645149230957e-09,0.00012082967137153548,0|15,0.1417618582011875
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_094_103_max,S82.5,0.8294573643410853,0.813953488372093,0.015503875968992276,0.6753381893860562,0.7107180020811654,0.03537981269510926,0.6935779816513762,0.7229357798165138,0.029357798165137616,0.7523977768635708,0.7623357452266293,0.009937968363058491,419,107,0.2553699284009546,36,2,0.05555555555555555,34,2,0.5,1.1641532182693481e-10,1.941225491464138e-08,0.002349480694452665,0|15,0.1417618582011875
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_094_103_max,S85,0.8527131782945736,0.8294573643410853,0.023255813953488302,0.6399583766909469,0.6732570239334027,0.03329864724245579,0.6651376146788991,0.691743119266055,0.026605504587155937,0.7463357774927603,0.751357194137244,0.005021416644483745,456,110,0.2412280701754386,35,3,0.08571428571428572,32,3,0.25,4.656612873077393e-10,4.176981747150421e-07,0.023517584295134876,0|15,0.1417618582011875
gangnam_internal,2-of-2,smooth_norm__norm_slope_082_085_sd + smooth_visual__visual_norm_abs_slope_094_103_max,S87.5,0.875968992248062,0.8682170542635659,0.007751937984496138,0.5775234131113424,0.6097814776274714,0.032258064516129004,0.6128440366972477,0.6403669724770642,0.02752293577981646,0.7267462026797022,0.7389992659455187,0.012253063265816433,519,113,0.21772639691714837,32,1,0.03125,31,1,1.0,9.313225746154785e-10,1.5366822481155396e-08,0.0064807169066344065,0|15,0.1417618582011875
