feature,model,cohort,n,n_pos,prevalence,auc,auc_ci_lower,auc_ci_upper,threshold,sensitivity,specificity,accuracy
TAMA_SUM,clinic4,internal,1090,136,0.12477064220183487,0.8699785731902824,0.8366904510897034,0.9002537510308647,0.1224468026171712,0.8455882352941176,0.7620545073375262,0.7724770642201835
TAMA_SUM,clinic4,external,926,100,0.1079913606911447,0.8779661016949152,0.8451836047395112,0.9072581009961597,0.1224468026171712,0.93,0.6646489104116223,0.693304535637149
TAMA_SUM,clinic4_aec_mean,internal,1090,136,0.12477064220183487,0.866105561721544,0.8335636058338539,0.8958812416098343,0.09834014025703906,0.875,0.7148846960167715,0.7348623853211009
TAMA_SUM,clinic4_aec_mean,external,926,100,0.1079913606911447,0.8548305084745762,0.819926185420469,0.8857831972363642,0.09834014025703906,0.86,0.6840193704600485,0.703023758099352
NAMA_SUM,clinic4,internal,1090,150,0.13761467889908258,0.8376595744680851,0.8009292311828002,0.8729488082375807,0.12930229844102872,0.7866666666666666,0.7351063829787234,0.7422018348623853
NAMA_SUM,clinic4,external,926,282,0.3045356371490281,0.7678791683185762,0.7345993139334533,0.7994810785405871,0.12930229844102872,0.7163120567375887,0.6614906832298136,0.6781857451403888
NAMA_SUM,clinic4_aec_mean,internal,1090,150,0.13761467889908258,0.8382765957446808,0.80197766743915,0.8724957596121027,0.14482290749949844,0.7666666666666667,0.7712765957446809,0.7706422018348624
NAMA_SUM,clinic4_aec_mean,external,926,282,0.3045356371490281,0.7617340645786529,0.7286807427292791,0.7939891564845699,0.14482290749949844,0.6382978723404256,0.7406832298136646,0.7095032397408207
LAMA_SUM,clinic4,internal,1090,137,0.12568807339449542,0.8159404416326469,0.7737206876477772,0.8564536309776875,0.18860394172947847,0.6715328467153284,0.8604407135362014,0.8366972477064221
LAMA_SUM,clinic4,external,926,347,0.3747300215982721,0.7840682285367299,0.7526461573544386,0.8146327062229991,0.18860394172947847,0.42363112391930835,0.9084628670120898,0.7267818574514039
LAMA_SUM,clinic4_aec_mean,internal,1090,137,0.12568807339449542,0.8350502830094745,0.7954937992055725,0.8733236567017045,0.11642681550213489,0.7956204379562044,0.7618048268625394,0.7660550458715596
LAMA_SUM,clinic4_aec_mean,external,926,347,0.3747300215982721,0.8116498185781905,0.7812498208553084,0.8404662276362027,0.11642681550213489,0.5590778097982709,0.8825561312607945,0.7613390928725702
IMATA_SUM,clinic4,internal,1090,151,0.13853211009174313,0.8228212343693798,0.7861752035669423,0.8581466421150659,0.14929170955846235,0.7549668874172185,0.751863684771033,0.7522935779816514
IMATA_SUM,clinic4,external,926,188,0.20302375809935205,0.8314125295508273,0.7993618758488724,0.8634001399834023,0.14929170955846235,0.7074468085106383,0.7818428184281843,0.7667386609071274
IMATA_SUM,clinic4_aec_mean,internal,1090,151,0.13853211009174313,0.8402555910543132,0.8060439499229435,0.8743165177028418,0.1615041745984849,0.7417218543046358,0.8136315228966986,0.8036697247706422
IMATA_SUM,clinic4_aec_mean,external,926,188,0.20302375809935205,0.8589921005593034,0.8277915914500173,0.8882236991977145,0.1615041745984849,0.5691489361702128,0.9146341463414634,0.8444924406047516
SAT(피하지방)_SUM,clinic4,internal,1090,148,0.13577981651376148,0.8405993573191025,0.801812635254585,0.8747924024702973,0.16062112425993147,0.7567567567567568,0.8205944798301487,0.8119266055045872
SAT(피하지방)_SUM,clinic4,external,926,145,0.15658747300215983,0.8731423020883924,0.8382513267739393,0.9041671026033812,0.16062112425993147,0.7103448275862069,0.8693982074263764,0.8444924406047516
SAT(피하지방)_SUM,clinic4_aec_mean,internal,1090,148,0.13577981651376148,0.8601164859126643,0.8249036325115179,0.8899965425074465,0.11286490332215562,0.8378378378378378,0.7484076433121019,0.7605504587155963
SAT(피하지방)_SUM,clinic4_aec_mean,external,926,145,0.15658747300215983,0.897055057618438,0.8667193519617993,0.9241507822178346,0.11286490332215562,0.7448275862068966,0.8719590268886044,0.8520518358531317
VAT(내장지방)_SUM,clinic4,internal,1090,165,0.15137614678899083,0.8472203112203112,0.8153856873153187,0.8761377924090338,0.1511541131190099,0.793939393939394,0.7437837837837837,0.7513761467889908
VAT(내장지방)_SUM,clinic4,external,926,199,0.21490280777537796,0.8128780076448265,0.7762362931897592,0.8475432882703441,0.1511541131190099,0.6984924623115578,0.7785419532324622,0.7613390928725702
VAT(내장지방)_SUM,clinic4_aec_mean,internal,1090,165,0.15137614678899083,0.891970515970516,0.8670951828941718,0.9150655943372124,0.14052735840426972,0.8363636363636363,0.8032432432432433,0.808256880733945
VAT(내장지방)_SUM,clinic4_aec_mean,external,926,199,0.21490280777537796,0.8694435036254172,0.8407483508460991,0.8969725301037739,0.14052735840426972,0.7437185929648241,0.8431911966987621,0.8218142548596112
Total Fat_SUM,clinic4,internal,1090,157,0.14403669724770643,0.8522265686334747,0.8155032691140333,0.8845690425945478,0.14334105136393988,0.8089171974522293,0.7770632368703109,0.781651376146789
Total Fat_SUM,clinic4,external,926,169,0.18250539956803455,0.8673289925195219,0.8335696902645393,0.8986833331834964,0.14334105136393988,0.7396449704142012,0.8309114927344782,0.8142548596112311
Total Fat_SUM,clinic4_aec_mean,internal,1090,157,0.14403669724770643,0.873266840067995,0.8390062380904204,0.903380658386342,0.19781788221871133,0.7579617834394905,0.864951768488746,0.8495412844036697
Total Fat_SUM,clinic4_aec_mean,external,926,169,0.18250539956803455,0.89691479133609,0.8682538269896072,0.9228147971370816,0.19781788221871133,0.5207100591715976,0.9577278731836195,0.8779697624190065
