cohort,sens_stage1,spec_stage1,sens_combined,spec_combined,acc_combined,ppv_combined,npv_combined,sens_delta,spec_delta,mcnemar_sens_p,mcnemar_spec_p,verdict,ni_sens_drop,ni_ci_upper_97.5,ni_margin,ni_verdict
internal,0.9069767441860465,0.5359001040582726,0.8992248062015504,0.5577523413111343,0.5981651376146789,0.2144177449168207,0.97632058287796,-0.007751937984496027,0.021852237252861673,1.0,9.5367431640625e-07,PASS,0.007751937984496027,0.0367718209497858,0.05,NON-INFERIOR
external,0.9290780141843972,0.49044585987261147,0.9290780141843972,0.49171974522292994,0.5583153347732182,0.24716981132075472,0.9747474747474747,0.0,0.001273885350318471,1.0,1.0,PASS,0.0,0.022759858065156013,0.05,NON-INFERIOR
