cohort,n,event,auc,sens_clin,sens_aec,sens_p,spec_clin,spec_aec,spec_p,acc_clin,acc_aec,acc_p,net_nri,n_deesc
sinchon (5-fold OOF),926,141,0.742767651281159,0.900709219858156,0.8581560283687943,0.03125,0.5388535031847134,0.6280254777070063,1.6940658945086007e-21,0.593952483801296,0.6630669546436285,6.3117184695685895e-15,64,76
