disease,n,n_pos,prevalence,auc,threshold,sensitivity,specificity,accuracy
당뇨병_여부,9914,1180,0.11902360298567682,0.6432232498748317,0.10928154957680267,0.6940677966101695,0.5201511335012594,0.540851321363728
고혈압_여부,9914,1991,0.2008271131732903,0.6576065220413481,0.18896736755744462,0.6755399296835761,0.5636753754890824,0.5861408109743796
이상지질혈증_여부,9914,1998,0.20153318539439177,0.5534499254180911,0.19785301241298223,0.56006006006006,0.5202122283981809,0.5282428888440589
골다공증_여부,9914,546,0.05507363324591487,0.7778913016957424,0.06370971870165026,0.8058608058608059,0.6560631938514091,0.6643130925963284
심근경색_여부,9914,73,0.007363324591486787,0.7199311518903998,0.008704371507212236,0.6575342465753424,0.7117162889950208,0.711317329029655
뇌졸중_여부,9914,328,0.03308452693161186,0.6811818747360227,0.03833399804324985,0.573170731707317,0.7200083455038598,0.7151502925156344
