cohort,n,event,auc,sens_clin,sens_aec,sens_p,spec_clin,spec_aec,spec_p,acc_clin,acc_aec,acc_p,net_nri,n_deesc
sinchon (5-fold OOF),926,141,0.7214838821942837,0.900709219858156,0.8581560283687943,0.03125,0.5388535031847134,0.6165605095541401,8.673617379884035e-19,0.593952483801296,0.6533477321814255,1.4944372779199244e-12,55,67
