feature,model,section,n,n_pos,prevalence,auc,threshold,tn,fp,fn,tp,sensitivity,specificity,accuracy
Osteoporosis,clinic4_lama,scalar,3130,159,0.050798722044728434,0.7672786622889186,0.5358665820894507,2059,912,42,117,0.7358490566037735,0.6930326489397509,0.6952076677316293
Osteoporosis,clinic4_tama,scalar,3130,159,0.050798722044728434,0.7687922453740454,0.5358665820894507,2063,908,40,119,0.7484276729559748,0.6943789969707169,0.6971246006389776
Osteoporosis,clinic4_vat_sat_ratio,inter_var_ratio,3130,159,0.050798722044728434,0.7666139558711148,0.5358665820894507,2063,908,42,117,0.7358490566037735,0.6943789969707169,0.6964856230031949
Osteoporosis,clinic4_lama_tama_ratio,inter_var_ratio,3130,159,0.050798722044728434,0.7701893989910857,0.5358665820894507,2070,901,44,115,0.7232704402515723,0.6967351060249074,0.6980830670926518
Osteoporosis,clinic4_imata_tama_ratio,inter_var_ratio,3130,159,0.050798722044728434,0.7661609393952865,0.5358665820894507,2070,901,42,117,0.7358490566037735,0.6967351060249074,0.6987220447284345
Osteoporosis,clinic4_aec_fpca_elbow,curve_fpca_elbow,3130,159,0.050798722044728434,0.7650474503004938,0.5358665820894507,2060,911,47,112,0.7044025157232704,0.6933692359474924,0.6939297124600639
Osteoporosis,clinic4_aec_uplow_ratio,curve_uplow_ratio,3130,159,0.050798722044728434,0.7650305151051359,0.5358665820894507,2057,914,44,115,0.7232704402515723,0.692359474924268,0.6939297124600639
Osteoporosis,clinic4_vat_fpca_elbow,curve_fpca_elbow,3130,159,0.050798722044728434,0.7693024181342072,0.5358665820894507,2060,911,44,115,0.7232704402515723,0.6933692359474924,0.694888178913738
Osteoporosis,clinic4_vat_uplow_ratio,curve_uplow_ratio,3130,159,0.050798722044728434,0.7695183418750225,0.5358665820894507,2055,916,44,115,0.7232704402515723,0.6916863009087849,0.6932907348242812
Osteoporosis,clinic4_sat_fpca_elbow,curve_fpca_elbow,3130,159,0.050798722044728434,0.767058504749264,0.5358665820894507,2061,910,42,117,0.7358490566037735,0.693705822955234,0.6958466453674121
Osteoporosis,clinic4_sat_uplow_ratio,curve_uplow_ratio,3130,159,0.050798722044728434,0.7682206825307109,0.5358665820894507,2059,912,41,118,0.7421383647798742,0.6930326489397509,0.6955271565495208
Osteoporosis,clinic4_imata_fpca_elbow,curve_fpca_elbow,3130,159,0.050798722044728434,0.768201630435933,0.5358665820894507,2067,904,47,112,0.7044025157232704,0.6957253450016829,0.6961661341853035
